Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2022-02-25,1,=,1,False,True,143,-0.21,UNNATURAL,WJSN,UNNATURAL,11,10,2,55,30,4,15023662,2388,21460500,0.75,0.08,0.17,76636,89,54,0,1,2,2
2022-02-25,2,1,3,False,False,115,0.0,All Too Well (Taylor's Version),Taylor Swift,Red (Taylor's Version),7,7,1,35,21,2,9156262,1601,10278450,0.77,0.09,0.14,47880,58,34,21,1,13,6
2022-02-25,3,1,4,True,False,106,0.0,WA DA DA,Kep1er,FIRST IMPACT,8,8,1,40,24,2,11850300,2072,11633850,0.79,0.09,0.12,61404,66,31,7,3,4,1
2022-02-25,4,3,7,False,True,94,0.13,Feel Special,TWICE,Feel Special,7,7,1,35,21,2,10106250,1767,11340180,0.77,0.09,0.14,52815,58,24,10,4,18,2
2022-02-25,5,-3,2,False,False,94,-0.2,MOONLIGHT,TWICE,Formula of Love: O+T=<3,5,5,1,25,15,2,7420875,1297,11656440,0.73,0.08,0.18,39809,42,35,15,2,4,1
2022-02-25,6,11,17,False,False,91,0.4,I WANT YOU BACK,TWICE,BDZ,6,6,1,30,18,2,8004149,1400,10481760,0.76,0.09,0.16,42315,50,19,20,2,3,1
2022-02-25,7,75,82,True,False,90,2.46,Butterfly,WJSN,Neverland,10,10,1,50,30,2,13282499,2323,10436580,0.81,0.09,0.1,68061,82,7,0,7,2,1
2022-02-25,8,1,9,True,False,75,-0.09,Hobgoblin,CLC,CRYSTYLE,6,6,1,30,18,2,9424800,1648,12334140,0.76,0.09,0.16,49777,50,24,0,8,2,1
2022-02-25,9,3,12,True,False,73,-0.05,NAVILLERA,GFRIEND,GFriend The 1st Album 'LOL',5,5,1,25,15,2,6785625,1186,10662480,0.73,0.08,0.18,36421,42,23,6,9,4,1
2022-02-25,10,4,14,False,False,72,0.01,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From the Vault),Taylor Swift,Red (Taylor's Version),5,5,1,25,15,2,7810687,1365,12266370,0.73,0.08,0.18,41888,42,21,7,2,16,3
2022-02-25,11,18,29,False,False,71,0.37,If I'm Being Honest,dodie,Human,5,5,1,25,15,2,7594125,1328,11927520,0.73,0.08,0.18,40733,42,15,12,4,10,1
2022-02-25,12,-1,11,False,False,69,-0.14,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),4,4,1,20,12,2,6213900,1086,12198600,0.7,0.08,0.22,34083,34,24,10,1,27,3
2022-02-25,13,-8,5,False,False,68,-0.24,She,dodie,Human,3,3,1,15,9,2,4235962,740,11091690,0.65,0.07,0.27,24108,26,26,14,2,10,1
2022-02-25,14,-6,8,False,False,67,-0.18,ME,CLC,ME,5,5,1,25,15,2,7435312,1300,11679030,0.73,0.08,0.18,39886,42,24,0,8,2,1
2022-02-25,15,-5,10,False,False,67,-0.18,BLACK DRESS,CLC,BLACK DRESS,5,5,1,25,15,2,6569062,1149,10323630,0.73,0.08,0.18,35266,42,24,0,10,2,1
2022-02-25,16,5,21,False,False,66,0.08,Forever Winter (Taylor's Version) (From the Vault),Taylor Swift,Red (Taylor's Version),4,4,1,20,12,2,5636400,985,11069100,0.7,0.08,0.22,30933,34,18,12,1,16,8
2022-02-25,17,11,28,False,False,65,0.25,Happy,WJSN,Happy Moment,5,5,1,25,15,2,7319812,1280,11498310,0.73,0.08,0.18,39270,42,15,6,1,10,1
2022-02-25,18,2,20,False,False,64,0.02,Funeral (feat. James Bay),Maisie Peters,Funeral (feat. James Bay),4,4,1,20,12,2,5601750,979,11001330,0.7,0.08,0.22,30744,34,18,10,3,5,1
2022-02-25,19,-1,18,False,False,63,-0.02,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,Red (Taylor's Version),4,4,1,20,12,2,5936700,1038,11656440,0.7,0.08,0.22,32571,34,19,8,6,15,1
2022-02-25,20,2,22,False,False,63,0.05,All I Want,Olivia Rodrigo,High School Musical: The Musical: The Series (Original Soundtrack),4,4,1,20,12,2,6271650,1096,12311550,0.7,0.08,0.22,34398,34,18,10,3,6,1
2022-02-25,21,-5,16,False,False,62,-0.11,놓아 놓아 놓아 Letting Go,DAY6,DAYDREAM,4,4,1,20,12,2,5289900,925,10391400,0.7,0.08,0.22,29042,34,21,6,7,5,1
2022-02-25,22,-3,19,False,False,62,-0.02,FANCY,TWICE,FANCY YOU,4,4,1,20,12,2,5532450,967,10865790,0.7,0.08,0.22,30366,34,18,9,2,11,1
2022-02-25,23,-8,15,False,False,61,-0.14,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From the Vault),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,4088700,715,10707660,0.65,0.07,0.27,23275,26,21,12,2,16,1
2022-02-25,24,-11,13,False,False,61,-0.19,Funeral,Phoebe Bridgers,Stranger in the Alps (Deluxe Edition),3,3,1,15,9,2,3898125,681,10210680,0.65,0.07,0.27,22197,26,22,11,2,5,1
2022-02-25,25,-2,23,False,False,58,0.04,반드시 웃는다 I Smile,DAY6,SUNRISE,4,4,1,20,12,2,5613300,981,11023920,0.7,0.08,0.22,30807,34,16,6,6,4,1
2022-02-25,26,-2,24,False,False,54,-0.02,Come Back...Be Here (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,4062712,710,10639890,0.65,0.07,0.27,23128,26,16,10,13,12,1
2022-02-25,27,4,31,False,False,53,0.06,HUMAN,dodie,Human,3,3,1,15,9,2,3967425,694,10391400,0.65,0.07,0.27,22589,26,15,12,6,16,1
2022-02-25,28,9,37,True,False,47,0.12,Helicopter,CLC,HELICOPTER,4,4,1,20,12,2,5728800,1001,11249820,0.7,0.08,0.22,31437,34,12,0,28,2,1
2022-02-25,29,6,35,False,False,47,0.09,State of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,3906787,683,10233270,0.65,0.07,0.27,22246,26,12,7,4,13,1
