Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2022-12-30,Lavender Haze,Midnights (3am Edition),Taylor Swift,1,1,1
2022-12-30,After LIKE,After LIKE,IVE,1,1,1
2023-01-06,Ang Huling El Bimbo,Cutterpillow,Eraserheads,2,2,1
2023-01-06,Hawak Kamay,Yeng 10 (Remastered) [10 Years of Yeng Constantino],Yeng Constantino,1,1,1
2023-01-06,Prinsesa,Home,6CycleMind,1,1,1
2023-01-06,Migraine,When I Met You,Moonstar88,1,1,1
2023-01-06,Stars,Destination XYZ,Callalily,1,1,1
2023-01-06,Lando (feat. Chito Miranda),Diploma,Gloc-9,1,1,1
2023-01-06,Himala,Greatest Hits,Rivermaya,1,1,1
2023-01-06,Buko,Love And Soul,Jireh Lim,1,1,1
2023-01-06,Toyang,Ultraelectromagneticpop!,Eraserheads,1,1,1
2023-01-06,Elesi,Greatest Hits,Rivermaya,1,1,1
2023-01-06,Sumayaw Ka,Diploma,Gloc-9,1,1,1
2023-01-06,Magda,Liham At Lihim,Gloc-9,2,2,1
2023-01-06,The Day You Said Goodnight,Hale,Hale,1,1,1
2023-01-06,sirena,MKNM (Mga Kwento Ng Makata),Gloc-9,2,2,1
2023-01-06,Tindahan Ni Aling Nena,Ultraelectromagneticpop!,Eraserheads,1,1,1
2023-01-06,Luha,Halik,Aegis,1,1,1
2023-01-06,Halik,Halik,Aegis,1,1,1
2023-01-06,Narda,Maharot,Kamikazee,1,1,1
2023-01-06,Pasensya Ka Na,Langit. Luha.,Silent Sanctuary,1,1,1
2023-01-06,Magasin,Circus,Eraserheads,1,1,1
2023-01-06,Hinahanap-Hanap Kita,Greatest Hits,Rivermaya,1,1,1
2023-01-06,Upuan (feat. Jeazell Grutas),Matrikula,Gloc-9,1,1,1
2023-01-06,Bagsakan,Halina Sa Parokya,Parokya Ni Edgar,1,1,1
2023-01-06,Dati,Philpop 2013,Tippy Dos Santos,1,1,1
2023-01-06,Gabay,kabilang mundo,Siakol,1,1,1
2023-01-06,Kalachuchi,Kalachuchi,munimuni,1,1,1
2023-01-06,Pangarap Lang Kita,Middle-Aged Juvenile Novelty Pop Rockers,Parokya Ni Edgar,1,1,1
2023-01-06,Kung 'Di Rin Lang Ikaw,Kung 'Di Rin Lang Ikaw,December Avenue,3,1,3
2023-01-06,Ikaw Lamang,Fuchsiang Pag-Ibig,Silent Sanctuary,1,1,1
2023-01-06,Ligaya,Anthology,Eraserheads,1,1,1
2023-01-06,Spoliarium,Sticker Happy,Eraserheads,1,1,1
2023-01-06,With A Smile,Circus,Eraserheads,1,1,1
2023-01-06,Gusto Ko Nang Bumitaw - Band Version,The Themes of The Broken Marriage Vow,Morissette,1,1,1
2023-01-06,Ikot-Ikot,Expressions,Sarah Geronimo,1,1,1
2023-01-06,Tala,The Great Unknown,Sarah Geronimo,1,1,1
2023-01-06,Esperanza (From the soap opera Esperanza),Idol Ko Idol Nato,April Boy Regino,1,1,1
2023-01-06,Gusto Ko Nang Bumitaw - From The Broken Marriage Vow,Gusto Ko Nang Bumitaw (From The Broken Marriage Vow),Morissette,1,1,1
2023-01-06,Gusto Ko Nang Bumitaw,Gusto Ko Nang Bumitaw,Sheryn Regis,1,1,1
2023-01-06,Ayokong Tumanda,After All This Time,The Itchyworms,1,1,1
2023-01-06,Bibingka,Pintig Ng Pasko,Ben&Ben,1,1,1
2023-01-06,Rough,GFRIEND 3rd Mini Album 'SNOWFLAKE',GFRIEND,4,4,1
2023-01-06,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),Taylor Swift,4,3,2
2023-01-06,Remember Me,Remember Me,OH MY GIRL,10,10,1
2023-01-06,MORE & MORE,MORE & MORE,TWICE,13,13,1
2023-01-06,FEARLESS,FEARLESS,LE SSERAFIM,4,4,1
2023-01-06,Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),Taylor Swift,3,3,1
2023-01-06,OMG,NewJeans 'OMG',NewJeans,18,18,1
2023-01-06,FANCY,FANCY YOU,TWICE,16,16,1
2023-01-06,So What,[#],Loona,18,18,1
2023-01-06,Would've Could've Should've,Midnights (3am Edition),Taylor Swift,8,8,1
2023-01-06,Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,7,7,1
2023-01-06,Monster,Human,dodie,8,8,1
2023-01-06,ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,7,7,1
2023-01-06,Midnight Rain,Midnights (3am Edition),Taylor Swift,5,5,1
2023-01-06,Attention,NewJeans 1st EP 'New Jeans',NewJeans,9,9,1
2023-01-06,Not What I Meant (feat. Lewis Watson),Human,dodie,8,8,1
2023-01-06,LOVE DIVE,LOVE DIVE,IVE,9,9,1
2023-01-06,22 (Taylor's Version),Red (Taylor's Version),Taylor Swift,4,4,1
2023-01-06,Ditto,Ditto,NewJeans,4,4,1
2023-01-06,FUN!,FUN FACTORY,fromis_9,66,66,1
2023-01-06,#Cookie Jar,#Cookie Jar,Red Velvet,72,72,1
2023-01-06,After LIKE,After LIKE,IVE,9,9,1
2023-01-06,Sparks Fly,Speak Now (Deluxe Package),Taylor Swift,1,1,1
