Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2022-09-16,1,+2,3,True,True,240,0.02,After LIKE,IVE,After LIKE,13,13,1,65,39,2,650000,39000,100000,0.82,0.05,0.13,789000,106,71,63,1,5,3
2022-09-16,2,+4,6,False,False,228,0.02,My Satisfaction,IVE,After LIKE,12,12,1,60,36,2,600000,36000,100000,0.82,0.05,0.14,736000,98,67,63,1,5,1
2022-09-16,3,-1,2,False,False,176,-0.25,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),8,8,1,40,24,2,400000,24000,100000,0.76,0.05,0.19,524000,66,71,39,2,30,1
2022-09-16,4,+3,7,True,False,169,0.03,Attention,NewJeans,NewJeans 1st EP 'New Jeans',12,12,1,60,36,2,600000,36000,100000,0.82,0.05,0.14,736000,98,50,21,4,4,1
2022-09-16,5,-4,1,False,False,156,-0.38,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,75,55,1,13,1
2022-09-16,6,+3,9,True,False,152,-0.01,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',10,10,1,50,30,2,500000,30000,100000,0.79,0.05,0.16,630000,82,46,24,6,4,1
2022-09-16,7,-2,5,False,False,152,-0.35,Treacherous (Taylor's Version),Taylor Swift,Red (Taylor's Version),10,10,1,50,30,2,500000,30000,100000,0.79,0.05,0.16,630000,82,70,0,2,23,1
2022-09-16,8,-4,4,False,False,145,-0.38,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,71,40,3,27,3
2022-09-16,9,-1,8,False,False,135,-0.16,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),11,9,2,55,27,4,550000,27000,200000,0.71,0.03,0.26,777000,86,49,0,7,28,1
2022-09-16,10,+19,29,True,False,94,0.42,Hurt,NewJeans,NewJeans 1st EP 'New Jeans',9,9,1,45,27,2,450000,27000,100000,0.78,0.05,0.17,577000,74,20,0,10,2,1
2022-09-16,11,+19,30,True,False,94,0.42,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',9,9,1,45,27,2,450000,27000,100000,0.78,0.05,0.17,577000,74,20,0,11,2,1
2022-09-16,12,+4,16,False,False,92,-0.11,LOVE DIVE,IVE,LOVE DIVE,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,31,27,1,16,4
2022-09-16,13,RE,--,True,False,89,--,DICE,NMIXX,ENTWURF,11,10,2,55,30,4,550000,30000,200000,0.71,0.04,0.26,780000,89,0,0,13,1,1
2022-09-16,14,+29,43,False,False,86,0.87,Uptown Girl,Westlife,Coast to Coast (Expanded Edition),8,5,4,40,15,8,400000,15000,400000,0.49,0.02,0.49,815000,63,14,9,1,9,2
2022-09-16,15,RE,--,True,False,82,--,COOL (Your rainbow),NMIXX,ENTWURF,10,10,1,50,30,2,500000,30000,100000,0.79,0.05,0.16,630000,82,0,0,15,1,1
2022-09-16,16,+39,55,False,False,78,0.95,Forever & Always (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),8,8,1,40,24,2,400000,24000,100000,0.76,0.05,0.19,524000,66,12,0,12,19,1
2022-09-16,17,RE,--,False,False,75,--,O.O,NMIXX,AD MARE,8,8,1,40,24,2,400000,24000,100000,0.76,0.05,0.19,524000,66,0,9,1,23,2
2022-09-16,18,-7,11,False,False,73,-0.38,Queen of Hearts,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,36,19,11,4,2
2022-09-16,19,-7,12,False,False,72,-0.36,When We Were Kids,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,34,20,6,4,1
2022-09-16,20,-7,13,False,False,72,-0.36,Gone,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,34,20,7,4,1
2022-09-16,21,-7,14,False,False,70,-0.36,Basics,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,33,19,10,4,1
2022-09-16,22,-12,10,False,False,69,-0.54,RAINBOW,TWICE,Feel Special,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,45,6,10,21,1
2022-09-16,23,=,23,False,False,68,-0.19,POP!,NAYEON,IM NAYEON,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,26,24,3,13,1
2022-09-16,24,+2,26,False,False,68,-0.13,All Too Well (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,24,18,1,41,6
2022-09-16,25,-10,15,False,False,67,-0.35,This Love (Taylor’s Version),Taylor Swift,This Love (Taylor’s Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,31,26,1,17,3
2022-09-16,26,RE,--,False,False,66,--,TANK,NMIXX,AD MARE,8,8,1,40,24,2,400000,24000,100000,0.76,0.05,0.19,524000,66,0,0,7,19,1
2022-09-16,27,-10,17,False,False,66,-0.26,The Feels,TWICE,Formula of Love: O+T=<3,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,27,21,4,25,1
2022-09-16,28,-6,22,False,False,65,-0.24,Talk that Talk,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,26,21,5,4,1
2022-09-16,29,-10,19,False,False,65,-0.26,Dreams Come True,aespa,Dreams Come True - SM STATION,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,27,28,6,9,1
2022-09-16,30,-5,25,False,False,62,-0.23,Trouble,TWICE,BETWEEN 1&2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,24,20,9,4,1
2022-09-16,31,-7,24,False,False,63,-0.25,libidO,OnlyOneOf,Instinct Pt. 1,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,26,19,4,5,1
2022-09-16,32,-12,20,False,False,62,-0.29,Illusion,aespa,Girls - The 2nd Mini Album,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,27,25,4,8,1
2022-09-16,33,RE,--,False,False,58,--,You Belong with Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),7,7,1,35,21,2,350000,21000,100000,0.74,0.04,0.21,471000,58,0,0,4,15,3
2022-09-16,34,-6,28,False,False,57,-0.24,favOriTe,Loona,[+ +],2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,23,16,7,27,1
2022-09-16,35,-8,27,False,False,56,-0.28,Girls,aespa,Girls - The 2nd Mini Album,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,24,22,9,8,1
2022-09-16,36,-15,21,False,False,55,-0.35,Brave,TWICE,BETWEEN 1&2,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,26,19,8,4,1
2022-09-16,37,-2,35,False,False,52,-0.17,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,19,23,1,19,3
2022-09-16,38,RE,--,False,False,49,--,Blue Flame,LE SSERAFIM,FEARLESS,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,23,5,15,1
2022-09-16,39,RE,--,False,False,49,--,Hey Gabby!,NMIXX,GABBY'S DOLLHOUSE X NMIXX (Original Soundtrack),6,5,2,30,15,4,300000,15000,200000,0.58,0.03,0.39,515000,49,0,0,2,6,1
2022-09-16,40,-8,32,False,False,50,-0.23,Up!,Kep1er,DOUBLAST,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,20,20,3,13,1
2022-09-16,41,RE,--,False,False,41,--,Feel My Rhythm,Red Velvet,‘The ReVe Festival 2022 - Feel My Rhythm’,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,7,6,24,1
2022-09-16,42,=,42,False,False,39,-0.17,She,dodie,Human,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,15,6,2,32,1
2022-09-16,43,RE,--,False,False,37,--,The Great Mermaid,LE SSERAFIM,FEARLESS,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,19,4,15,2
2022-09-16,44,-8,36,False,False,36,-0.4,UNNATURAL,WJSN,UNNATURAL,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,18,8,1,30,4
2022-09-16,45,RE,--,False,False,35,--,Sour Grapes,LE SSERAFIM,FEARLESS,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,17,6,14,2
2022-09-16,46,-8,38,False,False,35,-0.34,Heart Attack (츄),Loona,Chuu,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,16,9,10,27,1
2022-09-16,47,RE,--,False,False,34,--,HUMAN,dodie,Human,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,5,25,1
2022-09-16,48,RE,--,False,False,33,--,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From the Vault),Taylor Swift,Red (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,15,2,29,3
2022-09-16,49,RE,--,False,False,33,--,BAMBOLEO,Red Velvet,‘The ReVe Festival 2022 - Feel My Rhythm’,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,7,23,17,1
2022-09-16,50,RE,--,False,False,33,--,FEARLESS,LE SSERAFIM,FEARLESS,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,15,1,19,3
2022-09-16,51,RE,--,False,False,33,--,august,Taylor Swift,folklore,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,23,1,19,1
2022-09-16,52,RE,--,False,False,31,--,West Coast,Lana Del Rey,Ultraviolence (Deluxe),4,1,4,20,3,8,200000,3000,400000,0.33,0.0,0.66,603000,31,0,0,2,5,1
2022-09-16,53,=,53,False,False,30,-0.29,Cruel Summer,Taylor Swift,Lover,2,1,2,10,3,4,100000,3000,200000,0.33,0.01,0.66,303000,17,13,0,1,22,1
2022-09-16,54,RE,--,False,False,30,--,ELEVEN,IVE,ELEVEN,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,12,1,17,1
2022-09-16,55,+2,57,False,False,30,-0.23,NAVILLERA,GFRIEND,GFriend The 1st Album 'LOL',2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,0,8,21,1
