Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2026-02-20,1,=,1,False,True,382,-0.28,Mr. Brightside,The Killers,Hot Fuss,18,10,5,90,30,10,27182925,2640,59298750,0.71,0.04,0.25,121506,130,158,92,1,13,8
2026-02-20,2,=,2,False,True,250,-0.24,Opalite,Taylor Swift,The Life of a Showgirl,11,7,3,55,21,6,16675312,1855,35714790,0.71,0.05,0.24,77616,82,98,68,2,21,6
2026-02-20,3,=,3,False,False,230,-0.22,Smile Like You Mean It,The Killers,Hot Fuss,13,9,5,65,27,10,17605087,2131,53199450,0.64,0.05,0.31,89208,102,88,38,2,6,2
2026-02-20,4,2,6,False,False,207,-0.16,Father Figure,Taylor Swift,The Life of a Showgirl,5,5,1,25,15,2,7262062,1270,11407950,0.73,0.08,0.18,38962,42,74,89,1,21,6
2026-02-20,5,NEW,--,True,False,200,--,Reality in Motion,Tame Impala,Currents,25,23,3,125,69,6,38836875,6248,36595800,0.8,0.08,0.12,193137,200,0,0,5,1,1
2026-02-20,6,12,18,False,False,197,0.24,Stateside,PinkPantheress,Fancy That,14,12,3,70,36,6,21991200,3296,37002420,0.73,0.07,0.2,111041,112,47,37,3,14,1
2026-02-20,7,NEW,--,True,False,190,--,Eventually,Tame Impala,Currents,24,20,5,120,60,10,35065800,5110,57378600,0.74,0.07,0.19,174587,190,0,0,7,1,1
2026-02-20,8,-1,7,False,False,178,-0.21,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,5,5,1,25,15,2,6727875,1176,10572120,0.73,0.08,0.18,36113,42,67,67,3,21,3
2026-02-20,9,-5,4,False,False,173,-0.37,My Own Worst Enemy,Lit,A Place in the Sun,6,6,1,30,18,2,7813575,1366,10233270,0.76,0.09,0.16,41314,50,82,39,2,9,1
2026-02-20,10,1,11,False,False,150,-0.23,Wood,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,4495837,786,11769390,0.65,0.07,0.27,25578,26,58,64,5,21,2
2026-02-20,11,34,45,True,False,135,0.65,Crush,David Archuleta,David Archuleta,16,8,3,80,24,6,23053800,2016,33952770,0.77,0.04,0.18,94878,110,24,0,11,2,1
2026-02-20,12,=,12,False,False,135,-0.25,Manchild,Sabrina Carpenter,Manchild,5,5,1,25,15,2,7132125,1247,11204640,0.73,0.08,0.18,38269,42,53,38,3,25,2
2026-02-20,13,-5,8,False,False,129,-0.38,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,4,4,1,20,12,2,6040650,1056,11859750,0.7,0.08,0.22,33138,34,62,31,5,9,1
2026-02-20,14,-9,5,False,False,125,-0.5,She's So Mean,Matchbox Twenty,North (Deluxe Edition),7,3,3,35,9,6,10651987,798,35850330,0.63,0.03,0.34,48230,50,74,0,1,75,1
2026-02-20,15,2,17,False,False,124,-0.23,Down,blink-182,blink-182,5,5,1,25,15,2,7334250,1282,11520900,0.73,0.08,0.18,39347,42,48,32,1,50,7
2026-02-20,16,-6,10,False,False,123,-0.38,Chemicals Collide,Boys Like Girls,Love Drunk,4,4,1,20,12,2,5486250,959,10775430,0.7,0.08,0.22,30114,34,59,29,9,9,1
2026-02-20,17,-8,9,False,False,123,-0.4,Hot & Sexy,Zara Larsson,Midnight Sun,3,3,1,15,9,2,4625775,808,12108240,0.65,0.07,0.27,26313,26,61,34,6,8,1
2026-02-20,18,17,35,False,False,116,-0.04,Fame Is a Gun,Addison Rae,Addison,5,5,1,25,15,2,7565250,1323,11882340,0.73,0.08,0.18,40579,42,36,37,1,23,1
2026-02-20,19,8,27,False,False,115,-0.14,Somebody Told Me,The Killers,Hot Fuss,6,6,1,30,18,2,7865550,1375,10301040,0.76,0.09,0.16,41587,50,40,23,11,6,1
2026-02-20,20,-5,15,False,False,114,-0.33,American Idiot,Green Day,American Idiot,2,2,1,10,6,2,2627625,459,10323630,0.58,0.06,0.36,16030,18,50,44,1,64,1
2026-02-20,21,3,24,False,False,113,-0.21,Always,blink-182,blink-182,5,5,1,25,15,2,6496875,1136,10210680,0.73,0.08,0.18,34881,42,42,27,3,53,1
2026-02-20,22,-8,14,False,False,109,-0.37,She Looks So Perfect,5 Seconds of Summer,5 Seconds of Summer,8,3,4,40,9,8,10764600,706,42288480,0.6,0.03,0.37,49245,57,51,0,11,6,1
2026-02-20,23,-2,21,False,False,109,-0.25,Sports car,Tate McRae,So Close to What,5,5,1,25,15,2,6727875,1176,10572120,0.73,0.08,0.18,36113,42,43,23,1,50,4
2026-02-20,24,-4,20,False,False,107,-0.27,21 Guns,Green Day,21st Century Breakdown,7,3,3,35,9,6,11015812,825,37070190,0.63,0.03,0.34,49868,50,44,11,4,59,1
2026-02-20,25,-9,16,False,False,101,-0.38,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,3,3,1,15,9,2,4452525,778,11656440,0.65,0.07,0.27,25333,26,49,24,3,24,3
2026-02-20,26,=,26,False,False,99,-0.27,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,3,3,1,15,9,2,4227300,739,11069100,0.65,0.07,0.27,24059,26,40,31,5,10,1
2026-02-20,27,6,33,False,False,94,-0.24,On Top,The Killers,Hot Fuss,4,4,1,20,12,2,5289900,925,10391400,0.7,0.08,0.22,29042,34,36,22,20,6,1
2026-02-20,28,3,31,False,False,92,-0.27,Jenny Was a Friend of Mine,The Killers,Hot Fuss,4,4,1,20,12,2,5798100,1014,11385360,0.7,0.08,0.22,31815,34,37,19,22,6,1
2026-02-20,29,5,34,False,True,84,-0.31,Midnight Show,The Killers,Hot Fuss,3,3,1,15,9,2,4054049,709,10617300,0.65,0.07,0.27,23079,26,36,20,29,6,2
2026-02-20,30,-2,28,False,False,84,-0.37,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,2,2,1,10,6,2,2823975,493,11091690,0.58,0.06,0.36,17220,18,39,25,9,8,1
2026-02-20,31,8,39,False,False,83,-0.23,Honey,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,4400550,769,11520900,0.65,0.07,0.27,25039,26,32,23,23,16,1
2026-02-20,32,NEW,--,True,False,82,--,'Cause I'm a Man,Tame Impala,Currents,10,10,1,50,30,2,13398000,2343,10526940,0.81,0.09,0.1,68649,82,0,0,32,1,1
2026-02-20,33,13,46,False,False,82,0.01,Elizabeth Taylor,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,4045387,707,10594710,0.65,0.07,0.27,23030,26,24,30,13,12,1
2026-02-20,34,-9,25,False,False,81,-0.43,bad enough,Madison Beer,locket,1,1,1,5,3,2,1423537,248,11182050,0.42,0.05,0.53,10416,10,42,27,6,5,1
2026-02-20,35,-5,30,False,False,78,-0.39,Heart Heart Heartbreak,Boys Like Girls,Love Drunk,2,2,1,10,6,2,2841300,496,11159460,0.58,0.06,0.36,17325,18,38,20,10,9,2
2026-02-20,36,4,40,False,False,76,-0.28,Believe Me Natalie,The Killers,Hot Fuss,3,3,1,15,9,2,4036725,706,10572120,0.65,0.07,0.27,22981,26,31,17,33,6,1
2026-02-20,37,NEW,--,True,False,74,--,Where we are now,After,After EP 2,9,9,1,45,27,2,13981275,2444,12198600,0.8,0.09,0.11,71953,74,0,0,37,1,1
2026-02-20,38,NEW,--,True,False,74,--,The Field,After,After EP 2,9,9,1,45,27,2,13565475,2372,11837160,0.8,0.09,0.11,69825,74,0,0,38,1,1
2026-02-20,39,NEW,--,True,False,74,--,Outbound,After,After EP 2,9,9,1,45,27,2,13539487,2367,11814570,0.8,0.09,0.11,69692,74,0,0,39,1,1
2026-02-20,40,NEW,--,True,False,74,--,Obvious,After,After EP,9,9,1,45,27,2,11876287,2077,10368810,0.8,0.09,0.11,61179,74,0,0,40,1,1
2026-02-20,41,NEW,--,True,False,74,--,Nothingmore,After,After EP,9,9,1,45,27,2,13981275,2444,12198600,0.8,0.09,0.11,71953,74,0,0,41,1,1
2026-02-20,42,NEW,--,True,False,74,--,Lichen,After,After EP,9,9,1,45,27,2,12603937,2204,11001330,0.8,0.09,0.11,64904,74,0,0,42,1,1
2026-02-20,43,NEW,--,True,False,74,--,Ever,After,After EP,9,9,1,45,27,2,13903312,2431,12130830,0.8,0.09,0.11,71554,74,0,0,43,1,1
2026-02-20,44,NEW,--,True,False,74,--,Deep Diving,After,After EP 2,9,9,1,45,27,2,13201650,2308,11520900,0.8,0.09,0.11,67963,74,0,0,44,1,1
2026-02-20,45,NEW,--,True,False,74,--,Close your eyes,After,After EP 2,9,9,1,45,27,2,12136162,2122,10594710,0.8,0.09,0.11,62510,74,0,0,45,1,1
2026-02-20,46,NEW,--,True,False,74,--,Baroque,After,After EP 2,9,9,1,45,27,2,11798325,2063,10301040,0.8,0.09,0.11,60781,74,0,0,46,1,1
2026-02-20,47,NEW,--,True,False,74,--,300 dreams,After,After EP,9,9,1,45,27,2,13981275,2444,12198600,0.8,0.09,0.11,71953,74,0,0,47,1,1
2026-02-20,48,-19,29,False,False,74,-0.43,yes baby,Madison Beer,yes baby,1,1,1,5,3,2,1308037,228,10278450,0.42,0.05,0.53,9576,10,38,24,8,11,2
2026-02-20,49,-6,43,False,False,72,-0.17,All These Things That I've Done,The Killers,Hot Fuss,3,3,1,15,9,2,4253287,743,11136870,0.65,0.07,0.27,24206,26,26,18,30,6,1
2026-02-20,50,5,55,False,False,68,0.08,2 hands,Tate McRae,So Close to What,4,4,1,20,12,2,5416950,947,10639890,0.7,0.08,0.22,29736,34,18,15,1,49,2
2026-02-20,51,-7,44,False,False,68,-0.18,Change Your Mind,The Killers,Hot Fuss,3,3,1,15,9,2,4513162,789,11814570,0.65,0.07,0.27,25676,26,24,16,34,6,1
2026-02-20,52,11,63,False,False,66,0.2,healthy habit,Madison Beer,locket,4,4,1,20,12,2,5463150,955,10730250,0.7,0.08,0.22,29988,34,16,14,38,5,1
2026-02-20,53,-6,47,False,False,66,-0.15,Glamorous Indie Rock & Roll,The Killers,Hot Fuss,3,3,1,15,9,2,4054049,709,10617300,0.65,0.07,0.27,23079,26,23,15,36,6,1
2026-02-20,54,-6,48,False,False,66,-0.15,Everything Will Be Alright,The Killers,Hot Fuss,3,3,1,15,9,2,4721062,825,12356730,0.65,0.07,0.27,26852,26,23,15,37,6,1
2026-02-20,55,-6,49,False,False,66,-0.14,Andy You're a Star,The Killers,Hot Fuss,3,3,1,15,9,2,4235962,740,11091690,0.65,0.07,0.27,24108,26,23,15,38,6,1
2026-02-20,56,-14,42,False,False,65,-0.36,Feeling This,blink-182,blink-182,2,2,1,10,6,2,2616075,457,10278450,0.58,0.06,0.36,15960,18,30,15,1,36,1
2026-02-20,57,-44,13,False,False,64,-0.64,What is Love?,TWICE,What is Love?,1,1,1,5,3,2,1544812,270,12130830,0.42,0.05,0.53,11298,10,53,0,13,7,1
2026-02-20,58,-1,57,False,False,60,0.03,for the night,Madison Beer,locket,3,3,1,15,9,2,4114687,719,10775430,0.65,0.07,0.27,23422,26,17,15,32,5,1
2026-02-20,59,RE,--,False,False,58,--,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,4,3,40,12,6,11088000,969,32665140,0.66,0.04,0.31,50715,58,0,0,16,14,1
2026-02-20,60,NEW,--,True,False,58,--,Disciples,Tame Impala,Currents,7,7,1,35,21,2,11015812,1926,12356730,0.77,0.09,0.14,57540,58,0,0,60,1,1
2026-02-20,61,=,61,False,False,58,0.05,you're still everything,Madison Beer,locket,3,3,1,15,9,2,4617112,807,12085650,0.65,0.07,0.27,26264,26,16,14,36,5,1
2026-02-20,62,-21,41,False,False,57,-0.45,Iris,Goo Goo Dolls,Dizzy Up the Girl,3,3,1,15,9,2,4391887,768,11498310,0.65,0.07,0.27,24990,26,30,0,2,37,1
2026-02-20,63,-11,52,False,False,54,-0.24,Blue Valentine,NMIXX,Blue Valentine,4,2,3,20,6,6,5243700,458,30903120,0.5,0.03,0.47,28791,32,21,0,1,16,6
2026-02-20,64,-10,54,False,False,53,-0.22,Actually Romantic,Taylor Swift,The Life of a Showgirl,2,2,1,10,6,2,3049200,533,11972700,0.58,0.06,0.36,18585,18,20,13,2,18,1
2026-02-20,65,-42,23,False,False,53,-0.63,Body Better,Maisie Peters,Body Better,1,1,1,5,3,2,1400437,244,11001330,0.42,0.05,0.53,10248,10,42,0,3,23,1
2026-02-20,66,NEW,--,True,False,50,--,The Less I Know the Better,Tame Impala,Currents,6,6,1,30,18,2,9078300,1587,11882340,0.76,0.09,0.16,47957,50,0,0,66,1,1
2026-02-20,67,NEW,--,True,False,50,--,New Person Same Old Mistakes,Tame Impala,Currents,6,6,1,30,18,2,8939700,1563,11701620,0.76,0.09,0.16,47229,50,0,0,67,1,1
2026-02-20,68,NEW,--,True,False,50,--,Love/Paranoia,Tame Impala,Currents,6,6,1,30,18,2,8506575,1487,11136870,0.76,0.09,0.16,44954,50,0,0,68,1,1
2026-02-20,69,RE,--,False,False,50,--,21,Gracie Abrams,minor,7,3,3,35,9,6,10166887,762,34223850,0.63,0.03,0.34,46046,50,0,0,26,17,1
2026-02-20,70,RE,--,True,False,48,--,The Reason,Hoobastank,Best Of,6,4,3,30,12,6,9390150,1094,36866880,0.59,0.04,0.37,49595,48,0,0,70,3,1
2026-02-20,71,-20,51,False,False,45,-0.38,locket theme,Madison Beer,locket,1,1,1,5,3,2,1533262,268,12040470,0.42,0.05,0.53,11214,10,21,13,47,5,1
2026-02-20,72,NEW,--,True,False,42,--,Yes I'm Changing,Tame Impala,Currents,5,5,1,25,15,2,7161000,1252,11249820,0.73,0.08,0.18,38423,42,0,0,72,1,1
2026-02-20,73,NEW,--,True,False,42,--,The Moment,Tame Impala,Currents,5,5,1,25,15,2,7882875,1378,12379320,0.73,0.08,0.18,42273,42,0,0,73,1,1
2026-02-20,74,NEW,--,True,False,42,--,Past Life,Tame Impala,Currents,5,5,1,25,15,2,7059937,1234,11091690,0.73,0.08,0.18,37884,42,0,0,74,1,1
2026-02-20,75,NEW,--,True,False,42,--,Ocean Avenue,Yellowcard,Ocean Avenue,6,2,3,30,6,6,8974350,523,35240400,0.6,0.02,0.38,40117,42,0,0,75,1,1
2026-02-20,76,NEW,--,True,False,42,--,Nangs,Tame Impala,Currents,5,5,1,25,15,2,7724062,1350,12130830,0.73,0.08,0.18,41426,42,0,0,76,1,1
2026-02-20,77,NEW,--,True,False,42,--,Let It Happen,Tame Impala,Currents,5,5,1,25,15,2,7161000,1252,11249820,0.73,0.08,0.18,38423,42,0,0,77,1,1
2026-02-20,78,NEW,--,True,False,42,--,Gossip,Tame Impala,Currents,5,5,1,25,15,2,6670124,1166,10481760,0.73,0.08,0.18,35805,42,0,0,78,1,1
2026-02-20,79,RE,--,False,False,42,--,Getaway Car,Taylor Swift,reputation,5,5,1,25,15,2,6915562,1209,10865790,0.73,0.08,0.18,37114,42,0,0,6,22,1
2026-02-20,80,-4,76,False,False,40,-0.02,I Miss You,blink-182,blink-182,2,2,1,10,6,2,2904825,508,11407950,0.58,0.06,0.36,17710,18,12,8,3,44,2
2026-02-20,81,-3,78,False,False,38,-0.05,Obvious,blink-182,blink-182,2,2,1,10,6,2,3141600,549,12334140,0.58,0.06,0.36,19145,18,12,8,5,27,2
2026-02-20,82,-26,56,False,False,38,-0.36,Love Drunk,Boys Like Girls,Love Drunk,1,1,1,5,3,2,1495725,261,11746800,0.42,0.05,0.53,10941,10,17,9,5,22,1
2026-02-20,83,5,88,False,False,37,0.03,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,3,3,1,15,9,2,4028062,704,10549530,0.65,0.07,0.27,22932,26,10,0,3,47,2
2026-02-20,84,-26,58,False,False,37,-0.35,Contagious,Boys Like Girls,Love Drunk,1,1,1,5,3,2,1478400,258,11611260,0.42,0.05,0.53,10815,10,17,8,46,8,1
2026-02-20,85,-26,59,False,False,36,-0.35,The Shot Heard 'Round The World,Boys Like Girls,Love Drunk,1,1,1,5,3,2,1570800,274,12334140,0.42,0.05,0.53,11487,10,16,8,59,8,1
2026-02-20,86,-26,60,False,False,36,-0.35,The First One,Boys Like Girls,Love Drunk,1,1,1,5,3,2,1530375,267,12017880,0.42,0.05,0.53,11193,10,16,8,60,8,1
