Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2020-07-31,Chewing Gum,Chewing Gum,NCT DREAM,1,1,1
2020-07-31,The Man,Lover,Taylor Swift,2,1,2
2020-07-31,London Boy,Lover,Taylor Swift,2,1,2
2020-07-31,Highway to Heaven - English Version,Highway to Heaven (English Version),NCT 127,2,2,1
2020-07-31,Right There,Yours Truly,Ariana Grande,2,2,1
2020-07-31,Very Very Very,miss me?,I.O.I,2,1,2
2020-07-31,Castle on the Hill,÷ (Deluxe),Ed Sheeran,2,1,2
2020-07-31,Stylish,[+ +],Loona,2,1,2
2020-07-31,Best Song Ever,Midnight Memories (Deluxe),One Direction,2,1,2
2020-07-31,Oh My!,SEVENTEEN 5TH MINI ALBUM 'YOU MAKE MY DAY',Seventeen,2,2,1
2020-07-31,Uma Thurman,American Beauty/American Psycho,Fall Out Boy,2,2,1
2020-07-31,dal segno,beauty&thebeat,LOONA/yyxy,2,2,1
2020-07-31,Dear Future Husband,Title (Deluxe),Meghan Trainor,2,2,1
2020-07-31,NONSTOP,NONSTOP,OH MY GIRL,2,2,1
2020-07-31,Rookie,Rookie - The 4th Mini Album,Red Velvet,2,2,1
2020-07-31,Feels (feat. Pharrell Williams Katy Perry & Big Sean),Funk Wav Bounces Vol.1,Calvin Harris,2,2,1
2020-07-31,Bad Liar,Bad Liar,Selena Gomez,2,2,1
2020-07-31,BUNGEE (Fall In Love),OH MY GIRL SUMMER PACKAGE [FALL IN LOVE],OH MY GIRL,2,2,1
2020-07-31,Locked Away (feat. Adam Levine),Locked Away (feat. Adam Levine),Rock City,2,2,1
2020-07-31,Fever,GFRIEND The 7th Mini Album `FEVER SEASON`,GFRIEND,2,2,1
2020-07-31,365,365,Zedd,2,2,1
2020-07-31,Love Myself,HAIZ,Hailee Steinfeld,2,1,2
2020-07-31,Your Gravity,The Moment of Illusion,UP10TION,2,2,1
2020-07-31,Black Magic,Get Weird (Deluxe),Little Mix,2,2,1
2020-07-31,Summertime Sadness,Born to Die,Lana Del Rey,2,2,1
2020-07-31,Hey Soul Sister,Save Me San Francisco (Golden Gate Edition),Train,2,2,1
2020-07-31,District 9,I am NOT,Stray Kids,2,2,1
2020-07-31,Liar Liar (Korean Version),WINDY DAY,OH MY GIRL,2,2,1
2020-07-31,Cruel Summer,Lover,Taylor Swift,2,1,2
2020-07-31,Hallucinate,Future Nostalgia,Dua Lipa,2,2,1
2020-07-31,Look,Eyes on You,GOT7,2,2,1
2020-07-31,Holy Ground,Red (Deluxe Edition),Taylor Swift,2,2,1
2020-07-31,Physical,Future Nostalgia,Dua Lipa,2,1,2
2020-07-31,Punch,NCT #127 Neo Zone The Final Round – The 2nd Album Repackage,NCT 127,2,2,1
2020-07-31,세계가 불타버린 밤 우린... (Can't You See Me?),THE DREAM CHAPTER : ETERNITY,TXT,1,1,1
2020-07-31,Highway To Heaven,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,1,1,1
