Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-05-15,1,'=,1,False,True,333,-0.01,Sue me,Audrey Hobert,Who's the Clown?,21,19,3,105,57,6,56710500,9174,33410610,0.83,0.09,0.08,276640,168,100,65,335,325,1,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,2,'=,2,False,True,297,-0.03,Thirst Trap,Audrey Hobert,Who's the Clown?,18,18,1,90,54,2,50025937,8749,11227230,0.87,0.1,0.03,247506,146,91,60,306,302,2,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,3,'+69,72,True,False,294,3.45,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,36,22,5,180,66,10,59367000,6748,58282200,0.81,0.06,0.13,256949,256,19,19,66,95,3,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-05-15,4,'+1,5,True,False,292,0.08,The Burn,Matchbox Twenty,Mad Season,23,14,3,115,42,6,57181162,5366,54780750,0.82,0.05,0.13,231336,163,81,48,271,243,4,28,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2026-05-15,5,'-2,3,False,False,285,-0.02,Drive,Audrey Hobert,Who's the Clown?,17,17,1,85,51,2,44276925,7745,10233270,0.87,0.1,0.03,219282,138,87,60,291,300,3,6,2,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,6,'-2,4,False,False,269,-0.07,Silver Jubilee,Audrey Hobert,Who's the Clown?,15,15,1,75,45,2,48879600,8547,11995290,0.87,0.1,0.03,242060,122,86,61,288,306,3,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,7,'=,7,False,True,264,-0.0,Shooting star,Audrey Hobert,Who's the Clown?,16,16,1,80,48,2,47173087,8249,11950110,0.87,0.1,0.03,233730,130,79,55,265,275,7,6,2,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,8,'+8,16,True,False,258,0.13,BEAT UP CHANEL$,Slayyyter,WOR$T GIRL IN AMERICA,18,16,3,90,48,6,46009425,6748,34969320,0.82,0.08,0.1,217140,144,68,46,229,234,8,8,1,https://lastfm.freetls.fastly.net/i/u/770x0/d60a52a2d3e8eec7d9df29dc18d16ec2.jpg
2026-05-15,9,'-3,6,False,False,253,-0.05,Outbound,After,After EP 2,14,14,1,70,42,2,45131625,7629,11814570,0.87,0.09,0.04,220080,114,80,59,267,295,1,13,7,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-05-15,10,'-1,9,False,False,251,-0.05,Ocean Avenue,Yellowcard,Ocean Avenue,12,12,1,60,36,2,47863200,6800,11746800,0.88,0.08,0.03,215173,98,79,74,264,373,1,10,3,https://lastfm.freetls.fastly.net/i/u/300x300/2770e3f5cad964e46dbe9e2c3d84be42.png
2026-05-15,11,'-1,10,False,False,248,-0.03,Rodrick Rules,Malcolm Todd,Sweet Boy,15,15,1,75,45,2,46084500,8058,12063060,0.87,0.1,0.04,228445,122,76,50,256,250,10,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-05-15,12,'+11,23,True,False,246,0.46,OLD TECHNOLOGY,Slayyyter,WOR$T GIRL IN AMERICA,19,15,5,95,45,10,39847500,5576,52182899,0.77,0.07,0.16,191219,150,50,46,169,230,12,6,1,https://lastfm.freetls.fastly.net/i/u/770x0/d60a52a2d3e8eec7d9df29dc18d16ec2.jpg
2026-05-15,13,'+1,14,True,False,246,0.04,I Like To Touch People,Audrey Hobert,Who's the Clown?,16,16,1,80,48,2,45971887,6577,10188090,0.87,0.1,0.04,186676,130,71,45,237,226,13,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-05-15,14,'-3,11,False,False,245,-0.02,Ladygirl,Malcolm Todd,Sweet Boy,15,15,1,75,45,2,43335600,7578,12153420,0.86,0.1,0.04,215061,122,75,48,251,243,11,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
