Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-04-17,23,'+4,27,True,False,172,-0.03,Beware.. The South London Lover Boy.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,11,11,1,55,33,2,28759500,5029,11295000,0.85,0.1,0.05,143787,90,53,29,177,145,23,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-17,24,'+11,35,True,False,171,0.01,Prison Song,System of a Down,Toxicity,11,11,1,55,33,2,28875000,4797,11340180,0.86,0.09,0.05,140840,90,50,31,169,158,24,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/faa79372c53139010902e67938ccf78e.jpg
2026-04-17,25,'+4,29,False,False,170,-0.03,You'll Always Find Your Way Back Home,Hannah Montana,Disney 2000s Vol. 1,10,10,1,50,30,2,26622749,4656,10459170,0.85,0.1,0.05,133168,82,52,36,176,180,19,4,1,
2026-04-17,26,'+6,32,True,False,168,-0.02,The WhatsApp Shakespeare.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,11,11,1,55,33,2,30145500,5271,11837160,0.85,0.1,0.05,150675,90,51,27,171,138,26,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-17,27,RE,--,False,False,165,--,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,21,13,5,105,39,10,29539125,3288,52747650,0.74,0.05,0.21,134316,154,0,11,0,59,3,55,2,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,28,'+5,33,True,False,165,-0.03,On My Shoulder,Malcolm Todd,Sweet Boy,14,14,1,70,42,2,26449500,4626,10391400,0.85,0.1,0.05,132307,114,51,0,170,0,28,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-17,29,'+5,34,True,False,165,-0.03,4Me 4Me,Malcolm Todd,Sweet Boy,14,14,1,70,42,2,29279250,5120,11498310,0.85,0.1,0.05,146370,114,51,0,170,0,29,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-17,30,'=,30,False,False,161,-0.07,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,10,10,1,50,30,2,26827762,4692,11091690,0.85,0.1,0.06,134316,82,51,28,173,140,9,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
2026-04-17,31,'+5,36,False,False,159,-0.06,Turn It Off,Paramore,brand new eyes,9,9,1,45,27,2,25456200,4452,10526940,0.85,0.1,0.06,127491,74,50,35,169,176,22,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png
2026-04-17,32,'-10,22,False,False,158,-0.13,Go Away,Weezer,Everything Will Be Alright in the End,8,8,1,40,24,2,26403300,4617,11520900,0.85,0.1,0.06,132349,66,54,38,182,193,9,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/f9a1b19e001fe2adb697f55df60aacdd.png
2026-04-17,33,'-12,21,False,False,158,-0.18,She's So Mean,Matchbox Twenty,North (Deluxe Edition),7,7,1,35,21,2,27390825,4523,11950110,0.85,0.09,0.06,133560,58,57,43,193,218,1,92,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2026-04-17,34,'-11,23,False,False,157,-0.12,Stateside,PinkPantheress,Fancy That,8,8,1,40,24,2,28274400,4944,12334140,0.85,0.1,0.06,141673,66,53,38,179,190,3,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c3b94a8c2de9fc832fca701f48a85f4.jpg
2026-04-17,35,'-11,24,False,False,156,-0.13,Chemicals Collide,Boys Like Girls,Love Drunk,8,8,1,40,24,2,24688125,4318,10775430,0.85,0.1,0.06,123802,66,53,37,179,186,9,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-17,36,'+17,53,False,False,154,0.39,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,25525500,4463,11791980,0.84,0.09,0.06,128135,90,33,31,111,157,15,31,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,37,'-9,28,False,False,154,-0.13,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,8,8,1,40,24,2,27182925,4753,11859750,0.85,0.1,0.06,136234,66,53,35,177,178,5,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-17,38,'+11,49,True,False,153,0.18,I'M ACTUALLY KINDA FAMOUS,Slayyyter,WOR$T GIRL IN AMERICA,14,14,1,70,42,2,23700600,4145,10346220,0.85,0.1,0.06,118880,114,39,0,130,0,38,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-17,39,'-8,31,False,False,152,-0.12,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,8,8,1,40,24,2,25363800,4436,11069100,0.85,0.1,0.06,127169,66,51,35,172,176,5,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-04-17,40,'+12,52,False,False,151,0.34,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,10,10,1,50,30,2,22383900,3685,10346220,0.85,0.09,0.06,109241,82,33,36,113,182,1,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,41,'+2,43,False,True,150,0.03,POSSESSION,Melanie Martinez,HADES,10,10,1,50,30,2,27078975,4735,11814570,0.85,0.1,0.06,135716,82,43,25,146,129,41,4,2,https://lastfm.freetls.fastly.net/i/u/300x300/221c6232bd06fee890484411d675adc7.png
2026-04-17,42,'=,42,False,False,148,-0.01,Close your eyes,After,After EP 2,10,10,1,50,30,2,22923862,4009,10594710,0.84,0.09,0.06,115150,82,45,21,150,109,7,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-17,43,'+1,44,True,False,145,0.01,Click Clack Symphony. (feat. Hans Zimmer),RAYE,THIS MUSIC MAY CONTAIN HOPE.,10,10,1,50,30,2,23316562,3598,21550860,0.8,0.08,0.12,113764,82,43,20,144,102,43,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-17,44,'+10,54,False,False,142,0.54,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,22129800,3870,10865790,0.84,0.09,0.07,111342,90,27,25,92,129,7,50,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,45,'+35,80,True,False,141,1.14,CANNIBALISM!,Slayyyter,WOR$T GIRL IN AMERICA,15,15,1,75,45,2,23562000,4121,10888380,0.84,0.09,0.06,118335,122,19,0,66,0,45,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-17,46,'-5,41,False,False,141,-0.07,Where we are now,After,After EP 2,9,9,1,45,27,2,24855600,4346,12198600,0.84,0.09,0.07,124971,74,45,22,151,110,6,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-17,47,'+36,83,False,False,136,1.12,Smile Like You Mean It,The Killers,Hot Fuss,13,13,1,65,39,2,20313562,3316,10639890,0.84,0.09,0.07,99120,106,19,11,64,55,2,14,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-17,48,'-8,40,False,False,136,-0.11,Aliens Exist,blink-182,Enema of the State,8,8,1,40,24,2,22360800,3422,10978740,0.85,0.08,0.07,105679,66,45,25,152,129,2,53,3,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-04-17,49,'-12,37,False,False,135,-0.13,Deep Diving,After,After EP 2,8,8,1,40,24,2,22002750,3848,11520900,0.84,0.09,0.07,110887,66,46,23,155,119,3,9,2,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-17,50,'-12,38,False,False,134,-0.12,The Field,After,After EP 2,8,8,1,40,24,2,22609125,3953,11837160,0.84,0.09,0.07,113925,66,45,23,153,115,5,9,3,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-17,51,'+28,79,True,False,133,1.02,OLD TECHNOLOGY,Slayyyter,WOR$T GIRL IN AMERICA,14,14,1,70,42,2,21252000,3717,10436580,0.84,0.09,0.07,106953,114,19,0,66,0,51,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-17,52,'-13,39,False,False,133,-0.13,Baroque,After,After EP 2,8,8,1,40,24,2,19663875,3439,10301040,0.84,0.09,0.07,99169,66,45,22,153,114,3,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-17,53,'+45,98,False,False,132,1.28,Somebody Told Me,The Killers,Hot Fuss,13,13,1,65,39,2,18352950,3210,10301040,0.83,0.09,0.07,92771,106,17,9,58,45,10,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-17,54,'+30,84,False,False,130,1.13,The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,18716775,3273,10504350,0.83,0.09,0.07,94598,90,18,22,61,112,20,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,55,RE,--,False,False,119,--,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,14,12,3,70,36,6,20778450,3114,34969320,0.73,0.07,0.2,104951,112,0,7,0,38,38,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,56,'-5,51,False,False,108,-0.05,Joy. (feat. Amma & Absolutely),RAYE,THIS MUSIC MAY CONTAIN HOPE.,9,9,1,45,27,2,19144125,3348,11566080,0.83,0.09,0.08,96957,74,34,0,114,0,51,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-17,57,RE,--,False,False,99,--,My Boy Only Breaks His Favorite Toys,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,18364500,3211,12017880,0.82,0.09,0.09,93275,90,0,9,0,45,2,49,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,58,RE,--,False,False,99,--,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,15246000,2666,10888380,0.82,0.09,0.09,77763,90,0,9,0,48,15,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,59,'-13,46,False,False,99,-0.27,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,13455750,2353,10572120,0.81,0.09,0.1,68943,26,40,33,135,168,3,29,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-17,60,'-13,47,False,False,97,-0.27,Opalite,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,15159375,2651,11904930,0.81,0.09,0.1,77616,26,39,32,132,162,2,29,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-17,61,'-11,50,False,False,93,-0.26,Father Figure,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,14524125,2540,11407950,0.81,0.09,0.1,74382,26,37,30,126,153,1,29,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-17,62,RE,--,False,False,92,--,Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,10,10,1,50,30,2,14177625,2479,11136870,0.81,0.09,0.1,72618,82,0,10,0,51,6,33,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,63,RE,--,False,False,90,--,Jenny Was a Friend of Mine,The Killers,Hot Fuss,11,11,1,55,33,2,15944775,2788,11385360,0.82,0.09,0.09,81305,90,0,0,0,0,22,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-17,64,RE,--,False,False,90,--,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,15690675,2744,11204640,0.82,0.09,0.09,80017,90,0,0,0,0,10,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,65,RE,--,False,False,90,--,Fresh Out the Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,17215275,3010,12288960,0.82,0.09,0.09,87745,90,0,0,0,0,1,51,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,66,RE,--,False,False,90,--,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,14388412,2516,10278450,0.82,0.09,0.09,73416,90,0,0,0,0,9,29,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,67,'-22,45,False,False,88,-0.39,Honey,Taylor Swift,The Life of a Showgirl,1,1,1,5,3,2,14668500,1795,23041800,0.75,0.06,0.19,67963,10,43,35,144,178,10,25,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-17,68,'-20,48,False,False,87,-0.34,Troublemaker,Weezer,Weezer (Red Album),0,0,0,0,0,0,12525975,2190,0,0.9,0.1,0.0,61110,0,39,48,132,243,3,26,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-04-17,69,RE,--,False,False,82,--,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,10,10,1,50,30,2,13138125,2298,10323630,0.81,0.09,0.1,67326,82,0,0,0,0,28,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,70,RE,--,False,False,74,--,So Long London,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,9,9,1,45,27,2,11720362,2050,10233270,0.8,0.09,0.11,60382,74,0,0,0,0,30,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,71,'-9,62,False,False,68,-0.13,Obvious,After,After EP,3,3,1,15,9,2,9237112,1615,10368810,0.77,0.09,0.14,48299,26,23,19,78,97,9,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-04-17,72,'-9,63,False,False,68,-0.13,Nothingmore,After,After EP,3,3,1,15,9,2,10874325,1901,12198600,0.77,0.09,0.14,56805,26,23,19,78,97,10,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-04-17,73,'-9,64,False,False,68,-0.13,Lichen,After,After EP,3,3,1,15,9,2,9803062,1714,11001330,0.77,0.09,0.14,51240,26,23,19,78,97,8,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-04-17,74,'-9,65,False,False,68,-0.13,Ever,After,After EP,3,3,1,15,9,2,10813687,1891,12130830,0.77,0.09,0.14,56490,26,23,19,78,97,6,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-04-17,75,'-9,66,False,False,68,-0.13,300 dreams,After,After EP,3,3,1,15,9,2,10874325,1901,12198600,0.77,0.09,0.14,56805,26,23,19,78,97,7,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-04-17,76,'-21,55,False,False,68,-0.24,Wood,Taylor Swift,The Life of a Showgirl,2,2,1,10,6,2,8991675,1572,11769390,0.76,0.09,0.16,47502,18,26,24,89,121,5,29,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-17,77,'-17,60,False,False,67,-0.15,get him back!,Olivia Rodrigo,GUTS,3,3,1,15,9,2,10086037,1512,11317590,0.78,0.08,0.14,49196,26,23,18,79,90,7,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/e39eb31f874f4a5c4afa836845141437.jpg
2026-04-17,78,RE,--,False,False,66,--,I Can Do It with a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,8,1,40,24,2,10741500,1878,10549530,0.79,0.09,0.12,55692,66,0,0,0,0,12,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-17,79,NEW,--,True,False,66,--,Drop Dead,Olivia Rodrigo,Drop Dead,10,2,5,50,6,10,15361500,537,60315300,0.61,0.01,0.38,63665,66,0,0,0,0,79,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/83ab92064fe63e2c93b44c7acc24297f.jpg
2026-04-17,80,'-13,67,False,False,64,-0.14,Wet Hair,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,10187100,1781,11430540,0.77,0.09,0.14,53235,42,22,0,74,0,67,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-17,81,'-13,68,False,False,64,-0.14,Sex and the city,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,9459450,1654,10617300,0.77,0.09,0.14,49455,42,22,0,74,0,68,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-17,82,'-13,69,False,False,64,-0.14,Phoebe,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,10369012,1813,11633850,0.77,0.09,0.14,54180,42,22,0,74,0,69,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-17,83,'-13,70,False,False,64,-0.14,I Like To Touch People,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,11096662,1587,10188090,0.77,0.09,0.14,47460,42,22,0,74,0,70,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-17,84,'-13,71,False,False,64,-0.14,Don't go back to his ass,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,9520087,1665,10685070,0.77,0.09,0.14,49770,42,22,0,74,0,71,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-17,85,'-13,72,False,False,64,-0.14,Chateau,Audrey Hobert,Who's the Clown?,5,5,1,25,15,2,9237112,1615,10368810,0.77,0.09,0.14,48299,42,22,0,74,0,72,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
