Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2026-02-20,20,'+6,26,False,False,111,-0.16,Somebody Told Me,The Killers,Hot Fuss,12,11,1,30,18,2,7865550,1375,10301040,0.76,0.09,0.16,41587,50,39,22,10,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-02-20,21,'+4,25,False,False,109,-0.22,Always,blink-182,blink-182,13,9,3,25,15,2,6496875,1136,10210680,0.73,0.08,0.18,34881,42,41,26,3,54,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-02-20,22,'-8,14,False,False,108,-0.38,She Looks So Perfect,5 Seconds of Summer,5 Seconds of Summer,16,5,6,40,9,8,10764600,706,42288480,0.6,0.03,0.37,49245,57,51,0,9,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/cdd6ecd970739e3634f26b7472cfe273.jpg
2026-02-20,23,'=,23,False,False,106,-0.26,Sports car,Tate McRae,So Close to What,12,9,2,25,15,2,6727875,1176,10572120,0.73,0.08,0.18,36113,42,42,22,1,50,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-02-20,24,'-3,21,False,False,104,-0.29,21 Guns,Green Day,21st Century Breakdown,14,6,6,35,9,6,11015812,825,37070190,0.63,0.03,0.34,49868,50,43,11,4,58,1,https://lastfm.freetls.fastly.net/i/u/300x300/72a314e1e9064a0418159b144fe1ad72.jpg
2026-02-20,25,'-8,17,False,False,97,-0.39,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,10,10,1,15,9,2,4452525,778,11656440,0.65,0.07,0.27,25333,26,48,23,3,26,3,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-02-20,26,'+1,27,False,False,96,-0.27,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,10,10,1,15,9,2,4227300,739,11069100,0.65,0.07,0.27,24059,26,39,31,5,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-02-20,27,'+7,34,False,False,90,-0.24,On Top,The Killers,Hot Fuss,9,9,1,20,12,2,5289900,925,10391400,0.7,0.08,0.22,29042,34,35,21,20,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-02-20,28,'+4,32,False,False,89,-0.27,Jenny Was a Friend of Mine,The Killers,Hot Fuss,10,10,1,20,12,2,5798100,1014,11385360,0.7,0.08,0.22,31815,34,36,19,22,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-02-20,29,'+11,40,False,False,86,-0.25,Honey,Taylor Swift,The Life of a Showgirl,10,7,2,15,9,2,4400550,769,11520900,0.65,0.07,0.27,25039,26,34,26,19,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-02-20,30,'+12,42,False,False,83,-0.19,Blue Valentine,NMIXX,Blue Valentine,9,4,4,20,6,6,5243700,458,30903120,0.5,0.03,0.47,28791,32,30,21,1,17,6,https://lastfm.freetls.fastly.net/i/u/300x300/0f02d5e23e1ee4763e13c17f80bd9030.jpg
2026-02-20,31,NEW,--,True,False,82,--,'Cause I'm a Man,Tame Impala,Currents,10,10,1,50,30,2,13398000,2343,10526940,0.81,0.09,0.1,68649,82,0,0,31,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
