Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-03-13,15,'+14,29,True,False,261,0.52,Go Away,Weezer,Everything Will Be Alright in the End,26,26,1,130,78,2,46939200,7952,11520900,0.87,0.09,0.03,228928,210,51,0,172,0,15,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/f9a1b19e001fe2adb697f55df60aacdd.png
2026-03-13,16,'+5,21,False,False,257,0.21,Crush,David Archuleta,David Archuleta,22,22,1,110,66,2,44666737,7056,22635180,0.85,0.09,0.07,214354,178,63,16,212,80,11,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/46175fbf77644a42923d1dab3156b886.png
2026-03-13,17,'+16,33,False,False,251,0.55,She's So Mean,Matchbox Twenty,North (Deluxe Edition),22,22,1,110,66,2,47173087,6918,35850330,0.82,0.08,0.1,222600,178,48,25,162,128,1,87,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2026-03-13,18,'+2,20,False,False,251,0.18,She Looks So Perfect,5 Seconds of Summer,5 Seconds of Summer,21,21,1,105,63,2,41712825,6119,31716359,0.82,0.08,0.1,196980,170,63,18,212,90,9,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/cdd6ecd970739e3634f26b7472cfe273.jpg
2026-03-13,19,'+7,26,False,False,247,0.25,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,22,22,1,110,66,2,40863900,7147,11069100,0.87,0.1,0.04,202783,178,59,10,197,54,5,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-03-13,20,'+31,51,False,False,239,1.72,Sports car,Tate McRae,So Close to What,25,25,1,125,75,2,37676100,6354,10572120,0.87,0.09,0.04,183848,202,26,11,88,59,1,53,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-03-13,21,'-6,15,False,False,237,-0.11,Opalite,Taylor Swift,The Life of a Showgirl,13,13,1,65,39,2,42446250,6892,23809860,0.84,0.09,0.07,206976,106,79,52,265,260,2,24,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,22,'+30,52,False,False,233,2.03,2 hands,Tate McRae,So Close to What,25,25,1,125,75,2,36564412,6395,10639890,0.86,0.1,0.04,181720,202,23,8,77,40,1,53,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-03-13,23,'+9,32,True,False,227,0.38,Cake by the Ocean,DNCE,DNCE,22,22,1,110,66,2,37595250,6106,10549530,0.87,0.09,0.04,180180,178,49,0,164,0,23,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/3f189d15458e5f24735937059b3426f1.jpg
2026-03-13,24,'-16,8,False,False,225,-0.27,Lichen,After,After EP,10,10,1,50,30,2,37811812,6613,11001330,0.86,0.1,0.04,187880,82,92,51,308,256,8,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-13,25,'-16,9,False,False,222,-0.27,Obvious,After,After EP,10,10,1,50,30,2,35628862,6232,10368810,0.86,0.1,0.04,177100,82,91,49,306,248,9,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-13,26,'-16,10,False,False,222,-0.27,Nothingmore,After,After EP,10,10,1,50,30,2,41943825,7334,12198600,0.86,0.1,0.04,208285,82,91,49,306,248,10,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-13,27,'+23,50,False,False,220,1.47,American Idiot,Green Day,American Idiot,22,22,1,110,66,2,35472937,5745,10323630,0.87,0.09,0.04,169918,178,26,16,89,84,1,67,1,https://lastfm.freetls.fastly.net/i/u/300x300/5bcb675866706c229ad9f77188b8ac44.jpg
2026-03-13,28,'-22,6,False,False,219,-0.31,Ever,After,After EP,9,9,1,45,27,2,40165125,7023,12130830,0.86,0.1,0.04,199598,74,94,51,316,256,6,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-13,29,'-22,7,False,False,219,-0.31,300 dreams,After,After EP,9,9,1,45,27,2,40390350,7063,12198600,0.86,0.1,0.04,200711,74,94,51,316,256,7,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-13,30,'-12,18,False,False,213,-0.07,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,13,13,1,65,39,2,33639375,5648,10572120,0.86,0.09,0.04,164150,106,69,38,230,193,3,24,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,31,'+18,49,True,False,205,1.28,Turn It Off,Paramore,brand new eyes,22,22,1,110,66,2,33495000,5624,10526940,0.86,0.09,0.04,163450,178,27,0,90,0,31,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png
2026-03-13,32,'+21,53,False,False,202,1.77,Body Better,Maisie Peters,Body Better,21,21,1,105,63,2,33610500,5388,11001330,0.87,0.09,0.05,160552,170,21,11,73,55,3,27,1,https://lastfm.freetls.fastly.net/i/u/300x300/d7990e5a524a0138397a44a148fc5bb8.jpg
2026-03-13,33,'-11,22,False,False,202,-0.05,Honey,Taylor Swift,The Life of a Showgirl,14,12,3,70,36,6,35204400,5387,34562700,0.8,0.08,0.12,171696,112,63,27,212,137,19,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,34,'-15,19,False,False,197,-0.14,Father Figure,Taylor Swift,The Life of a Showgirl,11,11,1,55,33,2,31953075,5588,11407950,0.86,0.1,0.05,159390,90,68,39,229,199,1,24,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,35,'-8,27,False,False,136,-0.26,Wood,Taylor Swift,The Life of a Showgirl,6,6,1,30,18,2,22479187,3931,11769390,0.84,0.09,0.07,113274,50,54,32,183,163,5,24,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,36,'-11,25,False,False,136,-0.32,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,6,4,3,30,12,6,23700600,2533,51731100,0.71,0.05,0.25,109241,48,59,29,199,148,1,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-13,37,'-1,36,False,False,122,-0.2,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,6,6,1,30,18,2,21021000,3151,11791980,0.84,0.08,0.08,98847,50,45,27,152,135,15,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-13,38,'-3,35,False,False,113,-0.26,Elizabeth Taylor,Taylor Swift,The Life of a Showgirl,6,6,1,30,18,2,16181550,2358,21189420,0.77,0.07,0.16,78960,50,45,18,153,90,13,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,39,'-1,38,False,False,102,-0.2,Smile Like You Mean It,The Killers,Hot Fuss,4,4,1,20,12,2,14896612,1895,42559560,0.65,0.05,0.3,75992,34,38,30,128,151,2,9,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-13,40,'-3,37,False,False,101,-0.21,Always,blink-182,blink-182,4,2,3,20,6,6,14293125,1363,51053400,0.61,0.04,0.35,69762,32,38,31,128,155,3,57,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-03-13,41,'+17,58,False,False,94,0.68,What's My Age Again?,blink-182,Enema of the State,7,7,1,35,21,2,18329850,2404,11995290,0.84,0.07,0.09,81928,58,16,20,56,102,1,64,2,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-03-13,42,'+3,45,False,False,86,-0.13,Actually Romantic,Taylor Swift,The Life of a Showgirl,5,5,1,25,15,2,13721400,2399,11972700,0.8,0.09,0.11,70623,42,29,15,99,78,2,22,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-13,43,RE,--,False,False,82,--,YES or YES,TWICE,YES or YES,11,7,3,55,21,6,16961175,1887,36324720,0.71,0.05,0.24,78939,82,0,0,0,0,2,45,1,https://lastfm.freetls.fastly.net/i/u/300x300/e8456084d553d41b66a992ea571196a9.jpg
2026-03-13,44,'+3,47,False,False,82,-0.14,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,4,4,1,20,12,2,12448012,2177,10865790,0.8,0.09,0.11,64106,34,28,20,95,100,7,45,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-13,45,'-4,41,False,False,76,-0.33,You Better Know,Red Velvet,The Red Summer - Summer Mini Album,5,5,1,25,15,2,12344062,2159,10775430,0.8,0.09,0.11,63574,42,34,0,114,0,20,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-13,46,'-4,42,False,False,73,-0.31,Zoo,Red Velvet,The Red Summer - Summer Mini Album,5,5,1,25,15,2,12474000,2181,12243780,0.79,0.09,0.12,64617,42,31,0,106,0,29,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-13,47,'-4,43,False,False,73,-0.31,Mojito,Red Velvet,The Red Summer - Summer Mini Album - EP,5,5,1,25,15,2,11111100,1943,10910970,0.79,0.09,0.12,57596,42,31,0,106,0,18,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/220d05b8a279a50fe484743c296cfc4c.jpg
2026-03-13,48,'-4,44,False,False,73,-0.31,Hear the Sea,Red Velvet,The Red Summer - Summer Mini Album - EP,5,5,1,25,15,2,12104400,2116,11882340,0.79,0.09,0.12,62713,42,31,0,106,0,15,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/220d05b8a279a50fe484743c296cfc4c.jpg
2026-03-13,49,'-10,39,False,False,70,-0.43,Red Flavor,Red Velvet,The Red Summer - Summer Mini Album,4,4,1,20,12,2,11573100,2024,11362770,0.79,0.09,0.12,59976,34,36,0,122,0,9,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-13,50,'+10,60,False,False,69,0.33,Somebody Told Me,The Killers,Hot Fuss,4,4,1,20,12,2,9176475,1375,10301040,0.78,0.08,0.14,44786,34,15,20,52,100,10,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-13,51,'-23,28,False,False,67,-0.62,Hot & Sexy,Zara Larsson,Midnight Sun,0,0,0,0,0,0,10793475,1617,0,0.91,0.09,0.0,48867,0,52,15,175,75,6,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/d0c78dc3a80e2e45ac4972089360a051.jpg
2026-03-13,52,'-21,31,False,False,65,-0.62,Manchild,Sabrina Carpenter,Manchild,0,0,0,0,0,0,9984975,1496,0,0.91,0.09,0.0,45227,0,51,14,170,74,3,29,2,https://lastfm.freetls.fastly.net/i/u/300x300/02acf4d89bcc82933e1f767ed71cb910.jpg
2026-03-13,53,RE,--,False,False,64,--,Sweet Crazy Love (Eng Ver.),ODD EYE CIRCLE (ARTMS),Sweet Crazy Love (Eng Ver.),9,3,5,45,9,10,12448012,725,54328950,0.58,0.02,0.4,57358,64,0,0,0,0,7,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/a75dfd5bf122c90a1d40cd5757a9a89a.jpg
2026-03-13,54,'-24,30,False,False,64,-0.63,Fame Is a Gun,Addison Rae,Addison,0,0,0,0,0,0,9078300,1587,0,0.9,0.1,0.0,44268,0,51,13,171,66,1,29,1,https://lastfm.freetls.fastly.net/i/u/300x300/16cf624f60941f15aa0ddef16dba430e.png
2026-03-13,55,RE,--,False,False,57,--,After LIKE,IVE,After LIKE,6,6,1,30,18,2,8523900,1490,11159460,0.76,0.09,0.16,45045,50,0,7,0,37,1,73,5,https://lastfm.freetls.fastly.net/i/u/300x300/28ef1a80f80920cb8c84192ad66f8aac.jpg
2026-03-13,56,'-8,48,False,False,57,-0.39,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2,2,1,10,6,2,8316000,1212,10888380,0.77,0.07,0.16,40572,18,28,11,94,59,15,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-13,57,'-2,55,False,False,52,-0.24,'Cause I'm a Man,Tame Impala,Currents,1,1,1,5,3,2,6699000,1171,10526940,0.73,0.08,0.18,35959,10,20,22,68,114,28,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-13,58,'+1,59,False,False,51,-0.06,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,2,2,1,10,6,2,5936700,1038,11656440,0.7,0.08,0.22,32571,18,16,17,54,85,3,29,3,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-03-13,59,RE,--,False,False,50,--,LOVE DIVE,IVE,LOVE DIVE,6,6,1,30,18,2,8229375,1439,10775430,0.76,0.09,0.16,43498,50,0,0,0,0,1,85,4,https://lastfm.freetls.fastly.net/i/u/300x300/e9c0075644fc7c781455f4c34e954e7e.jpg
2026-03-13,60,'+3,63,False,False,49,-0.02,Troublemaker,Weezer,Weezer (Red Album),4,4,1,20,12,2,6958875,1217,10933560,0.73,0.08,0.18,37345,34,15,0,50,0,3,21,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-03-13,61,'+6,67,False,False,49,-0.02,Hash Pipe,Weezer,Weezer,4,4,1,20,12,2,7882875,1378,12379320,0.73,0.08,0.18,42273,34,15,0,50,0,4,21,3,https://lastfm.freetls.fastly.net/i/u/300x300/82dea2ae26de9b443208cf21358c876f.jpg
2026-03-13,62,'+19,81,False,False,49,0.11,Let It Happen,Tame Impala,Currents,3,1,3,15,3,6,7161000,751,33749460,0.55,0.04,0.41,38423,24,13,12,44,62,58,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-13,63,RE,--,False,False,45,--,ATTITUDE,IVE,IVE EMPATHY,6,3,3,30,9,6,9216900,805,36189180,0.59,0.03,0.37,44940,45,0,0,0,0,20,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/1e52ef47438b41bbeee86cd1248751e8.jpg
2026-03-13,64,'+11,75,False,False,45,0.0,Nice Guys Finish Last,Green Day,Nimrod,4,2,3,20,6,6,7594125,531,47710080,0.49,0.02,0.49,40733,32,13,0,45,0,1,79,7,https://lastfm.freetls.fastly.net/i/u/300x300/cc7bcc37cf9f88e4700dfb9500d1b241.jpg
2026-03-13,65,'-25,40,False,False,45,-0.61,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,0,0,0,0,0,0,4028062,704,0,0.9,0.1,0.0,19656,0,34,11,115,56,3,51,2,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-13,66,'+32,98,False,False,44,0.29,Helena,My Chemical Romance,Three Cheers for Sweet Revenge,4,4,1,20,12,2,7507500,1312,11791980,0.73,0.08,0.18,40271,34,10,0,34,0,3,76,1,https://lastfm.freetls.fastly.net/i/u/300x300/09cb27a9f908354fd210a07830951791.png
2026-03-13,67,RE,--,False,False,42,--,Équinoxe,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6583500,1151,10346220,0.73,0.08,0.18,35343,42,0,0,0,0,16,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,68,RE,--,False,False,42,--,Zimzalabim,Red Velvet,‘The ReVe Festival’ Day 1,5,5,1,25,15,2,7218750,1262,11340180,0.73,0.08,0.18,38731,42,0,0,0,0,4,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/5f69d5fafcaaff606ee9296ecbd9e2b7.jpg
2026-03-13,69,RE,--,False,False,42,--,Wet Hands,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6612375,1156,10391400,0.73,0.08,0.18,35497,42,0,0,0,0,18,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,70,RE,--,False,False,42,--,Thirteen,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7651875,1338,12017880,0.73,0.08,0.18,41041,42,0,0,0,0,29,15,2,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,71,RE,--,False,False,42,--,Sweden,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6915562,1209,10865790,0.73,0.08,0.18,37114,42,0,0,0,0,22,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,72,RE,--,False,False,42,--,Subwoofer Lullaby,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6843375,1197,10752840,0.73,0.08,0.18,36729,42,0,0,0,0,25,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,73,RE,--,False,False,42,--,Oxygène,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6684562,1169,10504350,0.73,0.08,0.18,35882,42,0,0,0,0,31,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,74,RE,--,False,False,42,--,Moog City,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7276500,1272,11430540,0.73,0.08,0.18,39039,42,0,0,0,0,32,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,75,RE,--,False,False,42,--,Minecraft,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7002187,1224,11001330,0.73,0.08,0.18,37576,42,0,0,0,0,38,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,76,RE,--,False,False,42,--,Mice on Venus,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7031062,1229,11046510,0.73,0.08,0.18,37730,42,0,0,0,0,33,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,77,RE,--,False,False,42,--,Living Mice,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6699000,1171,10526940,0.73,0.08,0.18,35959,42,0,0,0,0,34,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,78,RE,--,False,False,42,--,Key,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6843375,1197,10752840,0.73,0.08,0.18,36729,42,0,0,0,0,35,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,79,RE,--,False,False,42,--,Haggstrom,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6800062,1189,10685070,0.73,0.08,0.18,36498,42,0,0,0,0,36,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,80,RE,--,False,False,42,--,Excuse,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7868437,1375,12356730,0.73,0.08,0.18,42196,42,0,0,0,0,37,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,81,RE,--,False,False,42,--,Dry Hands,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6930000,1212,10888380,0.73,0.08,0.18,37191,42,0,0,0,0,38,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,82,RE,--,False,False,42,--,Droopy Likes Your Face,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7262062,1270,11407950,0.73,0.08,0.18,38962,42,0,0,0,0,20,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,83,RE,--,False,False,42,--,Droopy Likes Ricochet,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7088812,1239,11136870,0.73,0.08,0.18,38038,42,0,0,0,0,21,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,84,RE,--,False,False,42,--,Door,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6713437,1174,10549530,0.73,0.08,0.18,36036,42,0,0,0,0,39,15,2,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,85,RE,--,False,False,42,--,Dog,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7695187,1345,12085650,0.73,0.08,0.18,41272,42,0,0,0,0,7,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,86,RE,--,False,False,42,--,Death,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6973312,1219,10956150,0.73,0.08,0.18,37422,42,0,0,0,0,40,13,2,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,87,RE,--,False,False,42,--,Danny,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6857812,1199,10775430,0.73,0.08,0.18,36806,42,0,0,0,0,22,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,88,RE,--,False,False,42,--,Clark,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,7262062,1270,11407950,0.73,0.08,0.18,38962,42,0,0,0,0,41,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
2026-03-13,89,RE,--,False,False,42,--,Chris,C418,Minecraft - Volume Alpha,5,5,1,25,15,2,6496875,1136,10210680,0.73,0.08,0.18,34881,42,0,0,0,0,42,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/b9f87564f51e402c843e109a7021dc83.png
