Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-04-03,1,'=,1,False,True,433,-0.1,Outbound,After,After EP 2,23,21,3,115,63,6,81236925,11838,70887420,0.81,0.08,0.11,385140,184,144,105,482,528,1,7,6,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-03,2,'=,2,False,True,373,0.1,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,29,19,5,145,57,10,77312812,8483,83334510,0.81,0.06,0.14,332640,212,101,60,338,301,2,22,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2026-04-03,3,'+36,39,True,False,358,1.37,Ocean Avenue,Yellowcard,Ocean Avenue,43,25,5,215,75,10,74786250,7585,58734000,0.84,0.05,0.11,306348,300,45,13,151,66,3,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/2770e3f5cad964e46dbe9e2c3d84be42.png
2026-04-03,4,'-1,3,False,False,351,0.05,Mr. Brightside,The Killers,Hot Fuss,24,20,3,120,60,6,66447150,9243,35579250,0.85,0.08,0.07,301924,186,99,66,333,333,1,19,8,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-03,5,'-1,4,False,False,278,0.09,Eventually,Tame Impala,Currents,18,18,1,90,54,2,46754400,8176,11475720,0.87,0.1,0.03,231595,146,76,56,254,282,4,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-03,6,'-1,5,False,False,275,0.1,Pork and Beans,Weezer,Weezer (Deluxe Edition),18,18,1,90,54,2,47124000,7515,21776760,0.85,0.09,0.06,226527,146,75,54,250,274,5,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/e6ea145e22093f2a03b54dafe61da18b.jpg
2026-04-03,7,'=,7,False,False,252,0.12,Reality in Motion,Tame Impala,Currents,16,16,1,80,48,2,45050775,7878,12198600,0.87,0.1,0.04,223433,130,67,55,224,279,5,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-03,8,'+6,14,False,False,243,0.16,Troublemaker,Weezer,Weezer (Red Album),15,15,1,75,45,2,40361475,7059,10933560,0.87,0.1,0.04,200305,122,63,58,210,290,3,24,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-04-03,9,'-1,8,False,False,243,0.1,My Own Worst Enemy,Lit,A Place in the Sun,16,12,3,80,36,6,39067875,5695,30699810,0.82,0.08,0.1,184324,122,66,55,221,279,2,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-04-03,10,'-4,6,False,False,218,-0.06,She's So Mean,Matchbox Twenty,North (Deluxe Edition),13,11,3,65,33,6,39564525,5588,35850330,0.81,0.07,0.12,185500,104,69,45,232,229,1,90,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
