Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-03-06,15,'-7,8,False,False,265,0.02,Opalite,Taylor Swift,The Life of a Showgirl,17,17,1,85,51,2,48510000,7422,35714790,0.82,0.08,0.1,232848,138,78,49,260,247,2,23,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,16,'+4,20,False,False,262,0.51,Reality in Motion,Tame Impala,Currents,21,21,1,105,63,2,49711200,8421,12198600,0.87,0.09,0.03,242368,170,52,40,174,200,5,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,17,'+2,19,False,False,253,0.43,Stateside,PinkPantheress,Fancy That,20,20,1,100,60,2,47124000,7416,24668280,0.84,0.09,0.07,225911,162,53,38,177,194,3,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c3b94a8c2de9fc832fca701f48a85f4.jpg
2026-03-06,18,'-1,17,False,False,230,0.19,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,17,17,1,85,51,2,36330525,6119,10572120,0.87,0.09,0.04,177282,138,57,35,193,175,3,23,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,19,'-4,15,False,False,229,0.15,Father Figure,Taylor Swift,The Life of a Showgirl,16,16,1,80,48,2,37762725,6604,11407950,0.86,0.1,0.04,187726,130,59,40,199,203,1,23,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,20,'+14,34,False,False,212,1.36,She Looks So Perfect,5 Seconds of Summer,5 Seconds of Summer,22,16,3,110,48,6,37676100,4001,52860600,0.77,0.05,0.17,164150,164,27,21,90,108,9,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/cdd6ecd970739e3634f26b7472cfe273.jpg
2026-03-06,21,'+17,38,False,False,212,1.65,Crush,David Archuleta,David Archuleta,20,20,1,100,60,2,37462425,5292,22635180,0.84,0.08,0.08,172186,162,24,26,80,134,11,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/46175fbf77644a42923d1dab3156b886.png
2026-03-06,22,'+3,25,False,False,212,0.55,Honey,Taylor Swift,The Life of a Showgirl,20,16,3,100,48,6,38138100,5387,34562700,0.81,0.07,0.12,178850,154,41,17,137,86,19,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,23,'+17,40,False,False,210,1.69,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,20,20,1,100,60,2,36243900,6338,11859750,0.86,0.1,0.04,180418,162,23,25,78,126,5,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-03-06,24,'+20,44,False,False,208,1.77,Chemicals Collide,Boys Like Girls,Love Drunk,20,20,1,100,60,2,32917500,5757,10775430,0.86,0.1,0.04,163954,162,22,24,75,120,9,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-03-06,25,'-1,24,False,False,199,0.34,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,21,14,4,105,42,8,35550900,3915,51731100,0.77,0.05,0.18,157437,155,44,0,148,0,1,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,26,'+42,68,False,False,197,2.65,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,20,20,1,100,60,2,32409300,5668,11069100,0.86,0.1,0.05,161539,162,16,19,54,96,5,12,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-03-06,27,'-6,21,False,False,183,0.12,Wood,Taylor Swift,The Life of a Showgirl,13,13,1,65,39,2,31470862,5503,11769390,0.85,0.1,0.05,157122,106,48,29,163,146,5,23,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,28,'+15,43,False,False,175,1.33,Hot & Sexy,Zara Larsson,Midnight Sun,16,16,1,80,48,2,30838500,5123,12108240,0.86,0.09,0.05,150360,130,22,23,75,119,6,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/d0c78dc3a80e2e45ac4972089360a051.jpg
2026-03-06,29,NEW,--,True,False,172,--,Go Away,Weezer,Everything Will Be Alright in the End,23,17,3,115,51,6,33737550,4361,34562700,0.8,0.07,0.13,153811,172,0,0,0,0,29,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f9a1b19e001fe2adb697f55df60aacdd.png
2026-03-06,30,'+20,50,False,False,171,1.59,Fame Is a Gun,Addison Rae,Addison,16,16,1,80,48,2,28747950,5027,11882340,0.85,0.1,0.06,143871,130,19,22,66,113,1,28,1,https://lastfm.freetls.fastly.net/i/u/300x300/16cf624f60941f15aa0ddef16dba430e.png
2026-03-06,31,'+14,45,False,False,170,1.3,Manchild,Sabrina Carpenter,Manchild,15,15,1,75,45,2,28528500,4740,11204640,0.86,0.09,0.05,139160,122,22,26,74,133,3,28,2,https://lastfm.freetls.fastly.net/i/u/300x300/02acf4d89bcc82933e1f767ed71cb910.jpg
2026-03-06,32,NEW,--,True,False,164,--,Cake by the Ocean,DNCE,DNCE,22,16,3,110,48,6,29539125,3757,31648590,0.8,0.07,0.14,134316,164,0,0,0,0,32,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/3f189d15458e5f24735937059b3426f1.jpg
2026-03-06,33,'-6,27,False,False,162,0.27,She's So Mean,Matchbox Twenty,North (Deluxe Edition),14,8,3,70,24,6,33477675,2661,59750550,0.75,0.04,0.21,137270,100,38,24,128,124,1,86,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2026-03-06,34,'-18,16,False,False,162,-0.17,Down,blink-182,blink-182,10,8,3,50,24,6,26403300,3591,46083600,0.73,0.06,0.2,128772,80,58,24,195,121,1,53,7,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-03-06,35,'-2,33,False,False,153,0.7,Elizabeth Taylor,Taylor Swift,The Life of a Showgirl,14,10,5,70,30,10,22923862,3066,52973550,0.69,0.06,0.25,115150,110,27,16,90,80,13,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,36,'-10,26,False,False,152,0.13,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,14,12,3,70,36,6,28528500,3938,35375940,0.78,0.07,0.15,135457,112,40,0,135,0,15,25,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,37,'-15,22,False,False,128,-0.17,Always,blink-182,blink-182,8,3,6,40,9,12,19490625,1591,71474760,0.61,0.03,0.36,91959,61,46,21,155,109,3,56,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-03-06,38,'-15,23,False,False,128,-0.15,Smile Like You Mean It,The Killers,Hot Fuss,5,1,5,25,3,10,20313562,1658,74479230,0.61,0.03,0.36,95816,38,45,45,151,226,2,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-06,39,RE,--,False,False,122,--,Red Flavor,Red Velvet,The Red Summer - Summer Mini Album,15,15,1,75,45,2,21699562,3795,11362770,0.84,0.09,0.07,109368,122,0,0,0,0,9,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-06,40,'+24,64,False,False,115,1.05,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,11,11,1,55,33,2,16112250,2818,10549530,0.82,0.09,0.09,81900,90,16,9,56,46,3,50,2,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,41,RE,--,False,False,114,--,You Better Know,Red Velvet,The Red Summer - Summer Mini Album,14,14,1,70,42,2,19201875,3358,10775430,0.83,0.09,0.07,97034,114,0,0,0,0,20,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-06,42,RE,--,False,False,106,--,Zoo,Red Velvet,The Red Summer - Summer Mini Album,13,13,1,65,39,2,20270250,3544,12243780,0.83,0.09,0.08,102627,106,0,0,0,0,29,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/b23fcb8fe10d1223e09a34f412120d3b.png
2026-03-06,43,RE,--,False,False,106,--,Mojito,Red Velvet,The Red Summer - Summer Mini Album - EP,13,13,1,65,39,2,18055537,3158,10910970,0.83,0.09,0.08,91476,106,0,0,0,0,18,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/220d05b8a279a50fe484743c296cfc4c.jpg
2026-03-06,44,RE,--,False,False,106,--,Hear the Sea,Red Velvet,The Red Summer - Summer Mini Album - EP,13,13,1,65,39,2,19669650,3439,11882340,0.83,0.09,0.08,99603,106,0,0,0,0,15,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/220d05b8a279a50fe484743c296cfc4c.jpg
2026-03-06,45,'-6,39,False,False,99,0.27,Actually Romantic,Taylor Swift,The Life of a Showgirl,8,8,1,40,24,2,16770600,2666,11972700,0.82,0.08,0.09,81774,66,23,10,78,50,2,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-06,46,'+30,76,False,False,97,0.94,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,8,8,1,40,24,2,14119875,2469,11091690,0.81,0.09,0.1,72324,66,15,16,50,82,9,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
2026-03-06,47,'-17,30,False,False,95,-0.05,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,13831125,2419,10865790,0.81,0.09,0.1,70854,58,30,7,100,37,7,44,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,48,'+13,61,False,False,94,0.59,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,8,1,40,24,2,15246000,2181,10888380,0.83,0.08,0.09,71001,66,17,11,59,58,15,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,49,NEW,--,True,False,90,--,Turn It Off,Paramore,brand new eyes,12,8,3,60,24,6,16077600,1874,31580820,0.72,0.05,0.23,75187,90,0,0,0,0,49,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png
2026-03-06,50,'-13,37,False,False,89,0.06,American Idiot,Green Day,American Idiot,5,5,1,25,15,2,13138125,1608,10323630,0.83,0.07,0.1,57708,42,25,22,84,112,1,66,1,https://lastfm.freetls.fastly.net/i/u/300x300/5bcb675866706c229ad9f77188b8ac44.jpg
2026-03-06,51,'+12,63,False,False,88,0.49,Sports car,Tate McRae,So Close to What,6,6,1,30,18,2,12110175,1647,10572120,0.82,0.07,0.11,55811,50,17,21,59,106,1,52,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-03-06,52,'+29,81,False,False,77,0.93,2 hands,Tate McRae,So Close to What,6,6,1,30,18,2,9479662,1658,10639890,0.77,0.09,0.14,49560,50,12,15,40,78,1,52,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-03-06,53,'+13,66,False,False,73,0.33,Body Better,Maisie Peters,Body Better,5,5,1,25,15,2,9803062,1224,11001330,0.79,0.06,0.14,44408,42,16,15,55,75,3,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/d7990e5a524a0138397a44a148fc5bb8.jpg
2026-03-06,54,'-18,36,False,False,69,-0.18,21 Guns,Green Day,21st Century Breakdown,3,1,3,15,3,6,12589500,550,61783650,0.55,0.02,0.43,57540,24,25,20,84,104,4,60,1,https://lastfm.freetls.fastly.net/i/u/300x300/72a314e1e9064a0418159b144fe1ad72.jpg
2026-03-06,55,'-27,28,False,False,68,-0.4,'Cause I'm a Man,Tame Impala,Currents,2,2,1,10,6,2,10718400,1874,10526940,0.79,0.09,0.12,55573,18,34,16,114,82,28,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,56,'-7,49,False,False,65,-0.03,Iris,Goo Goo Dolls,Dizzy Up the Girl,4,2,3,20,6,6,10247737,512,45993240,0.57,0.02,0.41,46410,32,20,13,67,67,2,34,1,https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.jpg
2026-03-06,57,'+43,100,False,False,57,0.78,Aliens Exist,blink-182,Enema of the State,6,4,3,30,12,6,9782850,977,32936220,0.62,0.04,0.33,47726,48,9,0,32,0,2,48,3,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-03-06,58,'-29,29,False,False,56,-0.45,What's My Age Again?,blink-182,Enema of the State,3,3,1,15,9,2,10692412,1335,11995290,0.79,0.06,0.14,48412,26,30,0,102,0,1,63,2,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-03-06,59,'-24,35,False,False,54,-0.36,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,1,1,1,5,3,2,7420875,1297,11656440,0.73,0.08,0.18,39809,10,25,19,85,97,3,28,3,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-03-06,60,'-29,31,False,False,52,-0.48,Somebody Told Me,The Killers,Hot Fuss,0,0,0,0,0,0,6554625,917,0,0.92,0.08,0.0,28791,0,30,22,100,111,10,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-06,61,'-19,42,False,False,51,-0.32,Disciples,Tame Impala,Currents,2,2,1,10,6,2,7868437,1375,12356730,0.73,0.08,0.18,42196,18,22,11,75,58,42,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,62,'-2,60,False,False,51,-0.16,bad enough,Madison Beer,locket,2,2,1,10,6,2,5694150,995,11182050,0.7,0.08,0.22,31248,18,18,15,61,79,6,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png
2026-03-06,63,RE,--,False,False,50,--,Troublemaker,Weezer,Weezer (Red Album),6,6,1,30,18,2,8350650,1460,10933560,0.76,0.09,0.16,44135,50,0,0,0,0,3,20,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-03-06,64,RE,--,False,False,50,--,Sugar We're Goin Down,Fall Out Boy,From Under the Cork Tree,7,3,3,35,9,6,9681787,725,32597370,0.63,0.03,0.34,43862,50,0,0,0,0,1,53,5,https://lastfm.freetls.fastly.net/i/u/300x300/73ff2d6aea6d465ac6b9a697ce4c6168.png
2026-03-06,65,RE,--,False,False,50,--,Scattered,Green Day,Nimrod,6,6,1,30,18,2,8090775,1415,10594710,0.76,0.09,0.16,42770,50,0,0,0,0,3,46,2,https://lastfm.freetls.fastly.net/i/u/300x300/cc7bcc37cf9f88e4700dfb9500d1b241.jpg
2026-03-06,66,RE,--,False,False,50,--,My Boy Only Breaks His Favorite Toys,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,6,6,1,30,18,2,9182250,1605,12017880,0.76,0.09,0.16,48503,50,0,0,0,0,2,45,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,67,RE,--,False,False,50,--,Hash Pipe,Weezer,Weezer,6,6,1,30,18,2,9459450,1654,12379320,0.76,0.09,0.16,49959,50,0,0,0,0,4,20,3,https://lastfm.freetls.fastly.net/i/u/300x300/82dea2ae26de9b443208cf21358c876f.jpg
2026-03-06,68,RE,--,False,False,50,--,Fresh Out the Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,6,6,1,30,18,2,9390150,1642,12288960,0.76,0.09,0.16,49595,50,0,0,0,0,1,50,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,69,'-23,46,False,False,49,-0.33,New Person Same Old Mistakes,Tame Impala,Currents,2,2,1,10,6,2,7449750,1302,11701620,0.73,0.08,0.18,39963,18,21,10,73,50,46,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,70,'-23,47,False,False,49,-0.33,Love/Paranoia,Tame Impala,Currents,2,2,1,10,6,2,7088812,1239,11136870,0.73,0.08,0.18,38038,18,21,10,73,50,47,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,71,'-6,65,False,False,48,-0.14,yes baby,Madison Beer,yes baby,2,2,1,10,6,2,5232150,915,10278450,0.7,0.08,0.22,28728,18,16,14,56,72,7,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/90d08d47c2abef14048d69999e45a188.jpg
2026-03-06,72,'-21,51,False,False,47,-0.28,The Less I Know the Better,Tame Impala,Currents,2,2,1,10,6,2,7565250,1323,11882340,0.73,0.08,0.18,40579,18,19,10,65,50,51,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,73,'+7,80,False,False,46,0.1,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,4,4,1,20,12,2,7420875,1297,11656440,0.73,0.08,0.18,39809,34,12,0,42,0,38,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,74,'+3,77,False,False,46,0.0,Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,3,3,1,15,9,2,4253287,743,11136870,0.65,0.07,0.27,24206,26,13,7,46,38,6,28,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-06,75,RE,--,False,False,45,--,Nice Guys Finish Last,Green Day,Nimrod,6,1,6,30,3,12,9112950,265,71565120,0.44,0.01,0.55,48139,45,0,0,0,0,1,78,7,https://lastfm.freetls.fastly.net/i/u/300x300/cc7bcc37cf9f88e4700dfb9500d1b241.jpg
2026-03-06,76,'+11,87,False,False,44,0.26,locket theme,Madison Beer,locket,3,3,1,15,9,2,4599787,804,12040470,0.65,0.07,0.27,26166,26,10,8,35,42,47,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png
2026-03-06,77,'-23,54,False,False,44,-0.29,Yes I'm Changing,Tame Impala,Currents,2,2,1,10,6,2,7161000,1252,11249820,0.73,0.08,0.18,38423,18,18,8,62,42,54,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,78,'-23,55,False,False,44,-0.29,The Moment,Tame Impala,Currents,2,2,1,10,6,2,7882875,1378,12379320,0.73,0.08,0.18,42273,18,18,8,62,42,55,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,79,'-23,56,False,False,44,-0.29,Past Life,Tame Impala,Currents,2,2,1,10,6,2,7059937,1234,11091690,0.73,0.08,0.18,37884,18,18,8,62,42,56,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,80,'-23,57,False,False,44,-0.29,Nangs,Tame Impala,Currents,2,2,1,10,6,2,7724062,1350,12130830,0.73,0.08,0.18,41426,18,18,8,62,42,57,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,81,'-23,58,False,False,44,-0.29,Let It Happen,Tame Impala,Currents,2,2,1,10,6,2,7161000,1252,11249820,0.73,0.08,0.18,38423,18,18,8,62,42,58,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,82,'-23,59,False,False,44,-0.29,Gossip,Tame Impala,Currents,2,2,1,10,6,2,6670124,1166,10481760,0.73,0.08,0.18,35805,18,18,8,62,42,59,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-06,83,RE,--,False,False,42,--,SIGNAL,TWICE,SIGNAL,5,5,1,25,15,2,6597937,1154,10368810,0.73,0.08,0.18,35420,42,0,0,0,0,11,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/05942112ac6f9a94650e61bb60d4030d.jpg
2026-03-06,84,RE,--,False,False,42,--,Jealous,Nick Jonas,Nick Jonas X2,6,2,3,30,6,6,8385300,488,32936220,0.6,0.02,0.38,37499,42,0,0,0,0,8,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/283c446453702536466e9ff122287dd2.png
2026-03-06,85,'-3,82,False,False,41,0.08,healthy habit,Madison Beer,locket,2,2,1,10,6,2,4097362,716,10730250,0.65,0.07,0.27,23324,18,11,12,38,63,38,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png
2026-03-06,86,'-1,85,False,False,41,0.11,Feeling This,blink-182,blink-182,2,2,1,10,6,2,3924112,686,10278450,0.65,0.07,0.27,22344,18,11,12,37,61,1,38,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-03-06,87,'-4,83,False,False,40,0.05,for the night,Madison Beer,locket,2,2,1,10,6,2,4114687,719,10775430,0.65,0.07,0.27,23422,18,11,11,38,57,33,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png
2026-03-06,88,'-47,41,False,False,40,-0.47,On Top,The Killers,Hot Fuss,0,0,0,0,0,0,3967425,694,0,0.9,0.1,0.0,19362,0,22,18,76,90,20,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-06,89,'-3,86,False,False,39,0.08,you're still everything,Madison Beer,locket,2,2,1,10,6,2,4617112,807,12085650,0.65,0.07,0.27,26264,18,10,11,36,55,36,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/023ac76bfb2539febd354f53e98046b2.png
