Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2026-01-16,1,'=,1,False,True,597,0.08,Mr. Brightside,The Killers,Hot Fuss,41,28,5,205,84,10,61916662,7394,59298750,0.81,0.06,0.12,272468,299,165,131,1,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,2,NEW,--,True,False,414,--,Smile Like You Mean It,The Killers,Hot Fuss,57,39,6,285,117,12,77191537,9238,63839340,0.83,0.06,0.11,337008,414,0,0,2,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,3,'-1,2,False,False,317,-0.34,Blue Valentine,NMIXX,Blue Valentine,6,6,1,30,18,2,7865550,1375,10301040,0.76,0.09,0.16,41587,50,144,121,1,12,6,https://lastfm.freetls.fastly.net/i/u/300x300/0f02d5e23e1ee4763e13c17f80bd9030.jpg
2026-01-16,4,'-1,3,False,False,292,-0.32,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,7,7,1,35,21,2,10389225,1816,11656440,0.77,0.09,0.14,54285,58,128,104,3,19,3,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-16,5,'+6,11,True,False,277,-0.15,Stateside,PinkPantheress,Fancy That,16,8,5,80,24,10,25132800,2197,61670700,0.69,0.04,0.27,111041,114,97,64,5,9,1,https://lastfm.freetls.fastly.net/i/u/300x300/1b93da0254fdeec7307cb3f1d1e16cee.png
2026-01-16,6,'+10,16,False,False,250,-0.19,Always,blink-182,blink-182,15,11,3,75,33,6,19490625,2500,30632040,0.75,0.06,0.19,91959,114,92,42,3,48,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-01-16,7,'-2,5,False,False,243,-0.32,My Own Worst Enemy,Lit,A Place in the Sun,8,4,3,40,12,6,10418100,911,30699810,0.66,0.04,0.31,47670,58,106,78,5,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-01-16,8,'+1,9,True,False,242,-0.27,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,10,8,3,50,24,6,15101625,2112,35579250,0.68,0.06,0.26,77322,80,99,61,8,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-16,9,'+4,13,False,False,224,-0.28,THIS IS FOR,TWICE,THIS IS FOR,12,12,1,60,36,2,15696450,2745,10278450,0.82,0.09,0.09,79800,98,93,31,3,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/242016088da9cf8cf5812614556d34e5.jpg
2026-01-16,10,'-6,4,False,False,222,-0.4,After LIKE,IVE,After LIKE,2,2,1,10,6,2,2841300,496,11159460,0.58,0.06,0.36,17325,18,110,93,1,65,5,https://lastfm.freetls.fastly.net/i/u/300x300/28ef1a80f80920cb8c84192ad66f8aac.jpg
2026-01-16,11,'-1,10,False,False,217,-0.34,Heart Heart Heartbreak,Boys Like Girls,Love Drunk,7,7,1,35,21,2,9944550,1739,11159460,0.77,0.09,0.14,51975,58,98,60,10,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-16,12,'+2,14,True,False,213,-0.32,Chemicals Collide,Boys Like Girls,Love Drunk,7,7,1,35,21,2,9600937,1679,10775430,0.77,0.09,0.14,50190,58,93,61,12,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-16,13,'+4,17,False,False,211,-0.29,Down,blink-182,blink-182,9,9,1,45,27,2,13201650,2308,11520900,0.8,0.09,0.11,67963,74,89,46,1,45,7,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-01-16,14,'+17,31,False,False,205,0.86,Wood,Taylor Swift,The Life of a Showgirl,19,17,3,95,51,6,28473637,4455,35308170,0.77,0.08,0.15,142506,152,33,19,5,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-16,15,'-9,6,False,False,204,-0.41,Supermassive Black Hole,Muse,Black Holes and Revelations,2,2,1,10,6,2,2823975,493,11091690,0.58,0.06,0.36,17220,18,103,82,3,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/e6d4821f6a554c7bc882a9fa75070dfe.jpg
2026-01-16,16,'+2,18,False,False,201,-0.32,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,5,3,3,25,9,6,7059937,740,33275070,0.55,0.04,0.41,37884,40,88,72,9,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
2026-01-16,17,'-10,7,False,False,199,-0.41,Boss of Me,They Might Be Giants,Mink Car,2,2,1,10,6,2,2673825,467,10504350,0.58,0.06,0.36,16310,18,100,79,4,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/7f8bd6cc13e242d181baae4d0db5c0cb.png
2026-01-16,18,'-6,12,False,False,192,-0.39,As you Wish,WJSN,As You Wish,3,3,1,15,9,2,3958762,692,10368810,0.65,0.07,0.27,22540,26,94,70,1,28,1,https://lastfm.freetls.fastly.net/i/u/300x300/e8bfa5719141259e500e2dd7a6941825.jpg
2026-01-16,19,'=,19,False,False,190,-0.35,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,2,2,1,10,6,2,2818200,492,11069100,0.58,0.06,0.36,17185,18,87,84,5,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-01-16,20,'-5,15,False,False,189,-0.39,Thnks fr th Mmrs,Fall Out Boy,Infinity on High,3,3,1,15,9,2,4365900,763,11430540,0.65,0.07,0.27,24843,26,93,69,8,24,2,https://lastfm.freetls.fastly.net/i/u/300x300/b01817dacd044f7d9389e6b69933330b.png
2026-01-16,21,'-13,8,False,False,186,-0.44,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,5,5,1,25,15,2,6727875,1176,10572120,0.73,0.08,0.18,36113,42,99,43,3,16,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-16,22,'-2,20,False,False,172,-0.34,2 hands,Tate McRae,So Close to What,7,7,1,35,21,2,9479662,1658,10639890,0.77,0.09,0.14,49560,58,78,35,1,45,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-01-16,23,NEW,--,True,False,168,--,Somebody Told Me,The Killers,Hot Fuss,21,19,3,105,57,6,27529425,4357,30903120,0.78,0.08,0.14,137557,168,0,0,23,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,24,'-3,21,False,False,157,-0.39,Sports car,Tate McRae,So Close to What,6,6,1,30,18,2,8073450,1412,10572120,0.76,0.09,0.16,42679,50,77,28,1,45,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-01-16,25,'+3,28,False,False,153,-0.22,Feeling This,blink-182,blink-182,10,10,1,50,30,2,13080375,2288,10278450,0.81,0.09,0.1,67032,82,58,11,1,31,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-01-16,26,'+7,33,True,False,152,0.43,Honey,Taylor Swift,The Life of a Showgirl,16,10,5,80,30,10,23469600,2565,57604500,0.68,0.05,0.27,110887,120,31,0,26,12,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-16,27,'-4,23,False,False,142,-0.39,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,5,5,1,25,15,2,6540187,1144,10278450,0.73,0.08,0.18,35112,42,69,29,10,23,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-01-16,28,'-3,25,False,False,140,-0.38,Father Figure,Taylor Swift,The Life of a Showgirl,6,6,1,30,18,2,8714475,1524,11407950,0.76,0.09,0.16,46046,50,67,21,1,16,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-16,29,RE,--,False,False,137,--,Midnight Sun,Zara Larsson,Midnight Sun,17,16,2,85,48,4,25034625,4120,23132160,0.8,0.08,0.12,125685,137,0,0,5,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/d0c78dc3a80e2e45ac4972089360a051.jpg
2026-01-16,30,'+10,40,False,False,132,1.03,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,13,8,3,65,24,6,17980462,1935,32597370,0.74,0.05,0.21,80976,95,19,16,7,37,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-01-16,31,'+3,34,False,False,131,0.25,Opalite,Taylor Swift,The Life of a Showgirl,9,9,1,45,27,2,13643437,2385,11904930,0.8,0.09,0.11,70224,74,31,24,2,16,4,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-16,32,'-10,22,False,False,131,-0.49,All the Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),2,2,1,10,6,2,3083850,539,12108240,0.58,0.06,0.36,18795,18,77,34,21,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/1f3d3053ba7f3a5b04ab93283d435b21.jpg
2026-01-16,33,'-7,26,False,False,124,-0.42,Tears,Sabrina Carpenter,Man’s Best Friend,5,5,1,25,15,2,6699000,1171,10526940,0.73,0.08,0.18,35959,42,63,17,14,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/6bbc8416c1f1c3a25054d4ae3b5fbb35.png
2026-01-16,34,NEW,--,True,False,122,--,On Top,The Killers,Hot Fuss,15,15,1,75,45,2,19837125,3470,10391400,0.84,0.09,0.07,100036,122,0,0,34,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,35,'-8,27,False,False,117,-0.43,Miss possessive,Tate McRae,So Close to What,5,5,1,25,15,2,7204312,1260,11317590,0.73,0.08,0.18,38654,42,62,11,3,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2026-01-16,36,NEW,--,True,False,114,--,Midnight Show,The Killers,Hot Fuss,14,14,1,70,42,2,18918900,3309,10617300,0.83,0.09,0.07,95613,114,0,0,36,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,37,RE,--,False,False,114,--,Hot & Sexy,Zara Larsson,Midnight Sun,14,14,1,70,42,2,21586950,3774,12108240,0.83,0.09,0.07,109011,114,0,0,33,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/d0c78dc3a80e2e45ac4972089360a051.jpg
2026-01-16,38,'-14,24,False,False,113,-0.5,Unwell,Matchbox Twenty,More Than You Think You Are,2,2,1,10,6,2,2835525,495,11136870,0.58,0.06,0.36,17290,18,68,25,5,50,1,https://lastfm.freetls.fastly.net/i/u/770x0/822c1a39f1124f1286f6200d06b86a85.jpg
2026-01-16,39,NEW,--,True,False,106,--,Jenny Was a Friend of Mine,The Killers,Hot Fuss,13,13,1,65,39,2,18843825,3295,11385360,0.83,0.09,0.08,95445,106,0,0,39,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,40,NEW,--,True,False,105,--,Change Your Mind,The Killers,Hot Fuss,13,12,2,65,36,4,19557037,3157,23629140,0.77,0.08,0.15,99036,105,0,0,40,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,41,'-11,30,False,False,103,-0.36,House Tour,Sabrina Carpenter,Man’s Best Friend,4,4,1,20,12,2,5740350,1003,11272410,0.7,0.08,0.22,31500,34,48,19,15,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/6bbc8416c1f1c3a25054d4ae3b5fbb35.png
2026-01-16,42,'+19,61,False,False,102,1.68,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),12,8,3,60,24,6,16666650,1943,32732910,0.72,0.05,0.23,77924,90,11,0,2,63,2,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2026-01-16,43,NEW,--,True,False,98,--,All These Things That I've Done,The Killers,Hot Fuss,12,12,1,60,36,2,17013150,2975,11136870,0.82,0.09,0.09,86450,98,0,0,43,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-16,44,'-15,29,False,False,91,-0.53,home menu,alyzea,dream OS,2,2,1,10,6,2,2922150,511,11475720,0.58,0.06,0.36,17815,18,58,13,29,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/c5f15d647f061ce75908f9a000a1369b.jpg
