Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-03-27,34,'-1,33,False,False,159,-0.02,Lichen,After,After EP,8,8,1,40,24,2,25207875,4408,11001330,0.85,0.1,0.06,126392,66,48,45,162,225,8,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-27,35,'+1,36,False,False,158,-0.02,Obvious,After,After EP,8,8,1,40,24,2,23752575,4154,10368810,0.85,0.1,0.06,119139,66,48,44,161,222,9,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-27,36,'+1,37,False,False,158,-0.02,Nothingmore,After,After EP,8,8,1,40,24,2,27962550,4889,12198600,0.85,0.1,0.06,140119,66,48,44,161,222,10,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-27,37,'-3,34,False,False,157,-0.03,Ever,After,After EP,8,8,1,40,24,2,27806625,4862,12130830,0.85,0.1,0.06,139342,66,48,43,162,219,6,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-27,38,'-3,35,False,False,157,-0.03,300 dreams,After,After EP,8,8,1,40,24,2,27962550,4889,12198600,0.85,0.1,0.06,140119,66,48,43,162,219,7,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/ed83fd3c0a9f28cdfb21020787861641.jpg
2026-03-27,39,'+25,64,True,False,151,1.29,Ocean Avenue,Yellowcard,Ocean Avenue,18,12,3,90,36,6,29914500,3400,35240400,0.79,0.06,0.15,131292,132,19,0,66,0,39,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/2770e3f5cad964e46dbe9e2c3d84be42.png
2026-03-27,40,'+36,76,False,False,144,1.57,The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,16,14,3,80,42,6,22727512,3507,31513050,0.76,0.08,0.17,114170,128,16,0,56,0,20,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-27,41,'+4,45,False,False,144,0.43,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,12,12,1,60,36,2,22129800,3870,10865790,0.84,0.09,0.07,111342,98,30,16,101,82,7,47,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-03-27,42,'-4,38,False,False,138,-0.08,Wood,Taylor Swift,The Life of a Showgirl,8,8,1,40,24,2,23977800,4193,11769390,0.84,0.09,0.07,120582,66,45,27,150,136,5,26,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-27,43,'+26,69,False,False,121,1.05,Aliens Exist,blink-182,Enema of the State,13,11,3,65,33,6,20963250,2933,32936220,0.75,0.07,0.19,102270,104,17,0,59,0,2,50,3,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-03-27,44,NEW,--,True,False,120,--,Prison Song,System of a Down,Toxicity,15,13,3,75,39,6,21656250,3282,34020540,0.74,0.07,0.19,109151,120,0,0,0,0,44,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/faa79372c53139010902e67938ccf78e.jpg
2026-03-27,45,'-2,43,False,False,118,0.0,Actually Romantic,Taylor Swift,The Life of a Showgirl,8,8,1,40,24,2,18295200,3199,11972700,0.82,0.09,0.09,92925,66,35,17,118,86,2,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-27,46,'-5,41,False,False,118,-0.09,Elizabeth Taylor,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,17530012,2830,10594710,0.83,0.09,0.08,85540,58,38,22,129,113,13,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-03-27,47,NEW,--,True,False,104,--,Beware.. The South London Lover Boy.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,13,11,3,65,33,6,18693675,2766,33885000,0.72,0.07,0.21,94689,104,0,0,0,0,47,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-03-27,48,'-20,28,False,False,102,-0.5,The Greatest Man That Ever Lived (Variations on a Shaker Hymn),Weezer,Weezer (Red Album),5,5,1,25,15,2,17810100,3114,11656440,0.82,0.09,0.09,90475,42,60,0,202,0,28,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-03-27,49,'-7,42,False,False,101,-0.17,Sports car,Tate McRae,So Close to What,2,2,1,10,6,2,13455750,2353,10572120,0.81,0.09,0.1,68943,18,36,47,122,239,1,55,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
