Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-10-31,1,'=,1,False,True,372,-0.3,Father Figure,Taylor Swift,The Life of a Showgirl,14,14,1,70,42,2,20333775,3556,11407950,0.83,0.09,0.07,102718,114,159,97,1,5,5,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-31,2,'=,2,False,True,322,-0.14,Opalite,Taylor Swift,The Life of a Showgirl,17,17,1,85,51,2,25770937,4506,11904930,0.84,0.09,0.06,129360,138,112,70,2,5,4,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-31,3,'+2,5,False,False,315,-0.05,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On! (Deluxe Edition),19,19,1,95,57,2,27540975,4816,11385360,0.85,0.1,0.06,137865,154,99,60,1,31,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-10-31,4,'=,4,False,True,310,-0.09,The Middle,Jimmy Eat World,Bleed American,17,17,1,85,51,2,23660175,4138,10933560,0.84,0.09,0.06,118825,138,101,69,4,6,3,https://lastfm.freetls.fastly.net/i/u/300x300/5f6bed4795106f6a5ace9295accf4493.jpg
2025-10-31,5,'+5,10,True,False,302,-0.04,Wood,Taylor Swift,The Life of a Showgirl,18,18,1,90,54,2,26975025,4717,11769390,0.85,0.1,0.06,135198,146,93,61,5,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-31,6,'=,6,False,False,301,-0.1,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,17,17,1,85,51,2,22285725,3898,10301040,0.84,0.09,0.06,111965,138,99,62,1,13,3,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2025-10-31,7,'=,7,False,False,301,-0.09,Iris,Goo Goo Dolls,Dizzy Up the Girl,17,17,1,85,51,2,24887362,4352,11498310,0.84,0.09,0.06,124950,138,99,62,6,23,3,https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.jpg
2025-10-31,8,'+9,17,False,False,298,0.64,Is It Over Now? (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),36,17,6,180,51,12,56860650,4695,74411460,0.79,0.04,0.17,185850,243,54,0,5,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2025-10-31,9,'+2,11,False,False,296,-0.05,Love Drunk,Boys Like Girls,Love Drunk,17,17,1,85,51,2,25427325,4446,11746800,0.84,0.09,0.06,127645,138,93,64,5,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2025-10-31,10,'-2,8,False,False,295,-0.09,Lips of an Angel,Hinder,Extreme Behavior,17,17,1,85,51,2,24936450,4361,11520900,0.84,0.09,0.06,125195,138,96,59,7,35,2,https://lastfm.freetls.fastly.net/i/u/300x300/73f0bcf49b8d468ce3e00b2ef71f831e.jpg
