Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2026-01-30,1,'=,1,False,True,662,0.1,Mr. Brightside,The Killers,Hot Fuss,50,33,6,250,99,12,75508125,8715,71158500,0.82,0.06,0.12,327698,361,180,119,1,10,5,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-30,2,'+6,8,True,False,321,0.53,My Own Worst Enemy,Lit,A Place in the Sun,28,21,3,140,63,6,36463350,4783,30699810,0.82,0.07,0.11,165256,209,63,48,2,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-01-30,3,RE,--,False,True,311,--,Manchild,Sabrina Carpenter,Manchild,42,27,10,210,81,20,59909850,6735,112046400,0.73,0.05,0.22,274841,311,0,0,3,22,2,https://lastfm.freetls.fastly.net/i/u/300x300/02acf4d89bcc82933e1f767ed71cb910.jpg
2026-01-30,4,'-1,3,False,False,305,0.17,Stateside,PinkPantheress,Fancy That,21,21,1,105,63,2,32986800,5768,12334140,0.85,0.1,0.05,164647,170,78,55,3,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c3b94a8c2de9fc832fca701f48a85f4.jpg
2026-01-30,5,'+2,7,True,False,269,0.22,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,19,19,1,95,57,2,28693087,5017,11859750,0.85,0.1,0.06,143598,154,66,48,5,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-30,6,'+14,20,True,False,265,0.62,Hot & Sexy,Zara Larsson,Midnight Sun,24,22,3,120,66,6,37006200,5932,36324720,0.79,0.08,0.12,184191,192,49,22,6,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/d0c78dc3a80e2e45ac4972089360a051.jpg
2026-01-30,7,'-5,2,False,False,261,-0.18,Smile Like You Mean It,The Killers,Hot Fuss,10,10,1,50,30,2,13542375,2368,10639890,0.81,0.09,0.1,69384,82,95,82,2,3,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-30,8,'+23,31,False,True,250,0.75,yes baby,Madison Beer,yes baby,29,14,10,145,42,20,37933087,3203,102784500,0.67,0.04,0.29,169176,207,42,0,8,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d08d47c2abef14048d69999e45a188.jpg
2026-01-30,9,'+4,13,True,False,245,0.32,Chemicals Collide,Boys Like Girls,Love Drunk,18,18,1,90,54,2,24688125,4318,10775430,0.85,0.1,0.06,123802,146,55,42,9,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-30,10,RE,--,False,False,234,--,Fame Is a Gun,Addison Rae,Addison,31,23,5,155,69,10,46904550,6085,59411700,0.78,0.06,0.16,217651,234,0,0,1,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/16cf624f60941f15aa0ddef16dba430e.png
2026-01-30,11,'+18,29,False,False,223,0.53,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,17,17,1,85,51,2,24003787,4198,11091690,0.84,0.09,0.06,120540,138,43,40,9,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
