Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-04-10,1,'=,1,False,True,459,0.06,Outbound,After,After EP 2,29,29,1,145,87,2,85750087,13417,35443710,0.86,0.09,0.06,407148,234,129,96,433,482,1,8,7,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,2,'+1,3,True,False,359,0.0,Ocean Avenue,Yellowcard,Ocean Avenue,31,19,5,155,57,10,74786250,7585,70480800,0.82,0.05,0.12,309995,222,107,30,358,151,2,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/2770e3f5cad964e46dbe9e2c3d84be42.png
2026-04-10,3,NEW,--,True,False,350,--,Drive,Audrey Hobert,Who's the Clown?,44,40,5,220,120,10,57299550,9112,51166350,0.8,0.08,0.11,282842,350,0,0,0,0,3,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-10,4,'-2,2,False,False,348,-0.07,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,21,21,1,105,63,2,68217187,9278,47619720,0.83,0.07,0.09,310464,170,111,67,373,338,2,23,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2026-04-10,5,'+39,44,True,False,318,1.61,Thirst Trap,Audrey Hobert,Who's the Clown?,35,35,1,175,105,2,55743187,9749,11227230,0.87,0.1,0.03,275394,282,36,0,122,0,5,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-10,6,'+9,15,True,False,313,0.68,Sue me,Audrey Hobert,Who's the Clown?,32,32,1,160,96,2,55292737,9422,11136870,0.88,0.1,0.03,269724,258,55,0,186,0,6,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-10,7,'+60,67,True,False,296,2.7,Silver Jubilee,Audrey Hobert,Who's the Clown?,34,32,3,170,96,6,56517037,9082,35985870,0.83,0.09,0.08,275576,272,24,0,80,0,7,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-10,8,'-4,4,False,False,293,-0.17,Mr. Brightside,The Killers,Hot Fuss,15,15,1,75,45,2,54365850,8186,11859750,0.88,0.09,0.03,250376,122,105,66,351,333,1,20,8,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-10,9,'-4,5,False,False,255,-0.08,Eventually,Tame Impala,Currents,15,15,1,75,45,2,42371175,7410,11475720,0.87,0.1,0.04,210217,122,83,50,278,254,4,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-10,10,'-4,6,False,False,254,-0.08,Pork and Beans,Weezer,Weezer (Deluxe Edition),15,15,1,75,45,2,42966000,7030,21776760,0.84,0.09,0.07,209622,122,82,50,275,250,5,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/e6ea145e22093f2a03b54dafe61da18b.jpg
2026-04-10,11,'+27,38,True,False,234,0.72,Rodrick Rules,Malcolm Todd,Sweet Boy,24,24,1,120,72,2,44548350,7521,12063060,0.87,0.09,0.04,217210,194,40,0,136,0,11,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-10,12,'-5,7,False,False,233,-0.08,Reality in Motion,Tame Impala,Currents,14,14,1,70,42,2,41943825,7334,12198600,0.86,0.1,0.04,208285,114,75,44,252,224,5,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-10,13,'+55,68,True,False,218,1.73,Earrings,Malcolm Todd,Sweet Boy,24,24,1,120,72,2,36018675,6067,10481760,0.87,0.09,0.04,175770,194,24,0,80,0,13,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-10,14,'+17,31,True,False,216,0.4,CRANK,Slayyyter,WOR$T GIRL IN AMERICA,17,17,1,85,51,2,36111075,6073,10910970,0.86,0.09,0.04,176176,138,46,32,154,163,14,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-10,15,'+10,25,True,False,214,0.29,YES GODDD,Slayyyter,WOR$T GIRL IN AMERICA,18,18,1,90,54,2,38513475,6476,11633850,0.86,0.09,0.04,187824,146,49,19,166,98,15,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-10,16,'+57,73,True,False,213,2.23,Ladygirl,Malcolm Todd,Sweet Boy,24,24,1,120,72,2,40240200,7036,12153420,0.86,0.1,0.04,199969,194,19,0,66,0,16,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-10,17,'-6,11,False,False,203,-0.04,Around the World,Red Hot Chili Peppers,Californication (Deluxe Edition),13,13,1,65,39,2,33957000,5939,11114280,0.86,0.1,0.04,169099,106,63,34,211,172,9,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
2026-04-10,18,'-6,12,False,False,201,-0.04,Parallel Universe,Red Hot Chili Peppers,Californication (Deluxe Edition),13,13,1,65,39,2,32016599,5600,10481760,0.86,0.1,0.04,159495,106,62,33,209,169,10,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
2026-04-10,19,'-10,9,False,False,198,-0.19,My Own Worst Enemy,Lit,A Place in the Sun,10,10,1,50,30,2,31254300,5011,10233270,0.87,0.09,0.05,149366,82,72,44,243,221,2,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-04-10,20,'+19,39,True,False,197,0.46,BEAT UP CHANEL$,Slayyyter,WOR$T GIRL IN AMERICA,17,17,1,85,51,2,34136025,5969,11656440,0.86,0.1,0.05,170093,138,40,19,135,98,20,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-10,21,'-11,10,False,False,193,-0.11,She's So Mean,Matchbox Twenty,North (Deluxe Edition),10,10,1,50,30,2,33477675,5322,11950110,0.86,0.09,0.05,159530,82,65,46,218,232,1,91,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2026-04-10,22,'-9,13,False,False,182,-0.06,Go Away,Weezer,Everything Will Be Alright in the End,10,10,1,50,30,2,30803850,5130,11520900,0.86,0.09,0.05,150234,82,57,43,193,218,9,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/f9a1b19e001fe2adb697f55df60aacdd.png
2026-04-10,23,'-9,14,False,False,179,-0.06,Stateside,PinkPantheress,Fancy That,10,10,1,50,30,2,31416000,5493,12334140,0.85,0.1,0.05,156989,82,57,40,190,203,3,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c3b94a8c2de9fc832fca701f48a85f4.jpg
2026-04-10,24,'-8,16,False,False,179,-0.04,Chemicals Collide,Boys Like Girls,Love Drunk,10,10,1,50,30,2,28802812,5037,10775430,0.85,0.1,0.05,143878,82,55,42,186,214,9,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-10,25,NEW,--,True,False,178,--,Shooting star,Audrey Hobert,Who's the Clown?,22,22,1,110,66,2,33477675,5854,11950110,0.86,0.1,0.05,166950,178,0,0,0,0,25,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-10,26,'-9,17,False,False,177,-0.04,The Best of Both Worlds,Hannah Montana,Hannah Montana,15,15,1,75,45,2,32198512,5630,12040470,0.85,0.1,0.05,160734,122,55,0,185,0,17,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/3011949f44a8747eb9729aa28e9beff3.jpg
2026-04-10,27,'+7,34,True,False,177,0.22,Beware.. The South London Lover Boy.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,14,14,1,70,42,2,30197475,5281,11295000,0.85,0.1,0.05,150801,114,43,20,145,104,27,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-10,28,'-7,21,False,False,177,-0.01,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,10,10,1,50,30,2,31713412,5546,11859750,0.85,0.1,0.05,158326,82,53,42,178,214,5,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-10,29,'-10,19,False,False,176,-0.02,You'll Always Find Your Way Back Home,Hannah Montana,Disney 2000s Vol. 1,15,15,1,75,45,2,27953887,4889,10459170,0.85,0.1,0.05,139664,122,54,0,180,0,19,3,1,
2026-04-10,30,'+6,36,False,False,173,0.24,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,14,14,1,70,42,2,29651737,5186,11091690,0.85,0.1,0.05,148092,114,42,17,140,89,9,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
2026-04-10,31,'-8,23,False,False,172,-0.02,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,10,10,1,50,30,2,28182000,4929,11069100,0.85,0.1,0.05,140917,82,52,38,176,191,5,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-04-10,32,'+5,37,True,False,171,0.24,The WhatsApp Shakespeare.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,14,14,1,70,42,2,31652775,5535,11837160,0.85,0.1,0.05,158025,114,41,16,138,82,32,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-10,33,NEW,--,True,False,170,--,On My Shoulder,Malcolm Todd,Sweet Boy,21,21,1,105,63,2,27771975,4858,10391400,0.85,0.1,0.05,138761,170,0,0,0,0,33,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-10,34,NEW,--,True,False,170,--,4Me 4Me,Malcolm Todd,Sweet Boy,21,21,1,105,63,2,30743212,5376,11498310,0.85,0.1,0.05,153510,170,0,0,0,0,34,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-10,35,'-7,28,False,False,169,0.07,Prison Song,System of a Down,Toxicity,12,12,1,60,36,2,28875000,4797,11340180,0.86,0.09,0.05,140840,98,47,24,158,120,28,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/faa79372c53139010902e67938ccf78e.jpg
2026-04-10,36,'-14,22,False,False,169,-0.04,Turn It Off,Paramore,brand new eyes,10,10,1,50,30,2,26796000,4687,10526940,0.85,0.1,0.05,134029,82,52,35,176,177,22,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png
2026-04-10,37,'+10,47,False,False,155,0.3,Deep Diving,After,After EP 2,10,10,1,50,30,2,24936450,4361,11520900,0.84,0.09,0.06,125195,82,35,38,119,194,3,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,38,'+10,48,False,False,153,0.33,The Field,After,After EP 2,10,10,1,50,30,2,25623675,4481,11837160,0.84,0.09,0.06,128625,82,34,37,115,189,5,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,39,'+10,49,False,False,153,0.34,Baroque,After,After EP 2,10,10,1,50,30,2,22285725,3898,10301040,0.84,0.09,0.06,111965,82,34,37,114,188,3,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,40,'+2,42,False,False,152,0.18,Aliens Exist,blink-182,Enema of the State,11,11,1,55,33,2,25155900,3911,10978740,0.86,0.09,0.06,119315,90,38,24,129,121,2,52,3,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-04-10,41,'+10,51,False,False,151,0.37,Where we are now,After,After EP 2,10,10,1,50,30,2,26409075,4618,12198600,0.84,0.09,0.06,132545,82,33,36,110,182,6,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,42,'+10,52,False,False,150,0.38,Close your eyes,After,After EP 2,10,10,1,50,30,2,22923862,4009,10594710,0.84,0.09,0.06,115150,82,32,36,109,180,7,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-10,43,'-2,41,False,False,146,0.13,POSSESSION,Melanie Martinez,HADES,12,12,1,60,36,2,25574587,4472,11814570,0.84,0.09,0.06,128380,98,38,10,129,50,41,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/221c6232bd06fee890484411d675adc7.png
2026-04-10,44,'+9,53,True,False,144,0.41,Click Clack Symphony. (feat. Hans Zimmer),RAYE,THIS MUSIC MAY CONTAIN HOPE.,14,14,1,70,42,2,23316562,3838,21550860,0.8,0.08,0.12,117110,114,30,0,102,0,44,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
