Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-03-20,1,'=,1,False,True,528,-0.23,Outbound,After,After EP 2,26,22,3,130,66,6,103802737,14206,82701990,0.82,0.07,0.1,476840,202,206,120,687,603,1,5,4,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-03-20,2,'=,2,False,False,333,-0.15,Mr. Brightside,The Killers,Hot Fuss,17,17,1,85,51,2,61916662,8979,35579250,0.84,0.08,0.08,287196,138,117,78,390,390,1,17,8,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-03-20,3,RE,--,True,False,301,--,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,42,27,5,210,81,10,63669375,7157,59524650,0.82,0.06,0.12,273504,301,0,0,0,0,3,20,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2026-03-20,4,'+56,60,False,False,290,4.92,Troublemaker,Weezer,Weezer (Red Album),33,33,1,165,99,2,48712125,8520,10933560,0.87,0.1,0.03,241045,266,14,10,49,50,3,22,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-03-20,5,'-1,4,False,False,282,-0.12,Eventually,Tame Impala,Currents,16,16,1,80,48,2,48215475,8432,11475720,0.87,0.1,0.03,238721,130,96,56,321,280,4,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-20,6,'+1,7,False,False,279,-0.06,Reality in Motion,Tame Impala,Currents,17,17,1,85,51,2,51264675,8964,12198600,0.87,0.1,0.03,253729,138,89,52,298,262,5,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-03-20,7,'+5,12,False,False,279,-0.01,My Own Worst Enemy,Lit,A Place in the Sun,17,17,1,85,51,2,44276925,7062,20466540,0.85,0.09,0.06,212926,138,84,57,283,288,2,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-03-20,8,NEW,--,True,False,274,--,Pork and Beans,Weezer,Weezer (Deluxe Edition),35,31,3,175,93,6,48510000,7515,32665140,0.83,0.08,0.09,233289,274,0,0,0,0,8,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/e6ea145e22093f2a03b54dafe61da18b.jpg
2026-03-20,9,NEW,--,True,False,274,--,Around the World,Red Hot Chili Peppers,Californication (Deluxe Edition),34,34,1,170,102,2,48105750,8413,11114280,0.87,0.1,0.03,238119,274,0,0,0,0,9,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
2026-03-20,10,NEW,--,True,False,266,--,Parallel Universe,Red Hot Chili Peppers,Californication (Deluxe Edition),33,33,1,165,99,2,44022825,7700,10481760,0.87,0.1,0.03,218085,266,0,0,0,0,10,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
