Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-11-14,1,'+2,3,True,False,343,0.46,Wherever You Will Go,The Calling,Camino Palmero,40,14,15,200,42,30,58558500,3584,172474650,0.66,0.03,0.31,246330,272,70,0,1,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/085669cc3c4f4177bfd54a17739ec88c.png
2025-11-14,2,RE,--,True,False,337,--,Actually Romantic,Taylor Swift,The Life of a Showgirl,42,41,2,210,123,4,64033200,10931,23945400,0.86,0.09,0.05,315945,337,0,0,2,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-14,3,NEW,--,True,False,329,--,Actually Romantic,Bowling for Soup,Actually Romantic,41,40,2,205,120,4,63692475,10866,24397200,0.85,0.09,0.05,314321,329,0,0,3,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/ec8ea0183ce4b09c404160888ea53acf.jpg
2025-11-14,4,RE,--,False,False,272,--,What's My Age Again?,blink-182,Enema of the State,43,13,5,215,39,10,65681962,3472,59976450,0.85,0.03,0.12,227164,264,0,7,1,48,2,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2025-11-14,5,'-3,2,False,False,271,0.1,Iris,Goo Goo Dolls,Dizzy Up the Girl,18,13,3,90,39,6,26351325,3328,34494930,0.78,0.06,0.16,121380,135,74,60,2,25,1,https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.jpg
2025-11-14,6,'-1,5,False,False,230,0.01,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On! (Deluxe Edition),12,12,1,60,36,2,17394300,3042,11385360,0.82,0.09,0.09,88375,98,68,63,1,33,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-11-14,7,'+6,13,False,False,221,0.07,The Rock Show,blink-182,Take Off Your Pants and Jacket,13,11,3,65,33,6,18355837,2716,33275070,0.72,0.07,0.21,92988,104,61,54,1,40,3,https://lastfm.freetls.fastly.net/i/u/300x300/d1556c35364e423efbfaf1bb0c42663e.png
2025-11-14,8,'-4,4,False,False,220,-0.04,Opalite,Taylor Swift,The Life of a Showgirl,11,7,5,55,21,10,16675312,1855,59524650,0.61,0.04,0.35,85008,86,69,64,2,7,4,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-14,9,'-8,1,False,False,217,-0.22,Father Figure,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,10166887,1778,11407950,0.77,0.09,0.14,53130,58,83,74,1,7,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-14,10,'+15,25,False,False,205,0.55,Sports car,Tate McRae,So Close to What,17,13,3,85,39,6,22874775,3059,31716359,0.77,0.07,0.17,108339,130,39,34,1,36,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-11-14,11,'-3,8,False,False,200,-0.07,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,9,9,1,45,27,2,11798325,2063,10301040,0.8,0.09,0.11,60781,74,64,60,1,15,3,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2025-11-14,12,'-1,11,False,False,197,-0.07,Lips of an Angel,Hinder,Extreme Behavior,9,9,1,45,27,2,13201650,2308,11520900,0.8,0.09,0.11,67963,74,63,59,7,37,2,https://lastfm.freetls.fastly.net/i/u/300x300/73f0bcf49b8d468ce3e00b2ef71f831e.jpg
2025-11-14,13,'-7,6,False,False,197,-0.13,The Middle,Jimmy Eat World,Bleed American,8,8,1,40,24,2,11134200,1947,10933560,0.79,0.09,0.12,57715,66,68,62,4,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/5f6bed4795106f6a5ace9295accf4493.jpg
2025-11-14,14,'+24,38,False,False,191,1.03,Unwell,Matchbox Twenty,More Than You Think You Are,24,12,3,120,36,6,34026300,2975,33410610,0.82,0.05,0.13,134862,162,28,0,8,41,1,https://lastfm.freetls.fastly.net/i/u/770x0/822c1a39f1124f1286f6200d06b86a85.jpg
2025-11-14,15,'+2,17,False,False,181,0.08,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,11,9,3,55,27,6,14547225,2082,31174199,0.7,0.06,0.24,74221,88,50,41,1,12,3,https://lastfm.freetls.fastly.net/i/u/300x300/6bbc8416c1f1c3a25054d4ae3b5fbb35.png
2025-11-14,16,'-4,12,False,False,181,-0.14,Love Drunk,Boys Like Girls,Love Drunk,7,7,1,35,21,2,10470075,1831,11746800,0.77,0.09,0.14,54705,58,63,59,5,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2025-11-14,17,'-8,9,False,False,180,-0.16,When You're Looking Like That - Single Remix,Westlife,Coast to Coast (Expanded Edition),7,7,1,35,21,2,9176475,1605,10301040,0.77,0.09,0.14,47985,58,64,56,9,6,3,https://lastfm.freetls.fastly.net/i/u/300x300/02cdcba26891ffae5fa9081995302a4b.png
2025-11-14,18,'-8,10,False,False,175,-0.17,Wood,Taylor Swift,The Life of a Showgirl,6,6,1,30,18,2,8991675,1572,11769390,0.76,0.09,0.16,47502,50,63,60,5,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-14,19,'-4,15,False,False,171,-0.06,Hitchin' a Ride,Green Day,Nimrod,8,8,1,40,24,2,10418100,1822,10233270,0.79,0.09,0.12,54026,66,54,49,2,74,7,https://lastfm.freetls.fastly.net/i/u/300x300/cc7bcc37cf9f88e4700dfb9500d1b241.jpg
2025-11-14,20,'-13,7,False,False,171,-0.21,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,6,6,1,30,18,2,8073450,1412,10572120,0.76,0.09,0.16,42679,50,64,55,3,7,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-14,21,'+3,24,False,False,169,0.27,Always,blink-182,blink-182,12,12,1,60,36,2,15592500,2727,10210680,0.82,0.09,0.09,79275,98,39,30,3,39,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-11-14,22,RE,--,False,False,168,--,Funeral (feat. James Bay),Maisie Peters,Funeral (feat. James Bay),24,2,21,120,6,42,33610500,489,231027930,0.48,0.0,0.52,160552,168,0,0,3,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/d8c468aca1592354da30e65a2f0fbd95.jpg
2025-11-14,23,RE,--,False,False,162,--,Better Than Revenge (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),25,9,5,125,27,10,39270000,2472,61670700,0.77,0.03,0.19,149331,162,0,0,6,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/caa5a586b599869e10542593928b5fdf.jpg
