Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Previous Week Raw Points,Two Weeks Ago Raw Points,Peak,WOC,Peak Streak,Album Cover
2026-04-24,12,'-2,10,False,False,257,0.17,Rodrick Rules,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,46084500,8058,12063060,0.87,0.1,0.04,228445,146,65,46,219,234,10,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,13,'+4,17,True,False,247,0.25,Ladygirl,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,44883300,7848,12153420,0.87,0.1,0.04,222607,146,59,42,198,213,13,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,14,'+14,28,True,False,229,0.39,On My Shoulder,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,37029300,6477,10391400,0.86,0.1,0.04,183939,146,49,34,165,170,14,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,15,'+14,29,True,False,229,0.39,4Me 4Me,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,40990950,7168,11498310,0.86,0.1,0.04,203490,146,49,34,165,170,15,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,16,'+67,83,True,False,203,2.17,I Like To Touch People,Audrey Hobert,Who's the Clown?,21,21,1,105,63,2,38045700,5443,10188090,0.86,0.1,0.04,155036,170,19,14,64,74,16,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-24,17,'-5,12,False,False,195,-0.08,YES GODDD,Slayyyter,WOR$T GIRL IN AMERICA,11,11,1,55,33,2,34069612,5958,11633850,0.86,0.1,0.05,169764,90,63,42,211,214,12,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,18,'+4,22,False,False,189,0.04,My Own Worst Enemy,Lit,A Place in the Sun,12,10,3,60,30,6,28649775,4556,30699810,0.79,0.08,0.13,143010,96,54,39,181,198,2,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-04-24,19,'-3,16,False,False,189,-0.06,BEAT UP CHANEL$,Slayyyter,WOR$T GIRL IN AMERICA,11,11,1,55,33,2,31167675,5450,11656440,0.85,0.1,0.05,155617,90,60,39,200,197,16,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,20,'-7,13,False,False,187,-0.1,CRANK,Slayyyter,WOR$T GIRL IN AMERICA,10,10,1,50,30,2,30555525,5344,10910970,0.86,0.1,0.05,152460,82,62,43,208,216,13,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,21,'-12,9,False,False,177,-0.23,Eventually,Tame Impala,Currents,7,7,1,35,21,2,27760425,4855,11475720,0.85,0.1,0.06,138957,58,68,51,229,255,4,10,2,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-24,22,'-2,20,False,False,170,-0.1,Pork and Beans,Weezer,Weezer (Deluxe Edition),8,6,3,40,18,6,27720000,4121,32665140,0.78,0.07,0.15,135240,64,56,50,189,254,5,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/e6ea145e22093f2a03b54dafe61da18b.jpg
2026-04-24,23,'-8,15,False,False,167,-0.18,Reality in Motion,Tame Impala,Currents,7,7,1,35,21,2,27962550,4889,12198600,0.85,0.1,0.06,140119,58,61,48,204,241,5,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-24,24,RE,--,True,False,157,--,Sore Throat,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,26169412,4577,10820610,0.85,0.1,0.06,131040,146,0,11,0,58,24,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,25,RE,--,True,False,157,--,Rockstar Boyfriend,Malcolm Todd,Sweet Boy,18,18,1,90,54,2,27979875,4893,11566080,0.85,0.1,0.06,140049,146,0,11,0,58,25,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/824921f6bdcf5846a4f5c25654abbbf8.jpg
2026-04-24,26,'-7,19,False,False,155,-0.19,Parallel Universe,Red Hot Chili Peppers,Californication (Deluxe Edition),7,7,1,35,21,2,22678425,3966,10481760,0.84,0.09,0.06,113925,58,57,40,191,201,10,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
2026-04-24,27,'-9,18,False,False,155,-0.19,Around the World,Red Hot Chili Peppers,Californication (Deluxe Edition),7,7,1,35,21,2,24052875,4206,11114280,0.84,0.09,0.06,120785,58,57,40,192,203,9,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/45dfde4f63a50f3aedeee21f3e9ed033.jpg
2026-04-24,28,'+5,33,False,False,149,-0.06,She's So Mean,Matchbox Twenty,North (Deluxe Edition),8,6,3,40,18,6,25869112,3991,35850330,0.76,0.08,0.17,129850,64,47,38,158,193,1,93,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2026-04-24,29,'+9,38,True,False,145,-0.05,I'M ACTUALLY KINDA FAMOUS,Slayyyter,WOR$T GIRL IN AMERICA,9,9,1,45,27,2,22383900,3915,10346220,0.84,0.09,0.06,112454,74,45,26,153,130,29,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,30,'+15,45,True,False,137,-0.03,CANNIBALISM!,Slayyyter,WOR$T GIRL IN AMERICA,10,10,1,50,30,2,22176000,3878,10888380,0.84,0.09,0.07,111573,82,42,13,141,66,30,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,31,'+67,98,False,False,135,1.93,The Burn,Matchbox Twenty,Mad Season,16,12,3,80,36,6,23709262,2927,43824600,0.73,0.06,0.21,112266,122,13,0,46,0,6,25,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2026-04-24,32,'+19,51,True,False,134,0.01,OLD TECHNOLOGY,Slayyyter,WOR$T GIRL IN AMERICA,10,10,1,50,30,2,19923750,3485,10436580,0.84,0.09,0.07,100471,82,39,13,133,66,32,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5fb948085ab415cbe3248727b7839386.png
2026-04-24,33,'+3,36,False,False,126,-0.18,The Albatross,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,21021000,3676,11791980,0.83,0.09,0.07,106169,58,46,22,154,111,15,32,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,34,'-10,24,False,False,126,-0.26,Prison Song,System of a Down,Toxicity,5,5,1,25,15,2,21656250,3282,11340180,0.85,0.08,0.07,102109,42,51,33,171,169,24,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/faa79372c53139010902e67938ccf78e.jpg
2026-04-24,35,'+6,41,False,False,125,-0.17,The Black Dog,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,18433800,2994,10346220,0.84,0.09,0.07,89964,58,45,22,151,113,1,27,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,36,'-15,21,False,False,125,-0.34,The Best of Both Worlds,Hannah Montana,Hannah Montana,4,4,1,20,12,2,21465675,3753,12040470,0.83,0.09,0.07,108402,34,56,35,188,177,17,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/3011949f44a8747eb9729aa28e9beff3.jpg
2026-04-24,37,'-10,27,False,False,123,-0.25,Guilty as Sin?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,9,9,1,45,27,2,20140312,3053,21099060,0.79,0.08,0.13,98280,74,49,0,165,0,3,56,2,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,38,'+1,39,True,False,121,-0.21,Click Clack Symphony. (feat. Hans Zimmer),RAYE,THIS MUSIC MAY CONTAIN HOPE.,6,4,3,30,12,6,19201875,2638,32326290,0.74,0.07,0.2,93688,48,45,28,153,144,38,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-24,39,'+5,44,False,False,118,-0.17,The Bolter,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,17980462,3144,10865790,0.83,0.09,0.08,91098,58,42,18,142,92,7,51,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,40,'-6,34,False,False,116,-0.26,Stateside,PinkPantheress,Fancy That,4,4,1,20,12,2,20420400,3570,12334140,0.83,0.09,0.08,103383,34,47,35,157,179,3,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c3b94a8c2de9fc832fca701f48a85f4.jpg
2026-04-24,41,'-4,37,False,False,115,-0.25,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,4,4,1,20,12,2,19632112,3433,11859750,0.83,0.09,0.08,99414,34,46,35,154,177,5,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-24,42,'-7,35,False,False,115,-0.26,Chemicals Collide,Boys Like Girls,Love Drunk,4,4,1,20,12,2,17830312,3118,10775430,0.83,0.09,0.08,90342,34,46,35,156,179,9,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-04-24,43,'-12,31,False,False,114,-0.28,Turn It Off,Paramore,brand new eyes,4,4,1,20,12,2,17417400,3046,10526940,0.83,0.09,0.08,88263,34,47,33,159,169,22,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/8935ea2d777c8f2f5f3c7a8f521ea9fb.png
2026-04-24,44,'-19,25,False,False,112,-0.34,You'll Always Find Your Way Back Home,Hannah Montana,Disney 2000s Vol. 1,3,3,1,15,9,2,17304787,3027,10459170,0.83,0.09,0.08,87696,26,51,35,170,176,19,5,1,
2026-04-24,45,'-22,23,False,False,112,-0.35,Beware.. The South London Lover Boy.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,3,3,1,15,9,2,18693675,3269,11295000,0.83,0.09,0.08,94689,26,51,35,172,177,23,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-24,46,RE,--,False,False,111,--,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From the Vault),Taylor Swift,Red (Taylor's Version),16,7,5,80,21,10,24994200,1912,61331850,0.69,0.03,0.27,106624,111,0,0,0,0,2,51,3,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2026-04-24,47,'+3,50,False,False,110,-0.18,The Field,After,After EP 2,5,3,3,25,9,6,18087300,2635,35511480,0.71,0.07,0.22,91875,40,40,30,134,153,5,10,3,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-24,48,'-22,26,False,False,110,-0.35,The WhatsApp Shakespeare.,RAYE,THIS MUSIC MAY CONTAIN HOPE.,3,3,1,15,9,2,19594575,3426,11837160,0.83,0.09,0.08,99225,26,50,34,168,171,26,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/9a46ff6f5eff4b7f011dc63c87e800c0.png
2026-04-24,49,'+5,54,False,False,109,-0.16,The Alchemy,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,16042950,2806,10504350,0.82,0.09,0.09,81550,58,39,12,130,61,20,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,50,'-18,32,False,False,109,-0.31,Go Away,Weezer,Everything Will Be Alright in the End,3,3,1,15,9,2,17602200,3078,11520900,0.82,0.09,0.09,89425,26,47,36,158,182,9,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/f9a1b19e001fe2adb697f55df60aacdd.png
2026-04-24,51,'+16,67,False,False,108,0.23,Honey,Taylor Swift,The Life of a Showgirl,7,3,5,35,9,10,19069050,1795,69125400,0.61,0.04,0.35,93002,54,26,28,88,144,10,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-24,52,'-22,30,False,False,108,-0.33,WHERE IS MY HUSBAND!,RAYE,WHERE IS MY HUSBAND!,3,3,1,15,9,2,16943850,2963,11091690,0.82,0.09,0.09,86100,26,48,34,161,173,9,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/d699b39671911b7dfc69d4c0acdcc4f1.png
2026-04-24,53,'-13,40,False,False,105,-0.31,I'll Believe in Anything,Wolf Parade,Apologies to the Queen Mary,3,3,1,15,9,2,16909200,2957,11069100,0.82,0.09,0.09,85925,26,45,34,152,172,5,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/f5d8d15658744ff0cf773f7adad2f437.png
2026-04-24,54,'+3,57,False,False,103,0.04,My Boy Only Breaks His Favorite Toys,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,9,9,1,45,27,2,18364500,3211,12017880,0.82,0.09,0.09,93275,74,29,0,99,0,2,50,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,55,'+11,66,False,False,101,0.12,Fortnight (feat. Post Malone),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,9,9,1,45,27,2,15696450,2745,10278450,0.82,0.09,0.09,79800,74,27,0,90,0,9,30,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,56,'-1,55,False,False,101,-0.15,But Daddy I Love Him,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,8,1,40,24,2,17810100,2855,11656440,0.83,0.09,0.09,86856,66,35,0,119,0,38,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,57,'-15,42,False,False,100,-0.33,POSSESSION,Melanie Martinez,HADES,3,3,1,15,9,2,16548262,2893,11814570,0.82,0.09,0.09,84364,26,45,29,150,146,41,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/221c6232bd06fee890484411d675adc7.png
2026-04-24,58,'+2,60,False,False,97,0.0,Opalite,Taylor Swift,The Life of a Showgirl,5,5,1,25,15,2,15159375,2651,11904930,0.81,0.09,0.1,77616,42,29,26,97,132,2,30,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-24,59,'-11,48,False,False,96,-0.29,Aliens Exist,blink-182,Enema of the State,3,3,1,15,9,2,13975500,2444,10978740,0.81,0.09,0.1,71589,26,40,30,136,152,2,54,3,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2026-04-24,60,'-13,47,False,False,94,-0.31,Smile Like You Mean It,The Killers,Hot Fuss,5,5,1,25,15,2,13542375,2368,10639890,0.81,0.09,0.1,69384,42,40,12,136,64,2,15,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-24,61,'+4,65,False,False,93,0.03,Fresh Out the Slammer,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,8,1,40,24,2,17215275,3010,12288960,0.82,0.09,0.09,87745,66,27,0,90,0,1,52,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,62,'-19,43,False,False,92,-0.38,Close your eyes,After,After EP 2,2,2,1,10,6,2,13484625,2358,10594710,0.81,0.09,0.1,69090,18,44,30,148,150,7,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-24,63,'-4,59,False,False,90,-0.09,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,4,4,1,20,12,2,13455750,2118,10572120,0.82,0.08,0.1,65660,34,29,27,99,135,3,30,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-24,64,'-18,46,False,False,90,-0.36,Where we are now,After,After EP 2,2,2,1,10,6,2,13981275,2444,12198600,0.8,0.09,0.11,71953,18,42,30,141,151,6,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-24,65,'-16,49,False,False,89,-0.34,Deep Diving,After,After EP 2,2,2,1,10,6,2,13201650,2308,11520900,0.8,0.09,0.11,67963,18,40,31,135,155,3,10,2,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-24,66,'+4,70,False,False,88,0.19,So Long London,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,8,8,1,40,24,2,13022625,2278,10233270,0.81,0.09,0.1,66738,66,22,0,74,0,30,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,67,'-9,58,False,False,87,-0.12,Florida!!! (feat. Florence + the Machine),Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,13860000,2424,10888380,0.81,0.09,0.1,71001,58,29,0,99,0,15,21,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,68,'-16,52,False,False,87,-0.35,Baroque,After,After EP 2,2,2,1,10,6,2,11798325,2063,10301040,0.8,0.09,0.11,60781,18,39,30,133,153,3,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/764cf72532e8eb727645d9a08e457a08.png
2026-04-24,69,'-8,61,False,False,86,-0.08,Father Figure,Taylor Swift,The Life of a Showgirl,4,4,1,20,12,2,13071712,2286,11407950,0.8,0.09,0.11,67298,34,27,25,93,126,1,30,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-24,70,'-8,62,False,False,85,-0.08,Who’s Afraid of Little Old Me?,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,14177625,2479,11136870,0.81,0.09,0.1,72618,58,27,0,92,0,6,34,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,71,'-7,64,False,False,85,-0.06,imgonnagetyouback,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,14264250,2494,11204640,0.81,0.09,0.1,73059,58,27,0,90,0,10,22,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,72,'+25,97,False,False,85,0.77,Down,blink-182,blink-182,7,7,1,35,21,2,13201650,2052,11520900,0.81,0.08,0.11,64386,58,14,13,48,69,1,60,7,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-04-24,73,'-20,53,False,False,84,-0.36,Somebody Told Me,The Killers,Hot Fuss,4,4,1,20,12,2,11798325,2063,10301040,0.8,0.09,0.11,60781,34,39,11,132,58,10,15,1,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-04-24,74,'-5,69,False,False,82,0.0,The Smallest Man Who Ever Lived,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,13138125,2298,10323630,0.81,0.09,0.1,67326,58,24,0,82,0,28,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,75,'+3,78,False,False,77,0.17,I Can Do It with a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,7,7,1,35,21,2,12084187,2113,10549530,0.8,0.09,0.11,62243,58,19,0,66,0,12,12,1,https://lastfm.freetls.fastly.net/i/u/300x300/3e9934e3815f2949acc34415d8931aea.jpg
2026-04-24,76,RE,--,False,False,73,--,Sugar We're Goin Down,Fall Out Boy,From Under the Cork Tree,10,1,10,50,3,20,13831125,241,108657900,0.44,0.0,0.55,70854,73,0,0,0,0,1,54,5,https://lastfm.freetls.fastly.net/i/u/300x300/73ff2d6aea6d465ac6b9a697ce4c6168.png
2026-04-24,77,'-9,68,False,False,70,-0.2,Troublemaker,Weezer,Weezer (Red Album),2,2,1,10,6,2,9742425,1704,10933560,0.77,0.09,0.14,50925,18,26,26,87,132,3,27,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2026-04-24,78,'+7,85,False,False,67,0.05,Chateau,Audrey Hobert,Who's the Clown?,4,4,1,20,12,2,9237112,1615,10368810,0.77,0.09,0.14,48299,34,19,14,64,74,72,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-24,79,'+7,86,False,False,67,0.05,Bowling alley,Audrey Hobert,Who's the Clown?,4,4,1,20,12,2,9297750,1626,10436580,0.77,0.09,0.14,48615,34,19,14,64,74,73,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b13bfefbf9b6bdc017494f009cbeede.jpg
2026-04-24,80,RE,--,False,False,66,--,Always,blink-182,blink-182,8,8,1,40,24,2,10395000,1818,10210680,0.79,0.09,0.12,53907,66,0,0,0,0,3,60,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2026-04-24,81,'-5,76,False,False,63,-0.07,Wood,Taylor Swift,The Life of a Showgirl,3,3,1,15,9,2,7493062,1310,11769390,0.73,0.08,0.18,40194,26,20,17,68,89,5,30,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-04-24,82,RE,--,False,False,62,--,Disciples,Tame Impala,Currents,8,4,5,40,12,10,12589500,1100,61783650,0.54,0.03,0.43,65212,62,0,0,0,0,42,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/dd45b0438a315aed98b5830aa2fc43c5.jpg
2026-04-24,83,RE,--,False,False,58,--,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,8,4,3,40,12,6,10487400,917,30903120,0.66,0.04,0.31,47985,58,0,0,0,0,1,29,3,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2026-04-24,84,RE,--,False,False,58,--,Mad Season,Matchbox Twenty,Mad Season,7,7,1,35,21,2,10510500,1838,11791980,0.77,0.09,0.14,54915,58,0,0,0,0,1,37,4,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2026-04-24,85,RE,--,False,False,58,--,Last Beautiful Girl,Matchbox Twenty,Mad Season,7,7,1,35,21,2,10793475,1887,12108240,0.77,0.09,0.14,56385,58,0,0,0,0,8,23,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
