Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2025-05-23,1,22,23,True,False,523,2.37,Down,blink-182,blink-182,55,55,1,275,165,2,80676750,14109,11520900,0.88,0.1,0.02,397047,442,46,33,1,12,1
2025-05-23,2,RE,--,True,False,411,--,How Far We've Come,Matchbox Twenty,How Far We've Come,50,48,3,250,144,6,67278750,11297,31716359,0.85,0.09,0.06,331583,400,0,10,2,11,1
2025-05-23,3,RE,--,True,False,403,--,Aliens Exist,blink-182,Enema of the State,48,48,1,240,144,2,67082400,11733,10978740,0.88,0.1,0.02,330673,386,0,16,3,24,1
2025-05-23,4,-1,3,False,False,400,0.42,May These Noises Startle You in Your Sleep Tonight,Pierce the Veil,Collide With the Sky,30,29,2,150,87,4,39760875,6723,20827980,0.84,0.09,0.07,197274,241,84,74,3,7,2
2025-05-23,5,RE,--,True,False,399,--,Beverly Hills,Weezer,Make Believe,47,47,1,235,141,2,69756225,12199,11656440,0.88,0.1,0.02,343805,378,0,20,5,2,1
2025-05-23,6,=,6,False,False,382,0.38,Hell Above,Pierce the Veil,Collide With the Sky,28,28,1,140,84,2,40505850,7084,11362770,0.86,0.1,0.04,201096,226,83,72,4,7,1
2025-05-23,7,6,13,True,False,340,0.4,Hold On Till May,Pierce the Veil,Collide With the Sky,26,26,1,130,78,2,34984950,6119,10572120,0.86,0.1,0.04,173999,210,72,56,7,4,1
2025-05-23,8,14,22,True,False,336,1.15,exes,Tate McRae,THINK LATER,30,30,1,150,90,2,43745625,7650,11453130,0.87,0.1,0.04,216916,242,46,46,8,5,1
2025-05-23,9,11,20,False,False,319,0.99,Always,blink-182,blink-182,29,29,1,145,87,2,37681875,6591,10210680,0.87,0.1,0.04,187089,234,48,36,3,15,1
2025-05-23,10,NEW,--,True,False,304,--,Girls & Boys,Blur,Blur: The Best Of,38,36,3,190,108,6,56618100,9380,35104860,0.83,0.09,0.08,279741,304,0,0,10,1,1
2025-05-23,11,-10,1,False,False,288,-0.23,Can't Keep My Hands Off You (feat. Rivers Cuomo),Simple Plan,Get Your Heart On! (Deluxe Edition),9,9,1,45,27,2,13513500,2363,11791980,0.8,0.09,0.11,69559,74,112,100,1,4,3
2025-05-23,12,-10,2,False,False,268,-0.08,Sports car,Tate McRae,So Close to What,12,11,2,60,33,4,16146900,2589,21144240,0.76,0.08,0.16,82075,97,87,83,1,11,4
2025-05-23,13,-9,4,False,False,232,-0.17,I know love (feat. The Kid LAROI),Tate McRae,So Close to What,9,9,1,45,27,2,11850300,2072,10346220,0.8,0.09,0.11,61046,74,84,73,4,6,1
2025-05-23,14,-4,10,False,False,225,-0.16,2 hands,Tate McRae,So Close to What,9,9,1,45,27,2,12188137,2131,10639890,0.8,0.09,0.11,62776,74,80,69,1,11,2
2025-05-23,15,-10,5,False,False,222,-0.2,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,9,9,1,45,27,2,13643437,2385,11904930,0.8,0.09,0.11,70224,74,83,63,5,7,2
