Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2025-12-12,1,=,1,False,True,542,-0.18,Blue Valentine,NMIXX,Blue Valentine,26,17,10,130,51,20,34084050,3898,103010400,0.64,0.05,0.31,169547,201,198,141,1,7,4
2025-12-12,2,=,2,False,True,290,0.04,Mr. Brightside,The Killers,Hot Fuss,14,14,1,70,42,2,21142275,3697,11859750,0.83,0.09,0.07,106778,114,83,92,2,3,3
2025-12-12,3,2,5,False,True,262,0.34,Supermassive Black Hole,Muse,Black Holes and Revelations,15,15,1,75,45,2,21179812,3704,11091690,0.84,0.09,0.07,106764,122,58,81,3,3,2
2025-12-12,4,11,15,False,True,208,0.32,Boss of Me,They Might Be Giants,Mink Car,12,12,1,60,36,2,16042950,2806,10504350,0.82,0.09,0.09,81550,98,47,61,4,3,2
2025-12-12,5,4,9,True,False,200,0.18,Unwell,Matchbox Twenty,More Than You Think You Are,13,13,1,65,39,2,18430912,3223,11136870,0.83,0.09,0.08,93366,106,51,42,5,45,1
2025-12-12,6,-3,3,False,False,188,-0.13,What's My Age Again?,blink-182,Enema of the State,9,9,1,45,27,2,13747387,2404,11995290,0.8,0.09,0.11,70756,74,65,48,1,52,2
2025-12-12,7,=,7,False,False,173,0.02,My Man on Willpower,Sabrina Carpenter,Man’s Best Friend,12,8,5,60,24,10,15869700,1850,51956999,0.63,0.05,0.33,80675,94,51,28,1,16,3
2025-12-12,8,3,11,False,False,168,0.04,Opalite,Taylor Swift,The Life of a Showgirl,10,10,1,50,30,2,15159375,2651,11904930,0.81,0.09,0.1,77616,82,48,37,2,11,4
2025-12-12,9,7,16,False,False,161,0.03,Actually Romantic,Taylor Swift,The Life of a Showgirl,9,9,1,45,27,2,13721400,2399,11972700,0.8,0.09,0.11,70623,74,47,38,2,9,1
2025-12-12,10,2,12,False,False,160,-0.01,Father Figure,Taylor Swift,The Life of a Showgirl,9,9,1,45,27,2,13071712,2286,11407950,0.8,0.09,0.11,67298,74,48,37,1,11,6
2025-12-12,11,-5,6,False,False,157,-0.13,Iris,Goo Goo Dolls,Dizzy Up the Girl,8,8,1,40,24,2,11711700,2048,11498310,0.79,0.09,0.12,60690,66,54,36,2,29,1
2025-12-12,12,-2,10,False,False,155,-0.05,Wherever You Will Go,The Calling,Camino Palmero,8,8,1,40,24,2,11711700,2048,11498310,0.79,0.09,0.12,60690,66,49,38,1,9,1
2025-12-12,13,-9,4,False,False,154,-0.24,Phoenix,NMIXX,Blue Valentine,7,7,1,35,21,2,9782850,1711,10978740,0.77,0.09,0.14,51135,58,60,34,4,7,1
2025-12-12,14,6,20,False,False,152,0.01,The Rock Show,blink-182,Take Off Your Pants and Jacket,9,9,1,45,27,2,12707887,2222,11091690,0.8,0.09,0.11,65436,74,45,31,1,44,3
2025-12-12,15,2,17,False,False,152,-0.01,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On! (Deluxe Edition),9,9,1,45,27,2,13045725,2281,11385360,0.8,0.09,0.11,67165,74,46,30,1,37,1
2025-12-12,16,-8,8,False,False,152,-0.11,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,8,8,1,40,24,2,10487400,1834,10301040,0.79,0.09,0.12,54383,66,51,34,1,19,3
2025-12-12,17,-3,14,False,False,152,-0.05,Actually Romantic,Bowling for Soup,Actually Romantic,8,8,1,40,24,2,12427800,2173,12198600,0.79,0.09,0.12,64379,66,48,37,3,5,1
2025-12-12,18,5,23,False,False,150,0.04,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,9,9,1,45,27,2,12110175,2118,10572120,0.8,0.09,0.11,62376,74,43,31,3,11,3
2025-12-12,19,13,32,False,False,148,0.47,THIS IS FOR,TWICE,THIS IS FOR,12,12,1,60,36,2,15696450,2745,10278450,0.82,0.09,0.09,79800,98,30,19,17,16,1
2025-12-12,20,-2,18,False,False,147,-0.05,The Middle,Jimmy Eat World,Bleed American,8,8,1,40,24,2,11134200,1947,10933560,0.79,0.09,0.12,57715,66,46,33,4,12,3
2025-12-12,21,7,28,False,False,142,0.13,Wood,Taylor Swift,The Life of a Showgirl,9,9,1,45,27,2,13487512,2358,11769390,0.8,0.09,0.11,69426,74,37,29,5,11,1
2025-12-12,22,-9,13,False,False,139,-0.13,Reality Hurts,NMIXX,Blue Valentine,7,7,1,35,21,2,9883912,1728,11091690,0.77,0.09,0.14,51660,58,48,32,11,7,1
2025-12-12,23,-4,19,False,False,138,-0.09,Funeral (feat. James Bay),Maisie Peters,Funeral (feat. James Bay),7,7,1,35,21,2,9803062,1714,11001330,0.77,0.09,0.14,51240,58,45,34,3,19,1
2025-12-12,24,-3,21,False,False,131,-0.12,Sports car,Tate McRae,So Close to What,7,7,1,35,21,2,9419025,1647,10572120,0.77,0.09,0.14,49245,58,44,28,1,40,4
2025-12-12,25,-1,24,False,False,130,-0.02,Stay Together for the Kids,blink-182,Take Off Your Pants and Jacket,8,8,1,40,24,2,12196800,2132,11972700,0.79,0.09,0.12,63189,66,39,23,10,30,1
2025-12-12,26,-4,22,False,False,129,-0.1,Lips of an Angel,Hinder,Extreme Behavior,7,7,1,35,21,2,10267950,1795,11520900,0.77,0.09,0.14,53655,58,43,26,7,41,2
