Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2025-12-05,Blue Valentine,Blue Valentine,NMIXX,47,38,6
2025-12-05,The Day You Said Goodnight,Hale,Hale,1,1,1
2025-12-05,Pantropiko,Talaarawan,Bini,1,1,1
2025-12-05,The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,5,5,1
2025-12-05,Oo,Fragmented,Up Dharma Down,1,1,1
2025-12-05,Your Song,Bigotilyo,Parokya Ni Edgar,1,1,1
2025-12-05,Huling Sayaw,Romantico,Kamikazee,1,1,1
2025-12-05,Pangarap Lang Kita,Middle-Aged Juvenile Novelty Pop Rockers,Parokya Ni Edgar,1,1,1
2025-12-05,sirena,MKNM (Mga Kwento Ng Makata),Gloc-9,1,1,1
2025-12-05,Clouds,Clouds,Any Name's Okay,1,1,1
2025-12-05,Kilometro,Perfectly Imperfect,Sarah Geronimo,1,1,1
2025-12-05,Sumayaw Ka,Diploma,Gloc-9,1,1,1
2025-12-05,Back To Me,Back To Me,Cueshé,1,1,1
2025-12-05,Magasin,Circus,Eraserheads,1,1,1
2025-12-05,Gitara,Halina Sa Parokya,Parokya Ni Edgar,1,1,1
2025-12-05,Kathang Isip,Kathang Isip,Ben&Ben,1,1,1
2025-12-05,Ayokong Tumanda,After All This Time,Itchyworms,1,1,1
2025-12-05,Naturally,Kiss & Tell,Selena Gomez & the Scene,1,1,1
2025-12-05,Awit Ng Kabataan,Greatest Hits,Rivermaya,1,1,1
2025-12-05,Ikaw,All About Love,Yeng Constantino,1,1,1
2025-12-05,Huwag Na Huwag Mong Sasabihin...,Kitchie Nadal,Kitchie Nadal,1,1,1
2025-12-05,Gusto Ko Nang Bumitaw - From The Broken Marriage Vow,The Themes of The Broken Marriage Vow,Morissette,1,1,1
2025-12-05,Tabing-dagat,Tabing-dagat,Any Name's Okay,1,1,1
2025-12-05,Ikaw Lamang,Fuchsiang Pag-Ibig,Silent Sanctuary,1,1,1
2025-12-05,Sa Ngalan Ng Pag-Ibig,Langit Mong Bughaw,December Avenue,3,3,1
2025-12-05,Bulong,Langit Mong Bughaw,December Avenue,3,3,1
2025-12-05,Kung 'Di Rin Lang Ikaw,Kung 'Di Rin Lang Ikaw,December Avenue,3,3,1
2025-12-05,Santa Can’t You Hear Me,When Christmas Comes Around...,Kelly Clarkson,8,8,1
2025-12-05,Christmas Eve - Bonus Track,When Christmas Comes Around...,Kelly Clarkson,8,8,1
2025-12-05,Jingle Bell Rock,When Christmas Comes Around...,Kelly Clarkson,8,8,1
2025-12-05,Rockin' Around the Christmas Tree,When Christmas Comes Around...,Kelly Clarkson,8,8,1
2025-12-05,It's Beginning to Look a Lot Like Christmas,When Christmas Comes Around...,Kelly Clarkson,8,8,1
2025-12-05,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,8,8,1
2025-12-05,Oh Come Oh Come Emmanuel,Wrapped in Red,Kelly Clarkson,8,8,1
2025-12-05,My Favorite Things,Wrapped in Red,Kelly Clarkson,8,8,1
2025-12-05,Run Run Rudolph,Wrapped in Red,Kelly Clarkson,8,8,1
2025-12-05,Underneath the Tree,Wrapped in Red,Kelly Clarkson,8,8,1
2025-12-05,Reality Hurts,Blue Valentine,NMIXX,9,9,1
2025-12-05,THIS IS FOR,THIS IS FOR,TWICE,9,7,3
2025-12-05,Love Drunk,Love Drunk,Boys Like Girls,6,6,1
2025-12-05,Funeral (feat. James Bay),Trying: Season 2 (Apple TV+ Original Series Soundtrack),Maisie Peters,9,7,3
2025-12-05,Boss of Me,Mink Car,They Might Be Giants,8,8,1
2025-12-05,Actually Romantic,The Life of a Showgirl,Taylor Swift,7,7,1
2025-12-05,Stay Together for the Kids,Take Off Your Pants and Jacket,blink-182,9,9,1
2025-12-05,Actually Romantic,Actually Romantic,Bowling for Soup,8,8,1
2025-12-05,Wherever You Will Go,Camino Palmero,The Calling,7,7,1
2025-12-05,Wood,The Life of a Showgirl,Taylor Swift,6,6,1
2025-12-05,Always,blink-182,blink-182,8,8,1
2025-12-05,2 hands,So Close to What,Tate McRae,8,8,1
2025-12-05,Thunder,Boys Like Girls,Boys Like Girls,8,8,1
2025-12-05,The Fate of Ophelia,The Life of a Showgirl,Taylor Swift,8,8,1
2025-12-05,Unwell,More Than You Think You Are,Matchbox Twenty,8,8,1
2025-12-05,Phoenix,Blue Valentine,NMIXX,14,14,1
2025-12-05,The Middle,Bleed American,Jimmy Eat World,9,8,2
2025-12-05,Father Figure,The Life of a Showgirl,Taylor Swift,8,8,1
2025-12-05,The Rock Show,Take Off Your Pants and Jacket,blink-182,8,8,1
2025-12-05,Lips of an Angel,Extreme Behavior,Hinder,9,9,1
2025-12-05,Supermassive Black Hole,Black Holes and Revelations,Muse,9,9,1
2025-12-05,Opalite,The Life of a Showgirl,Taylor Swift,8,8,1
2025-12-05,Sports car,So Close to What,Tate McRae,9,9,1
2025-12-05,Jet Lag (feat. Natasha Bedingfield),Get Your Heart On! (Deluxe Edition),Simple Plan,9,9,1
2025-12-05,Stacy's Mom,I've Never Done Anything Like This,Bowling for Soup,10,10,1
2025-12-05,What's My Age Again?,Enema of the State,blink-182,12,12,1
2025-12-05,Iris,Dizzy Up the Girl,Goo Goo Dolls,10,10,1
2025-12-05,My Man on Willpower,Man’s Best Friend,Sabrina Carpenter,12,12,1
2025-12-05,Mr. Brightside,Hot Fuss,The Killers,19,13,3
2025-12-05,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,2,2,1
2025-12-05,Helena,Three Cheers for Sweet Revenge,My Chemical Romance,3,3,1
2025-12-05,Going Away to College,Enema of the State,blink-182,2,2,1
2025-12-05,Longview,Dookie,Green Day,3,3,1
2025-12-05,Chump,Dookie,Green Day,2,2,1
2025-12-05,Hell Above,Collide With the Sky,Pierce the Veil,1,1,1
