Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2025-04-11,party tattoos,party tattoos,dodie,1,1,1
2025-04-11,Guiltless,Guiltless,dodie,1,1,1
2025-04-11,BOYS LIKE YOU,BOYS LIKE YOU,dodie,1,1,1
2025-04-11,burned out,Human,dodie,1,1,1
2025-04-11,If I'm Being Honest,Human,dodie,1,1,1
2025-04-11,She,Human,dodie,1,1,1
2025-04-11,HUMAN,Human,dodie,1,1,1
2025-04-11,Not What I Meant (feat. Lewis Watson),Human,dodie,1,1,1
2025-04-11,Monster,Human,dodie,1,1,1
2025-04-11,Arms Unfolding,Human,dodie,1,1,1
2025-04-11,2 hands,So Close to What,Tate McRae,51,16,27
2025-04-11,Purple lace bra,So Close to What,Tate McRae,14,14,1
2025-04-11,Sports car,So Close to What,Tate McRae,24,15,10
2025-04-11,Revolving door,So Close to What,Tate McRae,14,14,1
2025-04-11,It's ok I'm ok,So Close to What,Tate McRae,14,14,1
2025-04-11,Miss possessive,So Close to What,Tate McRae,14,14,1
2025-04-11,Telephone (feat. Beyoncé),The Fame Monster (Deluxe Edition),Lady Gaga,3,1,3
2025-04-11,Judas,Born This Way (International Special Edition Version),Lady Gaga,1,1,1
2025-04-11,The Edge of Glory,Born This Way (International Special Edition Version),Lady Gaga,1,1,1
2025-04-11,Just Dance,The Fame,Lady Gaga,1,1,1
2025-04-11,Paparazzi,The Fame,Lady Gaga,1,1,1
2025-04-11,Poker Face,The Fame,Lady Gaga,1,1,1
2025-04-11,Hot n Cold,One of the Boys,Katy Perry,3,3,1
2025-04-11,Waking Up in Vegas,One of the Boys,Katy Perry,2,2,1
2025-04-11,California Gurls (feat. Snoop Dogg),Teenage Dream,Katy Perry,20,5,14
2025-04-11,King for a Day,Nimrod,Green Day,4,2,3
2025-04-11,King for a Day,Collide With the Sky,Pierce the Veil,15,13,2
2025-04-11,Mr. Know It All,Stronger (Deluxe Version),Kelly Clarkson,2,2,1
2025-04-11,Don't Let Me Stop You,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,Cry,All I Ever Wanted,Kelly Clarkson,3,3,1
2025-04-11,All I Ever Wanted,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,If I Can't Have You,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,Already Gone,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,I Do Not Hook Up,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,2,2,1
2025-04-11,Don't Waste Your Time,My December,Kelly Clarkson,1,1,1
2025-04-11,One Minute,My December,Kelly Clarkson,1,1,1
2025-04-11,Sober,My December,Kelly Clarkson,1,1,1
2025-04-11,Never Again,My December,Kelly Clarkson,1,1,1
2025-04-11,Walk Away,Breakaway,Kelly Clarkson,1,1,1
2025-04-11,Behind These Hazel Eyes,Breakaway,Kelly Clarkson,1,1,1
2025-04-11,Because of You,Breakaway,Kelly Clarkson,1,1,1
2025-04-11,Since U Been Gone,Breakaway,Kelly Clarkson,1,1,1
2025-04-11,Breakaway,Breakaway,Kelly Clarkson,1,1,1
2025-04-11,Freak,Glory Days (Expanded Edition),Little Mix,1,1,1
