Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2026-02-13,Crush,David Archuleta,David Archuleta,12,4,5
2026-02-13,Manchild,Man’s Best Friend,Sabrina Carpenter,7,7,1
2026-02-13,Fame Is a Gun,Addison,Addison Rae,2,2,1
2026-02-13,Hot & Sexy,Midnight Sun,Zara Larsson,13,8,6
2026-02-13,I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4,2,3
2026-02-13,ME! (feat. Brendon Urie of Panic! at the Disco),Lover,Taylor Swift,3,1,3
2026-02-13,Forever & Always,Fearless,Taylor Swift,3,1,3
2026-02-13,The Story of Us,Speak Now,Taylor Swift,1,1,1
2026-02-13,Better Than Revenge,Speak Now,Taylor Swift,1,1,1
2026-02-13,Enchanted,Speak Now,Taylor Swift,1,1,1
2026-02-13,Stacy's Mom,I've Never Done Anything Like This,Bowling for Soup,6,2,3
2026-02-13,2 hands,So Close to What,Tate McRae,5,3,3
2026-02-13,Sports car,So Close to What,Tate McRae,13,5,5
2026-02-13,Glamorous Indie Rock & Roll,Hot Fuss,The Killers,4,4,1
2026-02-13,Everything Will Be Alright,Hot Fuss,The Killers,4,4,1
2026-02-13,Midnight Show,Hot Fuss,The Killers,8,8,1
2026-02-13,Believe Me Natalie,Hot Fuss,The Killers,7,7,1
2026-02-13,Change Your Mind,Hot Fuss,The Killers,4,4,1
2026-02-13,On Top,Hot Fuss,The Killers,7,7,1
2026-02-13,Andy You're a Star,Hot Fuss,The Killers,4,4,1
2026-02-13,All These Things That I've Done,Hot Fuss,The Killers,4,4,1
2026-02-13,Somebody Told Me,Hot Fuss,The Killers,8,6,3
2026-02-13,Smile Like You Mean It,Hot Fuss,The Killers,26,11,11
2026-02-13,Mr. Brightside,Hot Fuss,The Killers,39,16,6
2026-02-13,Jenny Was a Friend of Mine,Hot Fuss,The Killers,8,8,1
2026-02-13,Two Is Better Than One (feat. Taylor Swift),Love Drunk,Boys Like Girls,11,11,1
2026-02-13,Unwell,More Than You Think You Are,Matchbox Twenty,1,1,1
2026-02-13,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition,Maroon 5,1,1,1
2026-02-13,Iris,Dizzy Up the Girl,Goo Goo Dolls,13,3,8
2026-02-13,Thunder,Boys Like Girls,Boys Like Girls,1,1,1
2026-02-13,Teacher's Pet,K-12,Melanie Martinez,9,5,5
2026-02-13,Recess,K-12,Melanie Martinez,3,3,1
2026-02-13,Strawberry Shortcake,K-12,Melanie Martinez,3,3,1
2026-02-13,Body Better,The Good Witch,Maisie Peters,15,9,5
2026-02-13,Style (Taylor's Version),1989 (Taylor's Version),Taylor Swift,7,7,1
