Week,Position,Rise/Fall,Song,Artist,Album,Total Points,Streams Points,Sales Points,Airplay Points
2024-07-05,13,+58,Last of the American Girls,Green Day,Green Day,210,130k,78k,2k
2024-07-05,14,+15,The Albatross,Taylor Swift,Taylor Swift,146,90k,54k,2k
2024-07-05,15,+6,imgonnagetyouback,Taylor Swift,Taylor Swift,138,85k,51k,2k
2024-07-05,16,-1,Guilty as Sin?,Taylor Swift,Taylor Swift,130,80k,48k,2k
2024-07-05,17,-3,The Black Dog,Taylor Swift,Taylor Swift,138,85k,51k,2k
2024-07-05,18,+6,The Bolter,Taylor Swift,Taylor Swift,122,75k,45k,2k
2024-07-05,19,-12,Nice Guys Finish Last,Green Day,Green Day,124,90k,24k,10k
2024-07-05,20,+15,In the End,Green Day,Green Day,161,100k,57k,4k
2024-07-05,21,-9,My Boy Only Breaks His Favorite Toys,Taylor Swift,Taylor Swift,130,80k,48k,2k
2024-07-05,22,+8,Style (Taylor's Version),Taylor Swift,Taylor Swift,127,85k,30k,12k
2024-07-05,23,-13,Too Dumb To Die,Green Day,Green Day,58,35k,21k,2k
2024-07-05,24,+19,Whatsername,Green Day,Green Day,74,45k,27k,2k
2024-07-05,25,+26,Gone,Kelly Clarkson,Kelly Clarkson,130,80k,48k,2k
2024-07-05,26,-13,Bobby Sox,Green Day,Green Day,66,40k,24k,2k
2024-07-05,27,RE,I Can Fix Him (No Really I Can),Taylor Swift,Taylor Swift,98,60k,36k,2k
2024-07-05,28,-5,Breakaway,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-07-05,29,+56,Brutal Love,Green Day,Green Day,74,45k,27k,2k
2024-07-05,30,-4,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-07-05,31,-3,Helena,My Chemical Romance,My Chemical Romance,82,50k,30k,2k
2024-07-05,32,RE,Naturally,Selena Gomez & the Scene,Selena Gomez & the Scene,110,80k,6k,24k
2024-07-05,33,-13,Saviors,Green Day,Green Day,42,25k,15k,2k
2024-07-05,34,-9,Please Please Please,Sabrina Carpenter,Sabrina Carpenter,26,15k,9k,2k
2024-07-05,35,-26,Virtual Angel,ARTMS,ARTMS,58,35k,21k,2k
2024-07-05,36,-14,Dead!,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-07-05,37,RE,Fresh Out the Slammer,Taylor Swift,Taylor Swift,90,55k,33k,2k
2024-07-05,38,RE,Beautiful Disaster (Live),Kelly Clarkson,Kelly Clarkson,98,60k,36k,2k
2024-07-05,39,-20,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-07-05,40,+49,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,96,65k,21k,10k
2024-07-05,41,RE,Begin Again (Taylor's Version),Taylor Swift,Taylor Swift,94,65k,3k,26k
2024-07-05,42,RE,A Moment Like This,Kelly Clarkson,Kelly Clarkson,98,60k,36k,2k
2024-07-05,43,RE,Before Your Love,Kelly Clarkson,Kelly Clarkson,98,60k,36k,2k
2024-07-05,44,RE,Addicted,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-07-05,45,-29,Before the Lobotomy,Green Day,Green Day,50,30k,18k,2k
2024-07-05,46,+34,Walk Away,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-07-05,47,-30,Mobile,Avril Lavigne,Avril Lavigne,58,35k,21k,2k
2024-07-05,48,RE,I Hate Myself for Losing You,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-07-05,49,RE,Where Is Your Heart,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-07-05,50,RE,Midnight Rain,Taylor Swift,Taylor Swift,78,50k,18k,10k
2024-07-05,51,-18,Buddy Holly,Weezer,Weezer,58,35k,21k,2k
2024-07-05,52,-8,Give Me Novacaine / She's a Rebel,Green Day,Green Day,18,10k,6k,2k
2024-07-05,53,RE,Hear Me,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-07-05,54,-50,pretty isn’t pretty,Olivia Rodrigo,Olivia Rodrigo,58,35k,21k,2k
2024-07-05,55,-1,22 (Taylor's Version),Taylor Swift,Taylor Swift,64,45k,9k,10k
2024-07-05,56,RE,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-05,57,-15,Peacemaker,Green Day,Green Day,10,5k,3k,2k
2024-07-05,58,-55,get him back!,Olivia Rodrigo,Olivia Rodrigo,58,35k,21k,2k
2024-07-05,59,-12,Forever Now,Green Day,Green Day,10,5k,3k,2k
2024-07-05,60,-58,bad idea right?,Olivia Rodrigo,Olivia Rodrigo,58,35k,21k,2k
2024-07-05,61,-56,love is embarrassing,Olivia Rodrigo,Olivia Rodrigo,58,35k,21k,2k
2024-07-05,62,-61,obsessed,Olivia Rodrigo,Olivia Rodrigo,58,35k,21k,2k
2024-07-05,63,RE,What the Hell,Avril Lavigne,Avril Lavigne,57,35k,18k,4k
2024-07-05,64,RE,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-07-05,65,RE,Red (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-07-05,66,-16,Ha Ha You're Dead,Green Day,Green Day,10,5k,3k,2k
2024-07-05,67,RE,Girlfriend,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-07-05,68,+13,Because of You,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-07-05,69,RE,Better Than Revenge (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-07-05,70,+7,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Taylor Swift,39,25k,6k,8k
2024-07-05,71,RE,Longview,Green Day,Green Day,34,20k,12k,2k
2024-07-05,72,-6,Goodnight Adeline,Green Day,Green Day,10,5k,3k,2k
2024-07-05,73,+25,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-07-05,74,RE,When I Come Around,Green Day,Green Day,34,20k,12k,2k
2024-07-05,75,RE,Welcome to Paradise,Green Day,Green Day,34,20k,12k,2k
2024-07-05,76,-21,I Don't Love You,My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-07-05,77,RE,She,Green Day,Green Day,34,20k,12k,2k
2024-07-05,78,+13,Psycho,Maisie Peters,Maisie Peters,10,5k,3k,2k
2024-07-05,79,-12,American Eulogy: Mass Hysteria / Modern World,Green Day,Green Day,10,5k,3k,2k
2024-07-05,80,RE,All Too Well (10 Minute Version) (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-07-05,81,+15,Basket Case,Green Day,Green Day,34,20k,12k,2k
2024-07-05,82,RE,intro (end of the world),Ariana Grande,Ariana Grande,18,10k,6k,2k
2024-07-05,83,-21,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-07-05,84,-10,The Static Age,Green Day,Green Day,10,5k,3k,2k
2024-07-05,85,-6,Wake Me Up When September Ends,Green Day,Green Day,18,10k,6k,2k
2024-07-05,86,RE,The Prophecy,Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-05,87,RE,Starlight (Taylor's Version),Taylor Swift,Taylor Swift,31,20k,3k,8k
2024-07-05,88,-5,All Too Well (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-05,89,-41,King for a Day,Green Day,Green Day,10,5k,3k,2k
2024-07-05,90,+2,Know Your Enemy,Green Day,Green Day,10,5k,3k,2k
2024-07-05,91,RE,i wish i hated you,Ariana Grande,Ariana Grande,10,5k,3k,2k
2024-07-05,92,RE,Who’s Afraid of Little Old Me?,Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-05,93,RE,The Ghost of You,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-07-05,94,-25,The End.,My Chemical Romance,My Chemical Romance,10,5k,3k,2k
2024-07-05,95,-17,Murder City,Green Day,Green Day,10,5k,3k,2k
2024-07-05,96,RE,Last Night on Earth,Green Day,Green Day,10,5k,3k,2k
2024-07-05,97,RE,Peter,Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-05,98,RE,ordinary things (feat. Nonna),Ariana Grande,Ariana Grande,10,5k,3k,2k
2024-07-05,99,RE,imperfect for you,Ariana Grande,Ariana Grande,10,5k,3k,2k
2024-07-05,100,RE,we can't be friends (wait for your love),Ariana Grande,Ariana Grande,10,5k,3k,2k
2024-07-12,1,+64,Red (Taylor's Version),Taylor Swift,Taylor Swift,294,205k,15k,74k
2024-07-12,2,+38,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,288,200k,18k,70k
2024-07-12,3,+40,Before Your Love,Kelly Clarkson,Kelly Clarkson,202,125k,75k,2k
2024-07-12,4,+38,A Moment Like This,Kelly Clarkson,Kelly Clarkson,202,125k,75k,2k
2024-07-12,5,+14,Nice Guys Finish Last,Green Day,Green Day,136,90k,36k,10k
2024-07-12,6,RE,Miss Independent,Kelly Clarkson,Kelly Clarkson,169,105k,60k,4k
2024-07-12,7,+5,I Look in People's Windows,Taylor Swift,Taylor Swift,80,50k,24k,6k
2024-07-12,8,+54,obsessed,Olivia Rodrigo,Olivia Rodrigo,50,30k,18k,2k
2024-07-12,9,RE,Super Graphic Ultra Modern Girl,Chappell Roan,Chappell Roan,146,90k,54k,2k
2024-07-12,10,RE,Casual,Chappell Roan,Chappell Roan,146,90k,54k,2k
2024-07-12,11,RE,After Midnight,Chappell Roan,Chappell Roan,146,90k,54k,2k
2024-07-12,12,+5,The Black Dog,Taylor Swift,Taylor Swift,70,45k,15k,10k
2024-07-12,13,+8,My Boy Only Breaks His Favorite Toys,Taylor Swift,Taylor Swift,82,50k,30k,2k
2024-07-12,14,+40,pretty isn’t pretty,Olivia Rodrigo,Olivia Rodrigo,42,25k,15k,2k
2024-07-12,15,RE,Red Wine Supernova,Chappell Roan,Chappell Roan,138,85k,51k,2k
2024-07-12,16,RE,Femininomenon,Chappell Roan,Chappell Roan,138,85k,51k,2k
2024-07-12,17,-2,imgonnagetyouback,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-07-12,18,+6,Whatsername,Green Day,Green Day,90,55k,33k,2k
2024-07-12,19,+39,get him back!,Olivia Rodrigo,Olivia Rodrigo,42,25k,15k,2k
2024-07-12,20,RE,American Idiot,Green Day,Green Day,121,75k,42k,4k
2024-07-12,21,-5,Guilty as Sin?,Taylor Swift,Taylor Swift,82,50k,30k,2k
2024-07-12,22,RE,HOT TO GO!,Chappell Roan,Chappell Roan,106,65k,39k,2k
2024-07-12,23,-9,The Albatross,Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-07-12,24,RE,Walking on Air,Katy Perry,Katy Perry,130,80k,48k,2k
2024-07-12,25,RE,Legendary Lovers,Katy Perry,Katy Perry,130,80k,48k,2k
2024-07-12,26,RE,Haushinka,Green Day,Green Day,122,75k,45k,2k
2024-07-12,27,RE,Jinx,Green Day,Green Day,122,75k,45k,2k
2024-07-12,28,-24,Uptight,Green Day,Green Day,58,35k,21k,2k
2024-07-12,29,-27,Hitchin' a Ride,Green Day,Green Day,58,35k,21k,2k
2024-07-12,30,-29,Favorite Son,Green Day,Green Day,42,25k,15k,2k
2024-07-12,31,+58,King for a Day,Green Day,Green Day,106,65k,39k,2k
2024-07-12,32,-26,Suffocate,Green Day,Green Day,90,55k,33k,2k
2024-07-12,33,RE,Prosthetic Head,Green Day,Green Day,106,65k,39k,2k
2024-07-12,34,RE,Good Riddance (Time of Your Life),Green Day,Green Day,106,65k,39k,2k
2024-07-12,35,RE,Take Back,Green Day,Green Day,106,65k,39k,2k
2024-07-12,36,RE,Reject,Green Day,Green Day,106,65k,39k,2k
2024-07-12,37,RE,Walking Alone,Green Day,Green Day,106,65k,39k,2k
2024-07-12,38,RE,Last Ride In,Green Day,Green Day,106,65k,39k,2k
2024-07-12,39,RE,Unwell,Matchbox Twenty,Matchbox Twenty,53,35k,6k,12k
2024-07-12,40,-17,Too Dumb To Die,Green Day,Green Day,42,25k,15k,2k
2024-07-12,41,RE,On My Mind,Ellie Goulding,Ellie Goulding,104,65k,33k,6k
2024-07-12,42,RE,Homecoming,Green Day,Green Day,90,55k,33k,2k
2024-07-12,43,-32,Desensitized,Green Day,Green Day,90,55k,33k,2k
2024-07-12,44,-39,Too Much Too Soon,Green Day,Green Day,50,30k,18k,2k
2024-07-12,45,+16,love is embarrassing,Olivia Rodrigo,Olivia Rodrigo,10,5k,3k,2k
2024-07-12,46,RE,Macy's Day Parade,Green Day,Green Day,87,60k,3k,24k
2024-07-12,47,-29,The Bolter,Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-07-12,48,-21,I Can Fix Him (No Really I Can),Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-07-12,49,RE,Hard Feelings/Loveless,Lorde,Lorde,66,40k,24k,2k
2024-07-12,50,RE,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,74,45k,27k,2k
2024-07-12,51,+9,bad idea right?,Olivia Rodrigo,Olivia Rodrigo,42,25k,15k,2k
2024-07-12,52,RE,You Lied,Green Day,Green Day,50,30k,18k,2k
2024-07-12,53,RE,Guilty Pleasure,Chappell Roan,Chappell Roan,82,50k,30k,2k
2024-07-12,54,-17,Fresh Out the Slammer,Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-07-12,55,RE,Are We the Waiting / St. Jimmy,Green Day,Green Day,10,5k,3k,2k
2024-07-12,56,-28,Breakaway,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-07-12,57,RE,Jesus of Suburbia,Green Day,Green Day,74,45k,27k,2k
2024-07-12,58,-28,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,50,30k,18k,2k
2024-07-12,59,RE,Outsider,Green Day,Green Day,50,30k,18k,2k
2024-07-12,60,-38,Style (Taylor's Version),Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-07-12,61,-14,Mobile,Avril Lavigne,Avril Lavigne,42,25k,15k,2k
2024-07-12,62,-23,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-07-12,63,-27,Dead!,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-07-12,64,-33,Helena,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-07-12,65,-62,I Do Not Hook Up,Kelly Clarkson,Kelly Clarkson,64,40k,18k,6k
2024-07-12,66,RE,Espionage,Green Day,Green Day,50,30k,18k,2k
2024-07-12,67,RE,On the Wagon,Green Day,Green Day,50,30k,18k,2k
2024-07-12,68,RE,Do Da Da,Green Day,Green Day,50,30k,18k,2k
2024-07-12,69,RE,Rotting,Green Day,Green Day,50,30k,18k,2k
2024-07-12,70,RE,Don't Wanna Fall in Love,Green Day,Green Day,50,30k,18k,2k
2024-07-12,71,-5,Ha Ha You're Dead,Green Day,Green Day,50,30k,18k,2k
2024-07-12,72,RE,Sick of Me,Green Day,Green Day,50,30k,18k,2k
2024-07-12,73,RE,Tired of Waiting for You,Green Day,Green Day,50,30k,18k,2k
2024-07-12,74,RE,Scumbag,Green Day,Green Day,50,30k,18k,2k
2024-07-12,75,-68,Beautiful Disaster,Kelly Clarkson,Kelly Clarkson,58,35k,21k,2k
2024-07-12,76,RE,I Want to Be on T.V.,Green Day,Green Day,50,30k,18k,2k
2024-07-12,77,-42,Virtual Angel,ARTMS,ARTMS,10,5k,3k,2k
2024-07-12,78,-26,Give Me Novacaine / She's a Rebel,Green Day,Green Day,10,5k,3k,2k
2024-07-12,79,RE,Down Bad,Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-07-12,80,RE,Redundant,Green Day,Green Day,42,25k,15k,2k
2024-07-12,81,-73,Dilemma,Green Day,Green Day,10,5k,3k,2k
2024-07-12,82,-26,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-07-12,83,RE,I Wish You Would (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-07-12,84,-58,Bobby Sox,Green Day,Green Day,10,5k,3k,2k
2024-07-12,85,RE,Extraordinary Girl / Letterbomb,Green Day,Green Day,25,15k,6k,4k
2024-07-12,86,RE,Out of the Woods (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-07-12,87,RE,Not What I Meant (feat. Lewis Watson),dodie,dodie,18,10k,6k,2k
2024-07-12,88,-24,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-07-12,89,-44,Before the Lobotomy,Green Day,Green Day,10,5k,3k,2k
2024-07-12,90,-39,Buddy Holly,Weezer,Weezer,10,5k,3k,2k
2024-07-12,91,RE,She,dodie,dodie,18,10k,6k,2k
2024-07-12,92,RE,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-07-12,93,-1,Who’s Afraid of Little Old Me?,Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-07-12,94,RE,Monster,dodie,dodie,18,10k,6k,2k
2024-07-12,95,-45,Midnight Rain,Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-07-12,96,RE,Clean (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-07-12,97,RE,The Grouch,Green Day,Green Day,18,10k,6k,2k
2024-07-12,98,RE,burned out,dodie,dodie,18,10k,6k,2k
2024-07-12,99,RE,If I'm Being Honest,dodie,dodie,18,10k,6k,2k
2024-07-12,100,RE,Arms Unfolding,dodie,dodie,18,10k,6k,2k
2024-07-19,1,+11,The Black Dog,Taylor Swift,Taylor Swift,149,95k,42k,12k
2024-07-19,2,+2,A Moment Like This,Kelly Clarkson,Kelly Clarkson,186,115k,69k,2k
2024-07-19,3,=,Before Your Love,Kelly Clarkson,Kelly Clarkson,186,115k,69k,2k
2024-07-19,4,+2,Miss Independent,Kelly Clarkson,Kelly Clarkson,170,105k,63k,2k
2024-07-19,5,+8,My Boy Only Breaks His Favorite Toys,Taylor Swift,Taylor Swift,122,75k,45k,2k
2024-07-19,6,+26,Suffocate,Green Day,Green Day,114,70k,42k,2k
2024-07-19,7,+68,Beautiful Disaster,Kelly Clarkson,Kelly Clarkson,105,65k,36k,4k
2024-07-19,8,+13,Guilty as Sin?,Taylor Swift,Taylor Swift,122,75k,45k,2k
2024-07-19,9,-2,I Look in People's Windows,Taylor Swift,Taylor Swift,106,65k,39k,2k
2024-07-19,10,+50,Style (Taylor's Version),Taylor Swift,Taylor Swift,123,85k,18k,20k
2024-07-19,11,+6,imgonnagetyouback,Taylor Swift,Taylor Swift,106,65k,39k,2k
2024-07-19,12,+17,Hitchin' a Ride,Green Day,Green Day,66,40k,24k,2k
2024-07-19,13,RE,Fortnight (feat. Post Malone),Taylor Swift,Taylor Swift,156,105k,33k,18k
2024-07-19,14,RE,The Trouble with Love Is,Kelly Clarkson,Kelly Clarkson,162,100k,60k,2k
2024-07-19,15,RE,Youngblood,Green Day,Green Day,154,95k,57k,2k
2024-07-19,16,+12,Uptight,Green Day,Green Day,74,45k,27k,2k
2024-07-19,17,+26,Desensitized,Green Day,Green Day,90,55k,33k,2k
2024-07-19,18,+65,I Wish You Would (Taylor's Version),Taylor Swift,Taylor Swift,127,80k,39k,8k
2024-07-19,19,+4,The Albatross,Taylor Swift,Taylor Swift,90,55k,33k,2k
2024-07-19,20,RE,Say Goodbye,Green Day,Green Day,138,85k,51k,2k
2024-07-19,21,RE,Outlaws,Green Day,Green Day,138,85k,51k,2k
2024-07-19,22,+43,I Do Not Hook Up,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-07-19,23,+58,Dilemma,Green Day,Green Day,74,45k,27k,2k
2024-07-19,24,+23,The Bolter,Taylor Swift,Taylor Swift,82,50k,30k,2k
2024-07-19,25,+29,Fresh Out the Slammer,Taylor Swift,Taylor Swift,111,70k,33k,8k
2024-07-19,26,+4,Favorite Son,Green Day,Green Day,34,20k,12k,2k
2024-07-19,27,+21,I Can Fix Him (No Really I Can),Taylor Swift,Taylor Swift,90,55k,33k,2k
2024-07-19,28,RE,Saviors,Green Day,Green Day,66,40k,24k,2k
2024-07-19,29,-24,Nice Guys Finish Last,Green Day,Green Day,58,35k,21k,2k
