Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2026-01-09,1,'=,1,False,True,551,-0.16,Mr. Brightside,The Killers,Hot Fuss,38,28,3,190,84,6,57386175,7394,35579250,0.85,0.07,0.08,254058,280,197,72,1,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2026-01-09,2,'=,2,False,False,482,-0.2,Blue Valentine,NMIXX,Blue Valentine,25,25,1,125,75,2,32773125,5733,10301040,0.86,0.1,0.04,163149,202,181,98,1,11,6,https://lastfm.freetls.fastly.net/i/u/300x300/0f02d5e23e1ee4763e13c17f80bd9030.jpg
2026-01-09,3,'=,3,False,True,429,-0.18,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,28,28,1,140,84,2,41556900,7267,11656440,0.86,0.1,0.04,206283,226,156,45,3,18,3,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-09,4,'=,4,False,False,368,-0.21,After LIKE,IVE,After LIKE,23,23,1,115,69,2,32674950,5714,11159460,0.86,0.1,0.05,162855,186,139,41,1,64,5,https://lastfm.freetls.fastly.net/i/u/300x300/28ef1a80f80920cb8c84192ad66f8aac.jpg
2026-01-09,5,'+3,8,True,False,355,-0.09,My Own Worst Enemy,Lit,A Place in the Sun,29,25,3,145,75,6,37765612,5695,30699810,0.82,0.08,0.11,181146,226,117,11,5,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/7d8b7d44df2c1365918fccef438e2640.jpg
2026-01-09,6,'=,6,False,False,344,-0.16,Supermassive Black Hole,Muse,Black Holes and Revelations,23,23,1,115,69,2,32475712,5680,11091690,0.86,0.1,0.05,161868,186,123,34,3,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/e6d4821f6a554c7bc882a9fa75070dfe.jpg
2026-01-09,7,'=,7,False,False,336,-0.15,Boss of Me,They Might Be Giants,Mink Car,23,23,1,115,69,2,30748987,5378,10504350,0.86,0.1,0.05,153314,186,119,29,4,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/7f8bd6cc13e242d181baae4d0db5c0cb.png
2026-01-09,8,'+9,17,False,False,331,0.52,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,28,28,1,140,84,2,37676100,6590,10572120,0.86,0.1,0.04,187131,226,65,38,3,15,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2026-01-09,9,'+4,13,True,False,331,0.07,She's Got A Boyfriend Now,Boys Like Girls,Love Drunk,28,28,1,140,84,2,42284550,7394,11859750,0.86,0.1,0.04,209874,226,92,11,9,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2026-01-09,10,'+5,15,True,False,328,0.09,Heart Heart Heartbreak,Boys Like Girls,Love Drunk,28,28,1,140,84,2,39778200,6957,11159460,0.86,0.1,0.04,197505,226,90,11,10,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
