Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-07-11,1,'=,1,True,True,242,-0.35,Down,blink-182,blink-182,7,7,1,35,21,2,10267950,1795,11520900,0.77,0.09,0.14,53655,58,112,72,1,19,6,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-07-11,2,RE,--,True,False,234,--,Keeper,TWICE,STRATEGY,31,15,17,155,45,34,42876487,3628,184718430,0.57,0.03,0.39,212562,234,0,0,2,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/b2d5131f8ae46f912bc73e2e96b1dfc1.jpg
2025-07-11,3,'=,3,True,True,192,-0.32,Troublemaker,Weezer,Weezer (Red Album),7,7,1,35,21,2,9742425,1704,10933560,0.77,0.09,0.14,50925,58,85,49,3,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2025-07-11,4,'=,4,True,True,186,-0.32,Hash Pipe,Weezer,Weezer (Green Album),7,7,1,35,21,2,10631775,1859,11927520,0.77,0.09,0.14,55545,58,82,46,4,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/55f7ca70a9644479fa9dace6590094c8.png
2025-07-11,5,'-3,2,False,False,157,-0.52,In Bloom,Nirvana,Nevermind (Remastered),7,7,1,35,21,2,9600937,1679,10775430,0.77,0.09,0.14,50190,58,99,0,2,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/3324e5982f0d81338d2749d5161eb2a8.png
2025-07-11,6,'-1,5,False,False,145,-0.38,The Bends,Radiohead,The Bends,9,9,1,45,27,2,13695412,2395,11950110,0.8,0.09,0.11,70490,74,71,0,5,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,7,'=,7,False,False,128,-0.27,Dear god,Tate McRae,So Close to What,2,2,1,10,6,2,3054975,534,11995290,0.58,0.06,0.36,18620,18,53,57,2,4,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,8,'+1,9,False,False,123,-0.24,2 hands,Tate McRae,So Close to What,3,3,1,15,9,2,4062712,710,10639890,0.65,0.07,0.27,23128,26,49,48,1,18,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,9,'-1,8,False,False,123,-0.26,Signs,Tate McRae,So Close to What,2,2,1,10,6,2,2904825,508,11407950,0.58,0.06,0.36,17710,18,51,54,3,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,10,RE,--,False,False,120,--,FFW,TWICE,twicetagram,16,6,11,80,18,22,24948000,1635,134681580,0.53,0.02,0.45,125433,120,0,0,3,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b9e08f5c46471a5485caee3a8b14e87.png
2025-07-11,11,'=,11,False,False,117,-0.24,Sports car,Tate McRae,So Close to What,3,3,1,15,9,2,4036725,706,10572120,0.65,0.07,0.27,22981,26,47,44,1,18,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,12,RE,--,False,False,106,--,Like It Like It,TWICE,STRATEGY,13,13,1,65,39,2,20082562,3511,12130830,0.83,0.09,0.08,101682,106,0,0,5,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/b2d5131f8ae46f912bc73e2e96b1dfc1.jpg
2025-07-11,13,'+2,15,False,False,99,-0.26,Mad Season,Matchbox Twenty,Mad Season,3,3,1,15,9,2,4504500,787,11791980,0.65,0.07,0.27,25627,26,40,33,1,23,4,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-07-11,14,'-8,6,False,False,97,-0.47,The Burn,Matchbox Twenty,Mad Season,3,3,1,15,9,2,4183987,731,10956150,0.65,0.07,0.27,23814,26,55,16,6,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-07-11,15,'-2,13,False,False,97,-0.32,Last Beautiful Girl,Matchbox Twenty,Mad Season,3,3,1,15,9,2,4625775,808,12108240,0.65,0.07,0.27,26313,26,43,28,8,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-07-11,16,'+14,30,False,False,95,-0.06,Hell Above,Pierce the Veil,Collide With the Sky,5,5,1,25,15,2,7233187,1265,11362770,0.73,0.08,0.18,38808,42,31,22,2,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,17,'+22,39,False,False,94,0.02,May These Noises Startle You in Your Sleep Tonight,Pierce the Veil,Collide With the Sky,6,5,2,30,15,4,7952174,1159,20827980,0.66,0.06,0.28,42042,49,28,17,3,14,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,18,'+2,20,False,False,94,-0.25,I know love (feat. The Kid LAROI),Tate McRae,So Close to What,3,3,1,15,9,2,3950100,690,10346220,0.65,0.07,0.27,22491,26,38,30,4,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,19,'-2,17,False,False,93,-0.27,If You're Gone,Matchbox Twenty,Mad Season,3,3,1,15,9,2,4010737,701,10504350,0.65,0.07,0.27,22834,26,39,28,2,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-07-11,20,'+14,34,True,False,88,-0.1,Bones,Radiohead,The Bends,7,7,1,35,21,2,10672200,1866,11972700,0.77,0.09,0.14,55755,58,30,0,20,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,21,'+3,24,False,False,88,-0.23,bloodonmyhands (feat. Flo Milli),Tate McRae,So Close to What,3,3,1,15,9,2,4521825,790,11837160,0.65,0.07,0.27,25725,26,35,27,3,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,22,'+13,35,False,False,87,-0.09,Hold On Till May,Pierce the Veil,Collide With the Sky,5,5,1,25,15,2,6727875,1176,10572120,0.73,0.08,0.18,36113,42,29,16,7,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,23,'+4,27,False,False,86,-0.24,The Rock Show,blink-182,Take Off Your Pants and Jacket,2,2,1,10,6,2,2823975,493,11091690,0.58,0.06,0.36,17220,18,34,34,1,24,3,https://lastfm.freetls.fastly.net/i/u/300x300/d1556c35364e423efbfaf1bb0c42663e.png
2025-07-11,24,'+27,51,True,False,81,0.09,(Nice Dream),Radiohead,The Bends,7,7,1,35,21,2,10086037,1764,11317590,0.77,0.09,0.14,52710,58,23,0,24,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,25,'+8,33,True,False,80,-0.18,My Iron Lung,Radiohead,The Bends,6,6,1,30,18,2,8766450,1533,11475720,0.76,0.09,0.16,46319,50,30,0,25,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,26,'+36,62,False,False,78,0.11,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,5,5,1,25,15,2,7579687,1325,11904930,0.73,0.08,0.18,40656,42,21,15,5,14,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,27,'-1,26,False,False,78,-0.31,She's So Mean,Matchbox Twenty,North (Deluxe Edition),4,4,1,20,12,2,6086850,1064,11950110,0.7,0.08,0.22,33390,34,34,10,1,61,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2025-07-11,28,'+39,67,False,False,77,0.13,Tangled in the Great Escape,Pierce the Veil,Collide With the Sky,5,5,1,25,15,2,7262062,1270,11407950,0.73,0.08,0.18,38962,42,21,14,6,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,29,'+15,44,True,False,75,-0.09,Sulk,Radiohead,The Bends,6,6,1,30,18,2,9390150,1642,12288960,0.76,0.09,0.16,49595,50,25,0,29,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,30,'+20,50,True,False,73,-0.01,Planet Telex,Radiohead,The Bends,6,6,1,30,18,2,8679825,1518,11362770,0.76,0.09,0.16,45864,50,23,0,30,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,31,'+10,41,False,False,73,-0.17,Sleep,My Chemical Romance,The Black Parade,2,2,1,10,6,2,2933700,513,11520900,0.58,0.06,0.36,17885,18,27,28,6,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/7675defb2787ce67cd030081eb8ff77c.png
2025-07-11,32,'+10,42,False,False,68,-0.2,It's ok I'm ok,Tate McRae,So Close to What,2,2,1,10,6,2,2789325,487,10956150,0.58,0.06,0.36,17010,18,26,24,5,18,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,33,RE,--,False,False,65,--,ESPRESSO,TWICE,Formula of Love: O+T=<3,8,7,2,40,21,4,12404700,1898,24352020,0.71,0.07,0.22,64260,65,0,0,2,25,1,https://lastfm.freetls.fastly.net/i/u/300x300/799889a45a0aed866919708e1c6913a2.jpg
2025-07-11,34,'+56,90,False,False,65,0.41,King for a Day,Pierce the Veil,Collide With the Sky,5,5,1,25,15,2,7738500,1353,12153420,0.73,0.08,0.18,41503,42,14,9,12,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-07-11,35,'+63,98,False,False,64,0.56,Dead!,My Chemical Romance,The Black Parade,5,3,3,25,9,6,6756750,709,31851900,0.55,0.04,0.41,36267,40,13,11,3,56,2,https://lastfm.freetls.fastly.net/i/u/300x300/7675defb2787ce67cd030081eb8ff77c.png
2025-07-11,36,'+1,37,False,False,63,-0.33,Just Missed the Train,Kelly Clarkson,Thankful,1,1,1,5,3,2,1360012,237,10685070,0.42,0.05,0.53,9954,10,29,24,21,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/0fcb0432dc2d1836a43530ee73ce006e.jpg
2025-07-11,37,'+15,52,False,False,61,-0.18,Killing Time,Magdalena Bay,Imaginal Disk,3,3,1,15,9,2,4695075,821,12288960,0.65,0.07,0.27,26705,26,23,12,19,13,1,https://lastfm.freetls.fastly.net/i/u/300x300/40e357a8c9962876e806cc5328a383e0.jpg
2025-07-11,38,'+28,66,False,False,59,-0.13,Siren sounds (bonus),Tate McRae,So Close to What,3,3,1,15,9,2,3906787,683,10233270,0.65,0.07,0.27,22246,26,21,12,19,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,39,NEW,--,True,False,58,--,Just,Radiohead,The Bends,7,7,1,35,21,2,9904125,1732,11114280,0.77,0.09,0.14,51765,58,0,0,39,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,40,NEW,--,True,False,58,--,High and Dry,Radiohead,The Bends,7,7,1,35,21,2,10712625,1873,12017880,0.77,0.09,0.14,55965,58,0,0,40,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,41,NEW,--,True,False,58,--,Fake Plastic Trees,Radiohead,The Bends,7,7,1,35,21,2,9883912,1728,11091690,0.77,0.09,0.14,51660,58,0,0,41,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,42,'+12,54,False,False,58,-0.21,Miss possessive,Tate McRae,So Close to What,2,2,1,10,6,2,2881725,504,11317590,0.58,0.06,0.36,17570,18,22,18,3,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,43,'-11,32,False,False,56,-0.43,Unwell,Matchbox Twenty,More Than You Think You Are,3,3,1,15,9,2,4253287,743,11136870,0.65,0.07,0.27,24206,26,30,0,8,34,1,https://lastfm.freetls.fastly.net/i/u/300x300/daa17282a85d8e8f783ca5cd1c873638.jpg
2025-07-11,44,'+9,53,False,False,56,-0.23,Revolving door,Tate McRae,So Close to What,2,2,1,10,6,2,2668050,466,10481760,0.58,0.06,0.36,16275,18,22,16,3,18,3,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-07-11,45,'+28,73,False,False,55,-0.07,Bent,Matchbox Twenty,Mad Season,3,3,1,15,9,2,4400550,769,11520900,0.65,0.07,0.27,25039,26,18,11,3,23,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-07-11,46,'+51,97,False,False,53,0.26,Iris,The Goo Goo Dolls,Dizzy Up the Girl,3,1,3,15,3,6,3924112,228,30835350,0.44,0.02,0.55,22344,24,13,16,31,12,1,https://lastfm.freetls.fastly.net/i/u/300x300/7115714c7101454ec57ceca6e2a6dc5c.png
2025-07-11,47,NEW,--,True,False,50,--,Street Spirit (Fade Out),Radiohead,The Bends,6,6,1,30,18,2,9078300,1587,11882340,0.76,0.09,0.16,47957,50,0,0,47,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,48,RE,--,False,False,50,--,F.I.L.A (Fall in Love Again),TWICE,Formula of Love: O+T=<3,6,6,1,30,18,2,8073450,1412,10572120,0.76,0.09,0.16,42679,50,0,0,7,22,1,https://lastfm.freetls.fastly.net/i/u/300x300/799889a45a0aed866919708e1c6913a2.jpg
2025-07-11,49,NEW,--,True,False,50,--,Bullet Proof ... I Wish I Was,Radiohead,The Bends,6,6,1,30,18,2,8125424,1421,10639890,0.76,0.09,0.16,42952,50,0,0,49,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-07-11,50,NEW,--,True,False,50,--,Black Star,Radiohead,The Bends,6,6,1,30,18,2,9338175,1632,12221190,0.76,0.09,0.16,49322,50,0,0,50,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
