Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-12-26,1,'=,1,False,True,490,-0.08,Blue Valentine,NMIXX,Blue Valentine,31,20,3,155,60,6,40638675,4586,30903120,0.84,0.06,0.1,172746,221,159,108,1,9,6,https://lastfm.freetls.fastly.net/i/u/300x300/0f02d5e23e1ee4763e13c17f80bd9030.jpg
2025-12-26,2,'=,2,False,True,361,0.04,Mr. Brightside,The Killers,Hot Fuss,27,19,3,135,57,6,40774387,5017,35579250,0.82,0.06,0.11,180418,198,104,58,2,5,5,https://lastfm.freetls.fastly.net/i/u/300x300/fae9c99bbb6ae827b508a97328551912.jpg
2025-12-26,3,'+1,4,True,False,229,-0.14,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,19,14,6,95,42,12,28199325,3633,69938640,0.68,0.06,0.27,141141,149,79,0,3,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2025-12-26,4,RE,--,False,False,208,--,After LIKE,IVE,After LIKE,29,19,3,145,57,6,41198850,4720,33478380,0.83,0.06,0.11,176715,208,0,0,1,62,5,https://lastfm.freetls.fastly.net/i/u/300x300/28ef1a80f80920cb8c84192ad66f8aac.jpg
2025-12-26,5,'-2,3,False,False,202,-0.25,THIS IS FOR,TWICE,THIS IS FOR,12,8,3,60,24,6,15696450,1830,30835350,0.72,0.05,0.23,73416,90,81,29,3,18,1,https://lastfm.freetls.fastly.net/i/u/300x300/242016088da9cf8cf5812614556d34e5.jpg
2025-12-26,6,'+16,22,False,False,192,0.92,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,18,12,3,90,36,6,24220350,2824,31716359,0.78,0.06,0.16,108339,132,30,30,3,13,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-12-26,7,'+4,11,False,False,176,0.11,What's My Age Again?,blink-182,Enema of the State,12,8,3,60,24,6,18329850,2136,35985870,0.72,0.05,0.23,85652,90,47,37,1,54,2,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2025-12-26,8,'-3,5,False,False,173,-0.33,Supermassive Black Hole,Muse,Black Holes and Revelations,5,5,1,25,15,2,7059937,1234,11091690,0.73,0.08,0.18,37884,42,77,52,3,5,2,https://lastfm.freetls.fastly.net/i/u/300x300/e6d4821f6a554c7bc882a9fa75070dfe.jpg
2025-12-26,9,'+4,13,False,False,153,0.01,2 hands,Tate McRae,So Close to What,10,10,1,50,30,2,13542375,2368,10639890,0.81,0.09,0.1,69384,82,45,24,1,42,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-12-26,10,'-4,6,False,False,146,-0.37,Boss of Me,They Might Be Giants,Mink Car,4,4,1,20,12,2,5347650,935,10504350,0.7,0.08,0.22,29358,34,69,41,4,5,2,https://lastfm.freetls.fastly.net/i/u/300x300/7f8bd6cc13e242d181baae4d0db5c0cb.png
