Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-08-01,1,'+8,9,True,False,245,0.98,Genie,Girls' Generation,Genie - The Second Mini Album,31,10,11,155,30,22,46098937,2600,128469330,0.68,0.02,0.3,188552,207,38,0,1,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/cddb8ab0ab0770bf0bd2a9ed1c6a2f55.png
2025-08-01,2,'-1,1,False,False,212,-0.14,Keeper,TWICE,STRATEGY,13,8,3,65,24,6,17980462,1935,32597370,0.74,0.05,0.21,80976,95,74,43,1,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/b2d5131f8ae46f912bc73e2e96b1dfc1.jpg
2025-08-01,3,'-1,2,False,False,185,-0.19,Down,blink-182,blink-182,8,8,1,40,24,2,11734800,2052,11520900,0.79,0.09,0.12,60809,66,69,50,1,22,7,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-08-01,4,'+1,5,True,False,183,-0.04,The Bends,Radiohead,The Bends,12,12,1,60,36,2,18260550,3193,11950110,0.82,0.09,0.09,92750,98,58,27,4,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-08-01,5,'-1,4,False,False,170,-0.11,Hash Pipe,Weezer,Weezer,9,9,2,45,27,4,14189175,2481,24758640,0.72,0.08,0.2,76860,76,58,36,4,11,4,https://lastfm.freetls.fastly.net/i/u/300x300/82dea2ae26de9b443208cf21358c876f.jpg
2025-08-01,6,'-3,3,False,False,153,-0.2,Troublemaker,Weezer,Weezer (Deluxe Edition),7,7,2,35,21,4,10773262,1883,24171300,0.68,0.08,0.24,60032,60,58,35,3,10,3,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2025-08-01,7,'-1,6,False,False,150,-0.18,In Bloom,Nirvana,Nevermind (Remastered),7,7,1,35,21,2,9600937,1679,10775430,0.77,0.09,0.14,50190,58,56,36,2,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/3324e5982f0d81338d2749d5161eb2a8.png
2025-08-01,8,'+5,13,True,False,149,0.39,Sulk,Radiohead,The Bends,13,11,3,65,33,6,20345325,3010,36866880,0.72,0.07,0.21,103005,104,33,12,8,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-08-01,9,'+2,11,False,False,149,0.31,2 hands,Tate McRae,So Close to What,11,9,3,55,27,6,14896612,2131,31919670,0.7,0.06,0.24,75992,88,35,26,1,21,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-08-01,10,'=,10,False,False,134,0.14,Sports car,Tate McRae,So Close to What,9,9,1,45,27,2,12110175,2118,10572120,0.8,0.09,0.11,62376,74,36,24,1,21,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-08-01,11,'-3,8,False,False,123,-0.02,The Rock Show,blink-182,Take Off Your Pants and Jacket,8,8,1,40,24,2,11295900,1975,11091690,0.79,0.09,0.12,58548,66,38,19,1,27,3,https://lastfm.freetls.fastly.net/i/u/300x300/d1556c35364e423efbfaf1bb0c42663e.png
2025-08-01,12,'+3,15,False,False,122,0.17,Hell Above,Pierce the Veil,Collide With the Sky,8,8,1,40,24,2,11573100,2024,11362770,0.79,0.09,0.12,59976,66,32,24,2,17,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-08-01,13,'+12,25,False,False,116,0.45,I know love (feat. The Kid LAROI),Tate McRae,So Close to What,9,9,1,45,27,2,11850300,2072,10346220,0.8,0.09,0.11,61046,74,24,18,4,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-08-01,14,'+13,27,False,False,115,0.47,bloodonmyhands (feat. Flo Milli),Tate McRae,So Close to What,9,9,1,45,27,2,13565475,2372,11837160,0.8,0.09,0.11,69825,74,24,17,3,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-08-01,15,'+6,21,False,False,113,0.15,The Burn,Matchbox Twenty,Mad Season,8,6,3,40,18,6,11157300,1463,32868450,0.64,0.05,0.3,57834,64,30,19,6,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-08-01,16,RE,--,False,False,111,--,august,Taylor Swift,folklore,15,4,12,75,12,24,22132687,1032,139064040,0.49,0.01,0.49,111538,111,0,0,1,26,1,https://lastfm.freetls.fastly.net/i/u/300x300/7283dedc810f971388eba0b710d90020.png
2025-08-01,17,'-1,16,False,False,111,0.1,May These Noises Startle You in Your Sleep Tonight,Pierce the Veil,Collide With the Sky,7,7,1,35,21,2,9277537,1622,10413990,0.77,0.09,0.14,48510,58,31,22,3,17,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-08-01,18,'+4,22,False,False,108,0.1,Hold On Till May,Pierce the Veil,Collide With the Sky,7,7,1,35,21,2,9419025,1647,10572120,0.77,0.09,0.14,49245,58,30,20,7,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-08-01,19,'-1,18,False,False,107,0.07,Dear god,Tate McRae,So Close to What,6,6,1,30,18,2,9164925,1602,11995290,0.76,0.09,0.16,48412,50,30,27,2,7,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-08-01,20,'+3,23,True,False,104,0.07,Just,Radiohead,The Bends,8,8,1,40,24,2,11319000,1979,11114280,0.79,0.09,0.12,58667,66,30,8,20,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-08-01,21,'-9,12,False,False,94,-0.17,She's So Mean,Matchbox Twenty,North (Deluxe Edition),4,4,1,20,12,2,6086850,1064,11950110,0.7,0.08,0.22,33390,34,34,26,1,64,1,https://lastfm.freetls.fastly.net/i/u/300x300/e83aa4de0c404dafb2fbed94789c903b.jpg
2025-08-01,22,'+16,38,False,False,93,0.45,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,7,7,1,35,21,2,10611562,1855,11904930,0.77,0.09,0.14,55440,58,20,15,5,17,2,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-08-01,23,'-6,17,False,False,92,-0.08,MARS,TWICE,THIS IS FOR,5,5,1,25,15,2,6713437,1174,10549530,0.73,0.08,0.18,36036,42,30,20,14,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/242016088da9cf8cf5812614556d34e5.jpg
2025-08-01,24,'+25,49,False,False,89,0.71,Always,blink-182,blink-182,7,5,3,35,15,6,9095625,1136,30632040,0.62,0.05,0.33,47565,56,16,17,3,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-08-01,25,'+12,37,False,False,85,0.33,Tangled in the Great Escape,Pierce the Veil,Collide With the Sky,6,6,1,30,18,2,8714475,1524,11407950,0.76,0.09,0.16,46046,50,20,15,6,16,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-08-01,26,'-19,7,False,False,85,-0.39,FFW,TWICE,twicetagram,3,3,1,15,9,2,4677750,817,12243780,0.65,0.07,0.27,26607,26,42,17,3,11,1,https://lastfm.freetls.fastly.net/i/u/300x300/5b9e08f5c46471a5485caee3a8b14e87.png
2025-08-01,27,'-1,26,False,False,83,0.05,Mad Season,Matchbox Twenty,Mad Season,5,5,1,25,15,2,7507500,1312,11791980,0.73,0.08,0.18,40271,42,24,17,1,26,4,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-08-01,28,'+8,36,False,False,82,0.28,Feeling This,blink-182,blink-182,5,5,1,25,15,2,6540187,1144,10278450,0.73,0.08,0.18,35112,42,20,20,1,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-08-01,29,'-1,28,False,False,80,0.07,If You're Gone,Matchbox Twenty,Mad Season,5,5,1,25,15,2,6684562,1169,10504350,0.73,0.08,0.18,35882,42,23,15,2,27,1,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
