Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-10-17,1,'=,1,True,True,487,-0.29,Father Figure,Taylor Swift,The Life of a Showgirl,25,25,1,125,75,2,36310312,6350,11407950,0.86,0.1,0.04,180642,202,207,78,1,3,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-17,2,'=,2,True,True,352,-0.29,Opalite,Taylor Swift,The Life of a Showgirl,20,20,1,100,60,2,30318750,5302,11904930,0.85,0.1,0.05,151536,162,148,42,2,3,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-17,3,'=,3,True,True,349,-0.26,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,20,20,1,100,60,2,26911500,4707,10572120,0.85,0.1,0.05,134603,162,141,46,3,3,2,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-17,4,'+14,18,True,False,347,0.66,The Middle,Jimmy Eat World,Bleed American,34,31,3,170,93,6,47320350,7546,32800680,0.82,0.08,0.09,230860,269,63,15,4,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/5f6bed4795106f6a5ace9295accf4493.jpg
2025-10-17,5,'+11,16,True,False,320,0.42,Love Drunk,Boys Like Girls,Love Drunk,30,30,1,150,90,2,44871750,7847,11746800,0.87,0.1,0.04,222467,242,68,10,5,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/46924f64b0604a7fb33075d69c0379f9.png
2025-10-17,6,'=,6,True,True,312,-0.07,Iris,Goo Goo Dolls,Dizzy Up the Girl,20,20,1,100,60,2,29279250,5120,11498310,0.85,0.1,0.05,146370,162,101,49,6,21,3,https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.jpg
2025-10-17,7,'-3,4,False,False,312,-0.09,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,19,19,1,95,57,2,24907575,4357,10301040,0.85,0.1,0.06,124761,154,103,55,1,11,3,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2025-10-17,8,'+5,13,True,False,306,0.21,Wood,Taylor Swift,The Life of a Showgirl,25,19,7,125,57,14,37465312,4979,82385730,0.7,0.06,0.24,186354,196,76,34,8,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-10-17,9,'-1,8,False,False,304,-0.02,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On! (Deluxe Edition),20,20,1,100,60,2,28990500,5070,11385360,0.85,0.1,0.05,144935,162,94,48,1,29,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-10-17,10,'-3,7,False,False,298,-0.05,Lips of an Angel,Hinder,Extreme Behavior,19,19,1,95,57,2,27870150,4874,11520900,0.85,0.1,0.06,139503,154,95,49,7,33,2,https://lastfm.freetls.fastly.net/i/u/300x300/73f0bcf49b8d468ce3e00b2ef71f831e.jpg
