Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-05-09,1,'+16,17,True,False,516,1.37,Can't Keep My Hands Off You (feat. Rivers Cuomo),Simple Plan,Get Your Heart On! (Deluxe Edition),56,56,1,280,168,2,2800000,168000,100000,0.91,0.05,0.03,3068000,450,66,0,1,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-05-09,2,'+6,8,True,False,298,0.07,May These Noises Startle You in Your Sleep Tonight,Pierce the Veil,Collide With the Sky,24,24,1,120,72,2,1200000,72000,100000,0.87,0.05,0.07,1372000,194,84,20,2,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-05-09,3,'+7,10,True,False,295,0.07,Hell Above,Pierce the Veil,Collide With the Sky,24,24,1,120,72,2,1200000,72000,100000,0.87,0.05,0.07,1372000,194,83,18,3,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-05-09,4,'+7,11,True,False,273,0.03,I'm Low on Gas and You Need a Jacket,Pierce the Veil,Collide With the Sky,22,22,1,110,66,2,1100000,66000,100000,0.87,0.05,0.08,1266000,178,80,15,4,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-05-09,5,'+8,13,True,False,263,0.06,Tangled in the Great Escape,Pierce the Veil,Collide With the Sky,22,22,1,110,66,2,1100000,66000,100000,0.87,0.05,0.08,1266000,178,75,10,5,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-05-09,6,'-4,2,False,False,248,-0.3,Sports car,Tate McRae,So Close to What,7,7,1,35,21,2,350000,21000,100000,0.74,0.04,0.21,471000,58,107,83,1,8,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,7,'-6,1,False,False,247,-0.33,2 hands,Tate McRae,So Close to What,6,6,1,30,18,2,300000,18000,100000,0.72,0.04,0.24,418000,50,111,86,1,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,8,'+38,46,True,False,236,1.41,Hold On Till May,Pierce the Veil,Collide With the Sky,26,22,5,130,66,10,1300000,66000,500000,0.7,0.04,0.27,1866000,206,30,0,8,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/557643a8faaa35768cb6088f576fed30.jpg
2025-05-09,9,'-4,5,False,False,208,-0.34,bloodonmyhands (feat. Flo Milli),Tate McRae,So Close to What,9,9,1,45,27,2,450000,27000,100000,0.78,0.05,0.17,577000,74,95,39,5,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,10,'-3,7,False,False,206,-0.29,I know love (feat. The Kid LAROI),Tate McRae,So Close to What,10,10,1,50,30,2,500000,30000,100000,0.79,0.05,0.16,630000,82,87,37,7,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,11,'-5,6,False,False,182,-0.37,Miss Possessive,Tate McRae,So Close to What,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,88,60,5,8,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,12,'-3,9,False,False,182,-0.35,Revolving Door,Tate McRae,So Close to What,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,84,64,3,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,13,'+6,19,True,False,178,-0.11,Last One Standing,Simple Plan,Get Your Heart On! (Deluxe Edition),13,12,2,65,36,4,650000,36000,200000,0.73,0.04,0.23,886000,105,60,13,13,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-05-09,14,'+6,20,True,False,170,-0.14,This Song Saved My Life,Simple Plan,Get Your Heart On! (Deluxe Edition),12,12,1,60,36,2,600000,36000,100000,0.82,0.05,0.14,736000,98,60,12,14,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-05-09,15,'-3,12,False,False,166,-0.36,It's OK I'm OK,Tate McRae,So Close to What,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,78,54,4,8,3,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-05-09,16,'+21,37,True,False,159,0.3,Touch,Katseye,Touch,15,15,1,75,45,2,750000,45000,100000,0.84,0.05,0.11,895000,122,37,0,16,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/04688e58d2f81866856b0f3b007f2d2d.jpg
2025-05-09,17,'+21,38,True,False,158,0.33,GNARLY,KATSEYE,GNARLY,15,15,1,75,45,2,750000,45000,100000,0.84,0.05,0.11,895000,122,36,0,17,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/81e60c077c46bd1352e2a69452ad984d.png
2025-05-09,18,'+27,45,True,False,152,0.55,Debut,Katseye,Debut,15,15,1,75,45,2,750000,45000,100000,0.84,0.05,0.11,895000,122,30,0,18,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9da920a9dbda8d0210c9081a6e67399a.jpg
2025-05-09,19,'-5,14,False,False,150,-0.37,Down,blink-182,blink-182,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,72,68,3,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-05-09,20,'-16,4,False,False,150,-0.53,Astronaut,Simple Plan,Get Your Heart On! (Deluxe Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,96,44,4,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
