Week,Position,Rise/Fall,Previous Rank,New Peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Album Cover
2023-06-16,12,RE,--,True,101,--,favOriTe,Loona,[+ +],14,1,14,70,3,28,700000,3000,1400000,0.33,0.0,0.67,2103000,101,0,0,12,34,https://lastfm.freetls.fastly.net/i/u/300x300/ad2f42cfa70d7fe14ca91ae784cc38b8.jpg
2023-06-16,13,RE,--,False,99,--,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),15,2,9,75,6,18,750000,6000,900000,0.45,0.0,0.54,1656000,99,0,0,2,57,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2023-06-16,14,RE,--,False,93,--,Bad Liar,Selena Gomez,Bad Liar,12,7,6,60,21,12,600000,21000,600000,0.49,0.02,0.49,1221000,93,0,0,2,5,https://lastfm.freetls.fastly.net/i/u/300x300/9382980139a311bc01514e37095844c6.jpg
2023-06-16,15,'-5,10,False,87,0.49,Locked Away (feat. Adam Levine),Rock City,What Dreams Are Made Of,7,1,7,35,3,14,350000,3000,700000,0.33,0.0,0.66,1053000,52,35,0,10,4,https://lastfm.freetls.fastly.net/i/u/300x300/1d5b96b4ae33a58bf1511a3faa5a39f1.jpg
2023-06-16,16,RE,--,False,86,--,Hands to Myself,Selena Gomez,Revival (Deluxe),11,7,5,55,21,10,550000,21000,500000,0.51,0.02,0.47,1071000,86,0,0,1,10,https://lastfm.freetls.fastly.net/i/u/300x300/b4e4351135a9c06a00b9d9400c0db566.png
2023-06-16,17,'-2,15,False,66,1.3,Jealous,Nick Jonas,Nick Jonas X2,6,2,5,30,6,10,300000,6000,500000,0.37,0.01,0.62,806000,46,20,0,15,3,https://lastfm.freetls.fastly.net/i/u/300x300/283c446453702536466e9ff122287dd2.png
2023-06-16,18,'-4,14,False,63,-0.62,Midnight Rain,Taylor Swift,Midnights (The Til Dawn Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,26,27,1,28,https://lastfm.freetls.fastly.net/i/u/300x300/10c6e02743956727145fcada8d5cc73a.jpg
2023-06-16,19,RE,--,False,46,--,Karma (feat. Ice Spice),Taylor Swift,Midnights (The Til Dawn Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,36,2,3,https://lastfm.freetls.fastly.net/i/u/300x300/10c6e02743956727145fcada8d5cc73a.jpg
2023-06-16,20,RE,--,False,45,--,Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,Max & Match,6,1,6,30,3,12,300000,3000,600000,0.33,0.0,0.66,903000,45,0,0,5,19,https://lastfm.freetls.fastly.net/i/u/300x300/287f90b1e88c7e0d57ec6a5b9ccc27de.png
2023-06-16,21,'-5,16,False,40,-0.41,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,17,13,1,46,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2023-06-16,22,'+4,26,False,39,1.67,All Too Well (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,1,3,15,3,6,150000,3000,300000,0.33,0.01,0.66,453000,24,9,6,1,76,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2023-06-16,23,'-2,21,False,40,0.64,Karma,Taylor Swift,Midnights (3am Edition),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,11,11,4,23,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,24,RE,--,False,38,--,Butterfly,Loona,[X X],5,1,5,25,3,10,250000,3000,500000,0.33,0.0,0.66,753000,38,0,0,20,22,https://lastfm.freetls.fastly.net/i/u/300x300/cd70bc2d4e15d37211318f38a2248f46.jpg
2023-06-16,25,RE,--,False,38,--,bury a friend,Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,20,2,8,https://lastfm.freetls.fastly.net/i/u/300x300/dd6003e64c1d53ba2cebc726560afe98.jpg
2023-06-16,26,RE,--,False,38,--,M.P.L,Toni Fowler,M.P.L,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,28,7,7,https://lastfm.freetls.fastly.net/i/u/300x300/582c75a9cbfefca394aeb3ece0949c5d.jpg
2023-06-16,27,'-15,12,False,37,-0.63,Our Lives,The Calling,Two,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,27,0,12,2,https://lastfm.freetls.fastly.net/i/u/300x300/1bd9b67c24894722873d792683efddbe.png
2023-06-16,28,'-6,22,False,35,0.0,Hinahanap-Hanap Kita,Rivermaya,Greatest Hits,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,10,15,15,6,https://lastfm.freetls.fastly.net/i/u/300x300/be71aebc89f340b3bfc351026c6069cf.png
2023-06-16,29,'-5,24,False,34,0.8,Touchdown,TWICE,PAGE TWO,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,10,6,5,14,https://lastfm.freetls.fastly.net/i/u/300x300/f5acd634f8a2379cb0cf8d05c09882ca.png
2023-06-16,30,'-5,25,False,32,0.0,Love Me Like You,Little Mix,Get Weird (Expanded Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,10,12,2,11,https://lastfm.freetls.fastly.net/i/u/300x300/33fb4b04456d042d77dde8d4b0c46db6.jpg
2023-06-16,31,'-12,19,False,32,-0.17,I’m Trying (Not Friends),Maisie Peters,You Signed Up For This,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,10,1,18,https://lastfm.freetls.fastly.net/i/u/300x300/1897b73a7f3738702c40a27c84dbca99.jpg
2023-06-16,32,RE,--,False,31,--,new,Loona,Yves,4,1,4,20,3,8,200000,3000,400000,0.33,0.0,0.66,603000,31,0,0,18,7,https://lastfm.freetls.fastly.net/i/u/300x300/fe4e61c4fc3234434e04e227f6ebc0d0.jpg
2023-06-16,33,RE,--,False,31,--,LOONATIC,LOOΠΔ / ODD EYE CIRCLE,Max & Match,4,1,4,20,3,8,200000,3000,400000,0.33,0.0,0.66,603000,31,0,0,25,13,https://lastfm.freetls.fastly.net/i/u/300x300/287f90b1e88c7e0d57ec6a5b9ccc27de.png
2023-06-16,34,'-5,29,False,32,1.25,Alapaap,Eraserheads,Circus,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,8,6,29,4,https://lastfm.freetls.fastly.net/i/u/300x300/377b34acbbb94e1081b9701d16f809a7.png
2023-06-16,35,RE,--,False,31,--,West Coast,Lana Del Rey,Ultraviolence (Deluxe),4,1,4,20,3,8,200000,3000,400000,0.33,0.0,0.66,603000,31,0,0,2,7,https://lastfm.freetls.fastly.net/i/u/300x300/eb300e3afe470b74b4384b169b96dd56.jpg
2023-06-16,36,'+55,91,False,29,7.67,The Louvre,Lorde,Melodrama,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,3,0,6,22,https://lastfm.freetls.fastly.net/i/u/300x300/06483355fe8ff1b4eb335c7d9704d84c.jpg
2023-06-16,37,'-20,17,False,28,-0.17,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,6,1,62,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2023-06-16,38,RE,--,False,26,--,Eve Psyche & The Bluebeard’s wife,LE SSERAFIM,UNFORGIVEN,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,14,4,https://lastfm.freetls.fastly.net/i/u/300x300/3440483112bc2197eb2f0be4e83523b0.jpg
2023-06-16,39,'-11,28,False,25,0.11,JELLY JELLY,TWICE,TWICEcoaster: LANE 1,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,9,6,4,6,https://lastfm.freetls.fastly.net/i/u/300x300/800e521774d1b115262ddf400944dcb4.jpg
2023-06-16,40,RE,--,False,24,--,LOVE DIVE,IVE,LOVE DIVE,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,6,1,49,https://lastfm.freetls.fastly.net/i/u/300x300/e9c0075644fc7c781455f4c34e954e7e.jpg
2023-06-16,41,RE,--,False,24,--,My Headphones On,TWICE,PAGE TWO,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,6,10,11,https://lastfm.freetls.fastly.net/i/u/300x300/f5acd634f8a2379cb0cf8d05c09882ca.png
2023-06-16,42,RE,--,True,24,--,Pangarap Lang Kita,Parokya Ni Edgar,Middle-Aged Juvenile Novelty Pop Rockers,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,6,42,3,https://lastfm.freetls.fastly.net/i/u/300x300/9d0b47237dcd4430b39d72bd55d599d5.jpg
2023-06-16,43,'-11,32,False,24,0.43,The Day You Said Goodnight,Hale,Hale,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,7,7,32,6,https://lastfm.freetls.fastly.net/i/u/300x300/079982bbe7ee44aeae3485f8b19671d4.png
2023-06-16,44,RE,--,False,24,--,Ikaw Lamang,Silent Sanctuary,Fuchsiang Pag-Ibig,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,6,3,15,https://lastfm.freetls.fastly.net/i/u/300x300/16dbb9dd88cc0d320fb4b909b29e4597.jpg
2023-06-16,45,RE,--,False,24,--,With A Smile,Eraserheads,Circus,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,6,6,8,https://lastfm.freetls.fastly.net/i/u/300x300/377b34acbbb94e1081b9701d16f809a7.png
2023-06-16,46,NEW,--,True,24,--,Ribs,Lorde,Pure Heroine,3,1,3,15,3,6,150000,3000,300000,0.33,0.01,0.66,453000,24,0,0,46,1,https://lastfm.freetls.fastly.net/i/u/300x300/1c3f14fba3dececc85d10d7252e68b93.png
2023-06-16,47,'+46,93,False,21,5.0,Lonely Bones,dodie,Hot Mess,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,3,0,4,12,https://lastfm.freetls.fastly.net/i/u/300x300/4fec7a852333295d99d4161ebdd890a5.jpg
2023-06-16,48,'+32,80,False,21,5.0,Vigilante Shit,Taylor Swift,Midnights (3am Edition),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,3,0,2,23,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,49,'+35,84,False,21,5.0,Ligaya,Eraserheads,Anthology,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,3,0,30,10,https://lastfm.freetls.fastly.net/i/u/300x300/c328d056b29220f83268f47ce9971562.jpg
2023-06-16,50,RE,--,False,19,--,Kalachuchi,munimuni,Kalachuchi,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,9,4,10,https://lastfm.freetls.fastly.net/i/u/300x300/bb2f2cf835e002744a189ba4a99ab4e5.jpg
2023-06-16,51,RE,--,False,18,--,Hi High,Loona,[+ +],2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,12,25,https://lastfm.freetls.fastly.net/i/u/300x300/ad2f42cfa70d7fe14ca91ae784cc38b8.jpg
2023-06-16,52,RE,--,False,18,--,secret for the mad,dodie,You - EP,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,2,9,https://lastfm.freetls.fastly.net/i/u/300x300/abcbd7ec5a4db8a67daebe51ec5d4e17.jpg
2023-06-16,53,RE,--,False,18,--,Labyrinth,Taylor Swift,Midnights (3am Edition),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,1,15,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,54,RE,--,False,18,--,HOME,NMIXX,expérgo,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,8,2,10,https://lastfm.freetls.fastly.net/i/u/300x300/3f1d89ce6dfc95b3336d18033bfedf18.jpg
2023-06-16,55,RE,--,False,18,--,Magda,Gloc-9,Liham At Lihim,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,44,7,https://lastfm.freetls.fastly.net/i/u/300x300/1728ca00193c76dd8c88c31ff395fc9e.jpg
2023-06-16,56,RE,--,False,18,--,Green Light,Lorde,Melodrama,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,1,13,https://lastfm.freetls.fastly.net/i/u/300x300/06483355fe8ff1b4eb335c7d9704d84c.jpg
2023-06-16,57,RE,--,False,18,--,Homemade Dynamite,Lorde,Melodrama,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,10,7,https://lastfm.freetls.fastly.net/i/u/300x300/06483355fe8ff1b4eb335c7d9704d84c.jpg
2023-06-16,58,RE,--,False,18,--,I know it won't work,Gracie Abrams,Good Riddance,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,0,29,6,https://lastfm.freetls.fastly.net/i/u/300x300/6efb42262bfc472019a0ee886a9edecc.jpg
2023-06-16,59,RE,--,False,17,--,Perfect Love,Loona,[+ +],2,1,2,10,3,4,100000,3000,200000,0.33,0.01,0.66,303000,17,0,0,11,10,https://lastfm.freetls.fastly.net/i/u/300x300/ad2f42cfa70d7fe14ca91ae784cc38b8.jpg
2023-06-16,60,RE,--,False,17,--,SOS,TWICE,Taste of Love,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,7,8,10,https://lastfm.freetls.fastly.net/i/u/300x300/bededc67eb735e0cd2443c289c62cce3.jpg
2023-06-16,61,RE,--,False,17,--,Bad Blood,Taylor Swift,Bad Blood,2,1,2,10,3,4,100000,3000,200000,0.33,0.01,0.66,303000,17,0,0,12,12,https://lastfm.freetls.fastly.net/i/u/300x300/18b4c025115de50577552c06d23776cb.png
2023-06-16,62,RE,--,False,16,--,Dati,Tippy Dos Santos,Tippy Dos Santos,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,6,60,4,https://lastfm.freetls.fastly.net/i/u/300x300/6a100a5a9cb04985ea10940258e547c1.jpg
2023-06-16,63,'-29,34,False,16,0.67,Wildest Dreams (Taylor's Version),Taylor Swift,This Love (Taylor’s Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,6,0,1,39,https://lastfm.freetls.fastly.net/i/u/300x300/58247e8ed24facfb442de3d7d69a76ac.png
2023-06-16,64,RE,--,False,16,--,Dear Future Husband,Meghan Trainor,Title (Deluxe),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,6,7,8,https://lastfm.freetls.fastly.net/i/u/300x300/3768a326de514cefcca3bf96b0d35d2f.png
2023-06-16,65,RE,--,False,16,--,21,Gracie Abrams,minor,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,6,15,7,https://lastfm.freetls.fastly.net/i/u/300x300/40693c1652f55d6cb3d63911000a4bb7.jpg
2023-06-16,66,RE,--,False,16,--,I Really Like You,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,6,19,6,https://lastfm.freetls.fastly.net/i/u/300x300/108dc6072923e7fbba346b96f7b68bd5.jpg
2023-06-16,67,RE,--,False,15,--,NYMPHOLOGY,Melanie Martinez,PORTALS,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,5,35,6,https://lastfm.freetls.fastly.net/i/u/300x300/313a2e52af21ee8aa951a07fd49688d6.jpg
2023-06-16,68,RE,--,False,15,--,Difficult,Gracie Abrams,Good Riddance,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,5,20,8,https://lastfm.freetls.fastly.net/i/u/300x300/6efb42262bfc472019a0ee886a9edecc.jpg
2023-06-16,69,RE,--,False,14,--,Anti-Hero,Taylor Swift,Midnights (3am Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,4,9,22,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,70,'+3,73,False,13,2.33,Live While We're Young,One Direction,Take Me Home (Expanded Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,3,0,51,3,https://lastfm.freetls.fastly.net/i/u/300x300/15fea320fec39f81d7c9bd0204533c8d.jpg
2023-06-16,71,'-15,56,False,13,2.33,Run Away with Me,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,3,0,2,7,https://lastfm.freetls.fastly.net/i/u/300x300/108dc6072923e7fbba346b96f7b68bd5.jpg
2023-06-16,72,'+17,89,False,13,2.33,Absolutely Smitten,dodie,Intertwined - EP,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,3,0,1,27,https://lastfm.freetls.fastly.net/i/u/300x300/24096bf7dd7265f39cc806ab6cf8d89e.jpg
2023-06-16,73,RE,--,False,10,--,X X,Loona,[X X],1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,32,2,https://lastfm.freetls.fastly.net/i/u/300x300/cd70bc2d4e15d37211318f38a2248f46.jpg
2023-06-16,74,RE,--,False,10,--,+ +,Loona,[+ +],1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,27,5,https://lastfm.freetls.fastly.net/i/u/300x300/ad2f42cfa70d7fe14ca91ae784cc38b8.jpg
2023-06-16,75,RE,--,False,10,--,Mastermind,Taylor Swift,Midnights (3am Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,5,18,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,76,RE,--,False,10,--,Sweet Nothing,Taylor Swift,Midnights (3am Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,8,19,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,77,RE,--,False,10,--,Boy's a liar Pt. 2,PinkPantheress,Boy's a liar Pt. 2,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,7,5,https://lastfm.freetls.fastly.net/i/u/300x300/29499797f2bd56535cf6a345392ccd77.jpg
2023-06-16,78,RE,--,False,10,--,Question...?,Taylor Swift,Midnights (3am Edition),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,18,23,https://lastfm.freetls.fastly.net/i/u/300x300/8cf29cb75e6adfb8700b1665105a0ac8.jpg
2023-06-16,79,RE,--,True,10,--,Pasensya Ka Na,Silent Sanctuary,Langit. Luha.,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,79,3,https://lastfm.freetls.fastly.net/i/u/300x300/4d726214509b5a84b42ccd778ba29a23.jpg
2023-06-16,80,NEW,--,True,10,--,Harana,Parokya Ni Edgar,Buruguduystunstugudunstuy,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,80,1,https://lastfm.freetls.fastly.net/i/u/300x300/2da58dbcd9202851b1b3fc6a56bcd394.jpg
2023-06-16,81,RE,--,True,10,--,Gitara,Parokya Ni Edgar,Halina Sa Parokya,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,81,1,https://lastfm.freetls.fastly.net/i/u/300x300/de910dae53ba42068b49f95203716595.jpg
2023-06-16,82,NEW,--,True,10,--,Triangulo,Nadine Lustre,Indak (Official Movie Soundtrack),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,82,1,
2023-06-16,83,RE,--,True,10,--,Kilometro,Sarah Geronimo,Perfectly Imperfect,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,83,1,https://lastfm.freetls.fastly.net/i/u/300x300/8aabc4410ba54f8ecfadf57574db0c58.png
2023-06-16,84,NEW,--,True,10,--,Hari Ng Tondo (Live),Gloc 9,Biyahe Ng Pangarap,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,84,1,
2023-06-16,85,NEW,--,True,10,--,Kaleidoscope World,Parokya Ni Edgar,Inuman Sessions Vol. 1,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,85,1,https://lastfm.freetls.fastly.net/i/u/300x300/921989ae99f44e2c800c0743c75cd424.png
2023-06-16,86,RE,--,False,10,--,Upuan (feat. Jeazell Grutas),Gloc-9,Matrikula,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,81,5,https://lastfm.freetls.fastly.net/i/u/300x300/bbe2667e4d317bb7135dbc23b81be850.jpg
2023-06-16,87,RE,--,False,10,--,Walang Natira (Feat. Sheng Belmonte),Gloc-9,Talumpati,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,74,2,https://lastfm.freetls.fastly.net/i/u/300x300/067a8c902b519d33f2acd34171eec38b.jpg
2023-06-16,88,RE,--,False,10,--,Love Story Ko,Gloc-9,Ako Si,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,80,2,https://lastfm.freetls.fastly.net/i/u/300x300/381ea996447cde46507503522a778c18.jpg
2023-06-16,89,RE,--,False,10,--,Simpleng Tao,Gloc-9,G9,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,61,3,https://lastfm.freetls.fastly.net/i/u/300x300/4ae0e5854a1996b392740dda3cbd48cf.jpg
2023-06-16,90,RE,--,False,10,--,Magasin,Eraserheads,Circus: The Bernie Grundman Remaster 2022,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,75,3,https://lastfm.freetls.fastly.net/i/u/300x300/856fcebe3f655b0fb63f9cb4fad74a67.jpg
2023-06-16,91,RE,--,False,10,--,Bagsakan,Parokya Ni Edgar,Halina Sa Parokya,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,57,4,https://lastfm.freetls.fastly.net/i/u/300x300/de910dae53ba42068b49f95203716595.jpg
2023-06-16,92,RE,--,False,10,--,Gabay,Siakol,kabilang mundo,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,63,3,https://lastfm.freetls.fastly.net/i/u/300x300/27062abddfb84007c0433a5ecadce940.jpg
2023-06-16,93,RE,--,False,10,--,sirena,Gloc-9,MKNM (Mga Kwento Ng Makata),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,16,10,https://lastfm.freetls.fastly.net/i/u/300x300/b5162f38c8ec5a16926e0c5a4b1a702c.jpg
2023-06-16,94,RE,--,False,10,--,Ang Huling El Bimbo,Eraserheads,Cutterpillow,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,7,5,https://lastfm.freetls.fastly.net/i/u/300x300/0d56503786554fd0961d02b230bcd7b9.png
2023-06-16,95,RE,--,False,10,--,The Other Side of the Door (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,0,0,11,13,https://lastfm.freetls.fastly.net/i/u/300x300/1aaa3638ee0bfee0ba8089c78ad63b26.jpg
