Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2023-10-27,1,NEW,--,True,False,697,--,Blank Space (Taylor's Version),Taylor Swift,1989 (Taylor's Version),92,53,39,460,159,78,132825000,13356,440505000,0.63,0.04,0.33,644000,697,0,0,1,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,2,NEW,--,True,False,578,--,Shake It Off (Taylor's Version),Taylor Swift,1989 (Taylor's Version),76,60,9,380,180,18,109725000,15120,101655000,0.81,0.07,0.12,507500,578,0,0,2,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,3,NEW,--,True,False,511,--,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),66,55,8,330,165,16,95287500,13860,90360000,0.8,0.08,0.12,451500,511,0,0,3,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,4,NEW,--,True,False,502,--,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),65,55,6,325,165,12,93843750,13860,67770000,0.83,0.08,0.1,441000,502,0,0,4,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,5,NEW,--,True,False,470,--,Out of the Woods (Taylor's Version),Taylor Swift,1989 (Taylor's Version),59,55,5,295,165,10,85181250,13860,56475000,0.83,0.09,0.09,416500,470,0,0,5,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,6,NEW,--,True,False,335,--,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),44,29,14,220,87,28,63525000,7308,158130000,0.68,0.05,0.27,304500,335,0,0,6,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,7,NEW,--,True,False,247,--,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),31,28,4,155,84,8,44756250,7056,45180000,0.79,0.08,0.13,220500,247,0,0,7,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,8,NEW,--,True,False,242,--,All You Had to Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version),30,30,1,150,90,2,43312500,7560,11295000,0.87,0.1,0.04,213500,242,0,0,8,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,9,NEW,--,True,False,234,--,Bad Blood (Taylor's Version),Taylor Swift,1989 (Taylor's Version),29,29,1,145,87,2,41868750,7308,11295000,0.87,0.1,0.04,206500,234,0,0,9,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,10,NEW,--,True,False,233,--,Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version),29,28,2,145,84,4,41868750,7056,22590000,0.84,0.09,0.07,206500,233,0,0,10,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,11,NEW,--,True,False,220,--,Welcome to New York (Taylor's Version),Taylor Swift,1989 (Taylor's Version),27,27,2,135,81,4,38981250,6804,22590000,0.83,0.09,0.08,196000,220,0,0,11,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,12,NEW,--,True,False,218,--,Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version),27,27,1,135,81,2,38981250,6804,11295000,0.86,0.1,0.04,192500,218,0,0,12,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,13,NEW,--,True,False,218,--,I Know Places (Taylor's Version),Taylor Swift,1989 (Taylor's Version),27,27,1,135,81,2,38981250,6804,11295000,0.86,0.1,0.04,192500,218,0,0,13,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,14,NEW,--,True,False,217,--,You Are in Love (Taylor's Version),Taylor Swift,1989 (Taylor's Version),27,26,2,135,78,4,38981250,6552,22590000,0.83,0.09,0.08,192500,217,0,0,14,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,15,NEW,--,True,False,217,--,How You Get the Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version),27,26,2,135,78,4,38981250,6552,22590000,0.83,0.09,0.08,192500,217,0,0,15,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,16,NEW,--,True,False,210,--,Say Don't Go (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),26,26,1,130,78,2,37537500,6552,11295000,0.86,0.1,0.04,185500,210,0,0,16,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,17,NEW,--,True,False,202,--,Is It Over Now? (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),25,25,1,125,75,2,36093750,6300,11295000,0.86,0.1,0.04,178500,202,0,0,17,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,18,NEW,--,True,False,194,--,Suburban Legends (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),24,24,1,120,72,2,34650000,6048,11295000,0.86,0.1,0.04,171500,194,0,0,18,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2023-10-27,19,'-2,17,False,False,176,1.75,Wildest Dreams (Taylor's Version),Taylor Swift,1989 (Taylor's Version),16,16,2,80,48,4,23100000,4032,22590000,0.79,0.09,0.12,119000,132,20,24,1,54,8,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
