Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-08-22,1,'=,1,True,True,537,-0.06,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,35,31,3,175,93,6,45882375,7108,30903120,0.83,0.08,0.09,220731,274,172,91,1,3,2,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2025-08-22,2,'=,2,False,False,501,-0.11,Weightless,All Time Low,Nothing Personal (Deluxe Version),29,26,3,145,78,6,38184300,5988,31038660,0.81,0.08,0.11,186353,229,170,102,1,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/171d1318b43a4609c68186afdd8e6501.png
2025-08-22,3,'=,3,True,True,423,-0.19,A Little Less Sixteen Candles a Little More Touch Me,Fall Out Boy,From Under the Cork Tree,22,22,1,110,66,2,29856750,5222,10662480,0.86,0.1,0.05,148995,178,158,87,3,7,3,https://lastfm.freetls.fastly.net/i/u/300x300/73ff2d6aea6d465ac6b9a697ce4c6168.png
2025-08-22,4,'=,4,False,False,375,-0.23,Can't Keep My Hands Off You (feat. Rivers Cuomo),Simple Plan,Get Your Heart On! (Deluxe Edition),22,22,1,110,66,2,33033000,5776,11791980,0.86,0.1,0.05,164745,178,147,50,1,11,3,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-08-22,5,'+2,7,True,False,295,-0.06,Sleep,My Chemical Romance,The Black Parade,23,23,1,115,69,2,33737550,5900,11520900,0.86,0.1,0.05,168119,186,95,14,5,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/7675defb2787ce67cd030081eb8ff77c.png
2025-08-22,6,'+25,31,True,False,243,0.29,Dirty Little Secret,The All-American Rejects,Move Along,22,22,1,110,66,2,34748175,6076,12401910,0.86,0.1,0.05,141750,178,57,8,6,7,1,https://lastfm.freetls.fastly.net/i/u/300x300/c860b3a910c26ec91598fe76c73812ac.jpg
2025-08-22,7,'-1,6,False,False,236,-0.33,Manchild,Sabrina Carpenter,Manchild,13,11,3,65,33,6,18543525,2744,33613920,0.72,0.07,0.21,93933,104,105,27,6,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/02acf4d89bcc82933e1f767ed71cb910.jpg
2025-08-22,8,'-3,5,False,False,228,-0.47,Beggin (Original Version),Madcon,So Dark The Con Of Man,8,8,1,40,24,2,10672200,1866,10481760,0.79,0.09,0.12,55335,66,129,33,5,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/612b497c3de7618f83862d325241f2c7.jpg
2025-08-22,9,'+27,36,False,False,218,1.4,Aliens Exist,blink-182,Enema of the State,22,22,1,110,66,2,30746100,5377,10978740,0.86,0.1,0.05,153405,178,28,12,2,35,1,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2025-08-22,10,'-1,9,False,False,183,-0.35,The Bends,Radiohead,The Bends,5,5,1,25,15,2,7608562,1330,11950110,0.73,0.08,0.18,40810,42,85,56,4,8,2,https://lastfm.freetls.fastly.net/i/u/300x300/9ea9931e129bb5efd3606866901855b5.jpg
2025-08-22,11,'-3,8,False,False,180,-0.37,Down,blink-182,blink-182,5,5,1,25,15,2,7334250,1282,11520900,0.73,0.08,0.18,39347,42,86,52,1,25,7,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
