Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-11-07,1,'=,1,False,True,277,-0.26,Father Figure,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,10166887,1778,11407950,0.77,0.09,0.14,53130,58,111,106,1,6,6,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-07,2,'+5,7,True,False,247,-0.18,Iris,Goo Goo Dolls,Dizzy Up the Girl,11,10,2,55,30,4,16103587,2560,22996620,0.75,0.08,0.17,82110,89,90,66,2,24,1,https://lastfm.freetls.fastly.net/i/u/300x300/f650f979f3613c2f3f32570500350552.jpg
2025-11-07,3,RE,--,True,False,235,--,Wherever You Will Go,The Calling,Camino Palmero,38,11,6,190,33,12,55630575,2816,68989860,0.81,0.03,0.16,196350,235,0,0,3,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/085669cc3c4f4177bfd54a17739ec88c.png
2025-11-07,4,'-2,2,False,False,230,-0.29,Opalite,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,10611562,1855,11904930,0.77,0.09,0.14,55440,58,96,75,2,6,4,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-07,5,'-2,3,False,False,228,-0.28,Jet Lag (feat. Natasha Bedingfield),Simple Plan,Get Your Heart On! (Deluxe Edition),8,8,1,40,24,2,11596200,2028,11385360,0.79,0.09,0.12,60095,66,94,66,1,32,1,https://lastfm.freetls.fastly.net/i/u/300x300/30a16584138b41e8b8753314724c12b0.jpg
2025-11-07,6,'-2,4,False,False,227,-0.27,The Middle,Jimmy Eat World,Bleed American,8,8,1,40,24,2,11134200,1947,10933560,0.79,0.09,0.12,57715,66,93,67,4,7,3,https://lastfm.freetls.fastly.net/i/u/300x300/5f6bed4795106f6a5ace9295accf4493.jpg
2025-11-07,7,'+5,12,False,False,216,-0.23,The Fate of Ophelia,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,9419025,1647,10572120,0.77,0.09,0.14,49245,58,83,73,3,6,3,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
2025-11-07,8,'-2,6,False,False,216,-0.28,Stacy's Mom,Bowling for Soup,I've Never Done Anything Like This,7,7,1,35,21,2,9176475,1605,10301040,0.77,0.09,0.14,47985,58,90,66,1,14,3,https://lastfm.freetls.fastly.net/i/u/300x300/abf1742d09fa4720bc17571555c4a9fb.png
2025-11-07,9,'+2,11,False,True,215,-0.23,When You're Looking Like That - Single Remix,Westlife,Coast to Coast (Expanded Edition),8,8,1,40,24,2,10487400,1834,10301040,0.79,0.09,0.12,54383,66,84,63,9,5,3,https://lastfm.freetls.fastly.net/i/u/300x300/02cdcba26891ffae5fa9081995302a4b.png
2025-11-07,10,'-5,5,False,False,212,-0.3,Wood,Taylor Swift,The Life of a Showgirl,7,7,1,35,21,2,10490287,1834,11769390,0.77,0.09,0.14,54810,58,90,62,5,6,1,https://lastfm.freetls.fastly.net/i/u/300x300/837e4d37b0c4a0a65eb12177e1afb8ee.png
