Week,Position,Rise/Fall,Previous Rank,New Peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Album Cover
2024-01-05,52,'-17,35,False,49,-0.62,You Belong with Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,26,13,1,65,https://lastfm.freetls.fastly.net/i/u/300x300/1aaa3638ee0bfee0ba8089c78ad63b26.jpg
2024-01-05,53,'+27,80,False,47,1.17,I'm with You,Avril Lavigne,Let Go,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,12,9,19,6,https://lastfm.freetls.fastly.net/i/u/300x300/2f55e4ac3c60dfbd01d6ac2e5c11ca39.jpg
2024-01-05,54,'+8,62,False,45,0.29,Sweet Child o' Mine,Guns N' Roses,Appetite for Destruction,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,14,13,38,5,https://lastfm.freetls.fastly.net/i/u/300x300/eed51418bdbc41bc9aa959de2d65dd5d.png
2024-01-05,55,'+31,86,False,45,1.17,Nobody's Home,Avril Lavigne,Under My Skin,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,12,7,1,5,https://lastfm.freetls.fastly.net/i/u/300x300/a0beb5604cbf4731ae6856863b82761a.png
2024-01-05,56,RE,--,True,43,--,It's Gonna Be Me,*NSYNC,No Strings Attached,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,9,56,3,https://lastfm.freetls.fastly.net/i/u/300x300/8d13d2de869455c6faa68d203c91282f.jpg
2024-01-05,57,'-2,55,False,43,0.2,Material Girl,Madonna,Celebration (Double Disc Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,15,10,53,3,https://lastfm.freetls.fastly.net/i/u/300x300/5779fa945644a539ad2beeaede333d92.png
2024-01-05,58,NEW,--,True,42,--,The Ghost of You,My Chemical Romance,Three Cheers for Sweet Revenge,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,58,1,https://lastfm.freetls.fastly.net/i/u/300x300/09cb27a9f908354fd210a07830951791.png
2024-01-05,59,NEW,--,True,42,--,I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,5,5,1,25,15,2,250000,15000,100000,0.68,0.04,0.27,365000,42,0,0,59,1,https://lastfm.freetls.fastly.net/i/u/300x300/09cb27a9f908354fd210a07830951791.png
2024-01-05,60,'+16,76,False,41,0.38,Like a Virgin,Madonna,Like a Virgin,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,13,10,15,7,https://lastfm.freetls.fastly.net/i/u/300x300/a4ddbfef557fd92f733c307855b6fd80.png
2024-01-05,61,'-5,56,False,41,0.73,bad idea right?,Olivia Rodrigo,GUTS,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,15,0,1,18,https://lastfm.freetls.fastly.net/i/u/300x300/e39eb31f874f4a5c4afa836845141437.jpg
2024-01-05,62,'+17,79,True,39,0.5,Hey Jude - Remastered 2015,The Beatles,1 (Remastered),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,9,62,3,https://lastfm.freetls.fastly.net/i/u/300x300/207c9708aabfc084aee235ab2c8c4ee9.jpg
2024-01-05,63,'-6,57,False,38,0.71,Focus,Ariana Grande,Focus,3,1,3,15,3,6,150000,3000,300000,0.33,0.01,0.66,453000,24,14,0,33,5,https://lastfm.freetls.fastly.net/i/u/300x300/4f1f08b3772adb908f975821465493fc.png
2024-01-05,64,'+25,89,True,38,0.64,Promiscuous,Nelly Furtado,Loose,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,11,9,64,4,https://lastfm.freetls.fastly.net/i/u/300x300/f3aa2afa43dc94eb79562be7a23ce876.png
2024-01-05,65,'-12,53,False,38,-0.38,I Don't Want to Miss a Thing - From Armageddon Soundtrack,Aerosmith,Armageddon - The Album,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,16,12,41,3,https://lastfm.freetls.fastly.net/i/u/300x300/aaccf0c11c2a4a3da2613835b42308ab.png
2024-01-05,66,'+21,87,True,37,0.5,Hey Ya!,OutKast,Speakerboxxx/The Love Below,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,7,66,3,https://lastfm.freetls.fastly.net/i/u/300x300/fef975b2cf4c416eadee5f765f49ec34.png
2024-01-05,67,'-2,65,False,36,-0.29,You Spin Me Round (Like a Record),Dead or Alive,Evolution: The Hits,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,14,12,42,3,https://lastfm.freetls.fastly.net/i/u/300x300/d2203a34d9bcef2347e3ac168b968772.jpg
2024-01-05,68,'-16,52,False,35,0.06,Bad Blood (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,17,0,9,10,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2024-01-05,69,RE,--,False,35,--,Unwell,Matchbox Twenty,More Than You Think You Are,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,9,3,8,https://lastfm.freetls.fastly.net/i/u/300x300/daa17282a85d8e8f783ca5cd1c873638.jpg
2024-01-05,70,RE,--,False,35,--,Keep on Movin',Five,Invincible,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,9,26,5,https://lastfm.freetls.fastly.net/i/u/300x300/64346c77ecc98a6522a018c9cdef5bbf.jpg
2024-01-05,71,RE,--,False,34,--,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,4,4,1,20,12,2,200000,12000,100000,0.64,0.04,0.32,312000,34,0,0,60,5,https://lastfm.freetls.fastly.net/i/u/300x300/a3f25f1f89de1a5e895b9360ac09a6e6.jpg
2024-01-05,72,'+1,73,False,33,-0.23,Emotions,Mariah Carey,Emotions,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,13,10,54,4,https://lastfm.freetls.fastly.net/i/u/300x300/69e50bdad41d4b08cb36de7fff3fc6a4.png
2024-01-05,73,'+4,77,False,34,-0.23,Nothing's Gonna Stop Us Now,Starship,No Protection,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,13,11,47,4,https://lastfm.freetls.fastly.net/i/u/300x300/b4b991fd169886485706b59750962bd8.png
2024-01-05,74,'+9,83,False,34,-0.17,Boy's a liar Pt. 2,PinkPantheress,Heaven knows,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,12,7,16,https://lastfm.freetls.fastly.net/i/u/300x300/16cc8263e16931610bd9506c4be95859.jpg
2024-01-05,75,'+13,88,False,33,-0.09,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,11,12,40,3,https://lastfm.freetls.fastly.net/i/u/300x300/41fab0ba40fb460786628a9520f5001b.jpg
2024-01-05,76,'+16,92,False,32,-0.09,YMCA,Village People,Can't Stop the Music (Original Soundtrack 1980),1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,11,11,43,5,https://lastfm.freetls.fastly.net/i/u/300x300/a3955b4a92fe43b0c35c359a63f042af.jpg
2024-01-05,77,'-9,68,False,31,0.38,Hung Up,Madonna,Confessions on a Dance Floor,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,13,0,9,5,https://lastfm.freetls.fastly.net/i/u/300x300/940351f3cd3404d81c6dfe62ffb55c6c.png
2024-01-05,78,'-6,72,False,31,0.38,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,13,0,11,8,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2024-01-05,79,'+2,81,False,31,-0.17,Build Me Up Buttercup (mono),The Foundations,The Foundations,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,9,64,3,https://lastfm.freetls.fastly.net/i/u/300x300/1694a4886080668a92a8d39f44744173.jpg
2024-01-05,80,'+2,82,False,30,0.5,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,12,0,3,9,https://lastfm.freetls.fastly.net/i/u/300x300/f58d29605321bc6e1ee4da6ae5a0cb4a.jpg
2024-01-05,81,'+17,98,True,29,0.64,Everybody (Backstreet's Back),Backstreet Boys,Backstreet's Back,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,11,0,81,2,https://lastfm.freetls.fastly.net/i/u/300x300/4300e70fbcde5afc9949200f8f095fa0.png
2024-01-05,82,'+18,100,True,29,0.64,I Want You Back - Radio Edit,*NSYNC,'N Sync UK Version,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,11,0,82,2,https://lastfm.freetls.fastly.net/i/u/300x300/67285fbe847b87f7b3d565208a5b55bb.jpg
2024-01-05,83,'+2,85,False,29,-0.17,Losing Grip,Avril Lavigne,Let Go,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,12,7,21,4,https://lastfm.freetls.fastly.net/i/u/300x300/2f55e4ac3c60dfbd01d6ac2e5c11ca39.jpg
2024-01-05,84,RE,--,False,27,--,When I Grow Up,The Pussycat Dolls,Doll Domination (Deluxe),2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,9,57,6,https://lastfm.freetls.fastly.net/i/u/300x300/f5c15e97d51419b5603bc4c0641fcb87.jpg
2024-01-05,85,RE,--,False,27,--,Touch My Body,Mariah Carey,E=MC2,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,9,72,2,https://lastfm.freetls.fastly.net/i/u/300x300/6b0b23d7c60b84f96c2d9c9f0af3cf99.jpg
2024-01-05,86,RE,--,False,27,--,U Can't Touch This,MC Hammer,Please Hammer Don't Hurt 'Em,2,2,1,10,6,2,100000,6000,100000,0.49,0.03,0.49,206000,18,0,9,67,2,https://lastfm.freetls.fastly.net/i/u/300x300/802427f7083ce06c7c251b190e0e3f84.jpg
2024-01-05,87,'-40,47,False,27,-0.41,Spicy,aespa,MY WORLD - The 3rd Mini Album,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,17,0,12,4,https://lastfm.freetls.fastly.net/i/u/300x300/3b96f9008abaa1134b17b8752abc3f78.jpg
2024-01-05,88,'-40,48,False,27,-0.41,get him back!,Olivia Rodrigo,GUTS,1,1,1,5,3,2,50000,3000,100000,0.33,0.02,0.65,153000,10,17,0,48,5,https://lastfm.freetls.fastly.net/i/u/300x300/e39eb31f874f4a5c4afa836845141437.jpg
2024-01-05,89,RE,--,False,26,--,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,1,82,https://lastfm.freetls.fastly.net/i/u/300x300/a758908e6e86dcecbb199c4b19acb799.jpg
2024-01-05,90,RE,--,False,26,--,Complicated,Avril Lavigne,Let Go,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,4,11,https://lastfm.freetls.fastly.net/i/u/300x300/2f55e4ac3c60dfbd01d6ac2e5c11ca39.jpg
2024-01-05,91,RE,--,False,26,--,My Happy Ending,Avril Lavigne,Under My Skin,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,14,2,https://lastfm.freetls.fastly.net/i/u/300x300/a0beb5604cbf4731ae6856863b82761a.png
2024-01-05,92,RE,--,False,26,--,Hollaback Girl,Gwen Stefani,Love Angel Music Baby,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,16,5,https://lastfm.freetls.fastly.net/i/u/300x300/9df65bc5682d88226c9b71436ee41d08.png
2024-01-05,93,RE,--,False,26,--,Irreplaceable,Beyoncé,B'Day,3,3,1,15,9,2,150000,9000,100000,0.58,0.03,0.39,259000,26,0,0,28,7,https://lastfm.freetls.fastly.net/i/u/300x300/cdef59cff844415e33c73e748ff33164.jpg
