Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak,Album Cover
2025-06-20,1,NEW,--,True,False,403,--,Gabriela,KATSEYE,Gabriela,55,36,10,275,108,20,85282312,9761,121760100,0.77,0.06,0.17,381780,403,0,0,1,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/0f95953437c8d4d79e09183f1456815e.jpg
2025-06-20,2,NEW,--,True,False,322,--,Dear god,Tate McRae,So Close to What,40,40,1,200,120,2,61099500,10684,11995290,0.87,0.1,0.03,301644,322,0,0,2,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,3,'-2,1,False,False,311,-0.19,Down,blink-182,blink-182,13,13,1,65,39,2,19069050,3334,11520900,0.83,0.09,0.08,96579,106,116,89,1,16,3,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-06-20,4,NEW,--,True,False,298,--,Signs,Tate McRae,So Close to What,37,37,1,185,111,2,53739262,9398,11407950,0.87,0.1,0.03,265650,298,0,0,4,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,5,'+6,11,False,False,231,0.16,2 hands,Tate McRae,So Close to What,15,13,3,75,39,6,20313562,3079,31919670,0.74,0.07,0.19,102424,120,60,51,1,15,2,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,6,'+2,8,False,False,229,0.06,Sports car,Tate McRae,So Close to What,13,13,1,65,39,2,17492475,3059,10572120,0.83,0.09,0.08,88641,106,65,58,1,15,4,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,7,'-5,2,False,False,219,-0.24,Aliens Exist,blink-182,Enema of the State,7,7,1,35,21,2,9782850,1711,10978740,0.77,0.09,0.14,51135,58,87,74,2,27,1,https://lastfm.freetls.fastly.net/i/u/300x300/fa585497562506b87fd59b41dfc53ff7.jpg
2025-06-20,8,'-5,3,False,False,212,-0.25,Fame Is a Gun,Addison Rae,Addison,4,4,1,20,12,2,6052200,1058,11882340,0.7,0.08,0.22,33201,34,86,92,1,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/ad9e0bcc76824a8327dd4ed57d20dd5b.jpg
2025-06-20,9,'+8,17,False,False,204,0.17,Always,blink-182,blink-182,14,10,5,70,30,10,18191250,2273,51053400,0.65,0.05,0.29,91959,110,53,41,3,19,1,https://lastfm.freetls.fastly.net/i/u/300x300/66f1cec75fe04b7c869712c55fd24528.png
2025-06-20,10,RE,--,True,False,202,--,Touch,Katseye,Touch,25,25,1,125,75,2,39414375,6892,12379320,0.86,0.1,0.04,195993,202,0,0,10,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/04688e58d2f81866856b0f3b007f2d2d.jpg
2025-06-20,11,RE,--,True,False,202,--,Debut,Katseye,Debut,25,25,1,125,75,2,38548125,6741,12108240,0.86,0.1,0.04,191709,202,0,0,11,2,1,https://lastfm.freetls.fastly.net/i/u/300x300/9da920a9dbda8d0210c9081a6e67399a.jpg
2025-06-20,12,'-7,5,False,False,197,-0.26,Diet Pepsi,Addison Rae,Addison,4,4,1,20,12,2,5994450,1048,11769390,0.7,0.08,0.22,32886,34,81,82,4,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/ad9e0bcc76824a8327dd4ed57d20dd5b.jpg
2025-06-20,13,'-7,6,False,False,192,-0.2,Headphones On,Addison Rae,Addison,4,4,1,20,12,2,5278350,923,10368810,0.7,0.08,0.22,28979,34,73,85,3,3,1,https://lastfm.freetls.fastly.net/i/u/300x300/ad9e0bcc76824a8327dd4ed57d20dd5b.jpg
2025-06-20,14,'-7,7,False,False,190,-0.14,Troublemaker,Weezer,Weezer (Red Album),9,9,1,45,27,2,12525975,2190,10933560,0.8,0.09,0.11,64505,74,67,49,7,4,1,https://lastfm.freetls.fastly.net/i/u/300x300/90d314e8b6456111f7ab90583e2df277.png
2025-06-20,15,'-6,9,False,False,190,-0.11,I know love (feat. The Kid LAROI),Tate McRae,So Close to What,9,9,1,45,27,2,11850300,2072,10346220,0.8,0.09,0.11,61046,74,65,51,4,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,16,'+36,52,False,False,179,2.09,Sleep,My Chemical Romance,The Black Parade,21,12,10,105,36,20,30803850,3078,115209000,0.6,0.04,0.36,153811,161,18,0,6,14,1,https://lastfm.freetls.fastly.net/i/u/300x300/7675defb2787ce67cd030081eb8ff77c.png
2025-06-20,17,NEW,--,True,False,173,--,Paligoy-ligoy,Nadine Lustre,Diary ng Panget (Original Movie Soundtrack),22,19,3,110,57,6,30619050,4625,32800680,0.79,0.08,0.13,149380,173,0,0,17,1,1,https://lastfm.freetls.fastly.net/i/u/300x300/a4f23b5edf6c3ca7945612849a9c8bf9.jpg
2025-06-20,18,'+15,33,False,False,167,0.36,Gnarly,KATSEYE,Gabriela,12,12,2,60,36,4,17914050,3132,23448420,0.76,0.09,0.16,94640,100,37,30,12,8,1,https://lastfm.freetls.fastly.net/i/u/300x300/0f95953437c8d4d79e09183f1456815e.jpg
2025-06-20,19,'-3,16,False,False,166,-0.05,Mad Season,Matchbox Twenty,Mad Season,10,10,1,50,30,2,15015000,2625,11791980,0.81,0.09,0.1,76881,82,53,31,1,20,4,https://lastfm.freetls.fastly.net/i/u/300x300/168a070f9a7e74269cdff242cbe738a6.jpg
2025-06-20,20,'-10,10,False,False,163,-0.2,bloodonmyhands (feat. Flo Milli),Tate McRae,So Close to What,7,7,1,35,21,2,10550925,1845,11837160,0.77,0.09,0.14,55125,58,62,43,3,10,1,https://lastfm.freetls.fastly.net/i/u/300x300/2c927d26b092260dee2e79d4864c1de7.png
2025-06-20,21,RE,--,True,False,160,--,Just Missed the Train,Kelly Clarkson,Thankful,22,10,10,110,30,20,29920275,2378,106850700,0.62,0.03,0.35,139356,160,0,0,21,5,1,https://lastfm.freetls.fastly.net/i/u/300x300/0fcb0432dc2d1836a43530ee73ce006e.jpg
