Week,Song Name,Artist Name,Streams,Sales,Airplay
2023-01-06,Rookie,Red Velvet,1,1,1
2023-01-06,Wake Me Up,TWICE,1,1,1
2023-01-06,Apple,GFRIEND,1,1,1
2023-01-06,Secret,WJSN,1,1,1
2023-01-06,Congratulations,DAY6,1,1,1
2023-01-06,As you Wish,WJSN,1,1,1
2023-01-06,Hobgoblin,CLC,1,1,1
2023-01-06,Ridin',NCT DREAM,1,1,1
2023-01-06,90's Love,NCT U,1,1,1
2023-01-06,UNNATURAL,WJSN,1,1,1
2023-01-06,What Is Love,TWICE,1,1,1
2023-01-06,Celebrate,TWICE,1,1,1
2023-01-06,너 아님 안돼,2NE1,1,1,1
2023-01-06,Fanfare,TWICE,1,1,1
2023-01-06,Devil,CLC,1,1,1
2023-01-06,LOVE BOMB,fromis_9,1,1,1
2023-01-06,Next Level,aespa,1,1,1
2023-01-06,Run Devil Run,Girls' Generation,1,1,1
2023-01-06,7월 7일 One of These Nights,Red Velvet,1,1,1
2023-01-06,Love Shot,EXO,1,1,1
2023-01-06,I Wait,DAY6,1,1,1
2023-01-06,Boogie Up,WJSN,1,1,1
2023-01-06,Yes I Am,MAMAMOO,2,2,1
2023-01-06,Hi High,Loona,1,1,1
2023-01-06,HIP,MAMAMOO,1,1,1
2023-01-06,Crazy Sexy Cool,Astro,2,2,1
2023-01-06,Giddy Up,THE BOYZ,1,1,1
2023-01-06,BAAM,MOMOLAND,1,1,1
2023-01-06,BOOMBOOM,Seventeen,1,1,1
2023-01-06,Heart Shaker,TWICE,1,1,1
2023-01-06,Feel Good (SECRET CODE),fromis_9,1,1,1
2023-01-06,4 Walls,f(x),1,1,1
2023-01-06,HAPPY HAPPY,TWICE,1,1,1
2023-01-06,Kura Kura,TWICE,1,1,1
2023-01-06,LA DI DA,Everglow,1,1,1
2023-01-06,All Night,Astro,1,1,1
2023-01-06,Flip That,Loona,1,1,1
2023-01-06,TT,TWICE,1,1,1
2023-01-06,WILDSIDE,Red Velvet,1,1,1
2023-01-06,Feel Special,TWICE,1,1,1
2023-01-06,Simon Says,NCT 127,1,1,1
2023-01-06,Black on Black,NCT,1,1,1
2023-01-06,Punch,NCT 127,1,1,1
2023-01-06,La Vie en Rose,IZ*ONE,2,2,1
2023-01-06,BBIBBI,IU,1,1,1
2023-01-06,Side Effects,Stray Kids,1,1,1
2023-01-06,Red Flavor,Red Velvet,1,1,1
2023-01-06,WITHOUT YOU (Sung by JAEHYUN DOYOUNG TAEIL),NCT U,1,1,1
2023-01-06,Deja Vu,Dreamcatcher,1,1,1
2023-01-06,I'm So Pretty,Nature,1,1,1
2023-01-06,Touch,miss A,1,1,1
2023-01-06,FINGERTIP,GFRIEND,1,1,1
2023-01-06,DALLA DALLA,ITZY,1,1,1
2023-01-06,Misfit,NCT U,1,1,1
2023-01-06,BBoom BBoom,MOMOLAND,1,1,1
2023-01-06,Chewing Gum,NCT DREAM,1,1,1
2023-01-06,Egoist (Olivia Hye),Loona,1,1,1
2023-01-06,ICY,ITZY,1,1,1
2023-01-06,키스는 다음에,Loona,1,1,1
2023-01-06,Enchanted,Taylor Swift,1,1,1
2023-01-06,Oh! my mistake,April,1,1,1
2023-01-06,I Wish,WJSN,1,1,1
2023-01-06,Stylish,Loona,1,1,1
2023-01-06,Pompeii,Bastille,1,1,1
2023-01-06,Good Time,Owl City,1,1,1
2023-01-06,WILD,Troye Sivan,1,1,1
2023-01-06,Swimming Pool,Red Velvet,1,1,1
2023-01-06,I Got a Boy,소녀시대,1,1,1
2023-01-06,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,1,1,1
2023-01-06,LIKEY,TWICE,1,1,1
2023-01-06,SPARK,A.C.E,1,1,1
2023-01-06,betty,Taylor Swift,1,1,1
2023-01-06,Why Not?,Loona,1,1,1
2023-01-06,LE VOYA9E,Kep1er,1,1,1
2023-01-06,With You,Red Velvet,1,1,1
2023-01-06,How u doin',TWICE,1,1,1
2023-01-06,Happily Ever After,Red Velvet,1,1,1
2023-01-06,My My,Seventeen,1,1,1
2023-01-06,Most Girls,Hailee Steinfeld,1,1,1
2023-01-06,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,1,1,1
2023-01-06,GIRLS LIKE US,TWICE,1,1,1
2023-01-06,DO WHAT WE LIKE,TWICE,1,1,1
2023-01-06,Really Don't Care,Demi Lovato,1,1,1
2023-01-06,YOUNG & WILD,TWICE,1,1,1
2023-01-06,Talk to Me,Red Velvet,1,1,1
2023-01-06,Back to You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1,1,1
2023-01-13,Lonely Bones,dodie,15,15,1
2023-01-13,Got Weird,dodie,16,16,1
2023-01-13,hot mess,dodie,17,17,1
2023-01-13,No Big Deal (I Love You),dodie,14,14,1
2023-01-13,Flowers,Miley Cyrus,1,1,1
2023-01-13,Begin Again (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,Starlight (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Taylor Swift,1,1,1
2023-01-13,The Lucky One (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,Holy Ground (Taylor's Version),Taylor Swift,7,7,1
2023-01-13,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),Taylor Swift,1,1,1
2023-01-13,Stay Stay Stay (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,5,5,1
2023-01-13,I Almost Do (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,22 (Taylor's Version),Taylor Swift,7,7,1
2023-01-13,All Too Well (Taylor's Version),Taylor Swift,4,2,3
2023-01-13,Afterglow,Taylor Swift,2,2,1
2023-01-13,I Knew You Were Trouble (Taylor's Version),Taylor Swift,3,3,1
2023-01-13,Treacherous (Taylor's Version),Taylor Swift,7,7,1
2023-01-13,Red (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,State of Grace (Taylor's Version),Taylor Swift,1,1,1
2023-01-13,Ikaw Lamang,Silent Sanctuary,25,25,1
2023-01-13,Monster,dodie,3,3,1
2023-01-13,Hype Boy,NewJeans,3,3,1
2023-01-13,Wildest Dreams (Taylor's Version),Taylor Swift,3,3,1
2023-01-13,Kung 'Di Rin Lang Ikaw,December Avenue,26,24,3
2023-01-13,FUN!,fromis_9,3,3,1
2023-01-13,Attention,NewJeans,3,3,1
2023-01-13,Midnight Rain,Taylor Swift,7,7,1
2023-01-13,LOVE DIVE,IVE,3,3,1
2023-01-13,#Cookie Jar,Red Velvet,8,8,1
2023-01-13,Ditto,NewJeans,3,3,1
2023-01-13,Ang Huling El Bimbo,Eraserheads,17,17,1
2023-01-13,With A Smile,Eraserheads,21,21,1
2023-01-13,Kalachuchi,munimuni,24,20,5
2023-01-13,After LIKE,IVE,5,5,1
2023-01-13,Here's to Never Growing Up,Avril Lavigne,1,1,1
2023-01-13,breathin,Ariana Grande,1,1,1
2023-01-13,Think About Us,Little Mix,1,1,1
2023-01-13,deja vu,Olivia Rodrigo,1,1,1
2023-01-13,Strip (feat. Sharaya J),Little Mix,1,1,1
2023-01-13,Greedy,Ariana Grande,2,2,1
2023-01-13,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1,1,1
2023-01-13,Unconditionally,Katy Perry,1,1,1
2023-01-13,It Ain't Me (with Selena Gomez),Kygo,1,1,1
2023-01-13,Sippy Cup,Melanie Martinez,1,1,1
2023-01-13,Dear Future Husband,Meghan Trainor,1,1,1
2023-01-13,You Signed Up For This,Maisie Peters,1,1,1
2023-01-13,Teenage Dream,Katy Perry,1,1,1
2023-01-13,Fetish (feat. Gucci Mane),Selena Gomez,1,1,1
2023-01-13,R.E.M,Ariana Grande,1,1,1
2023-01-13,Back to You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1,1,1
2023-01-13,goodnight n go,Ariana Grande,1,1,1
2023-01-13,Wolves,Selena Gomez,1,1,1
2023-01-13,Born This Way,Lady Gaga,1,1,1
2023-01-13,The Louvre,Lorde,1,1,1
2023-01-13,Teacher's Pet,Melanie Martinez,1,1,1
2023-01-13,Like a Virgin,Madonna,1,1,1
2023-01-13,Waking Up in Vegas,Katy Perry,1,1,1
2023-01-13,Move,Little Mix,1,1,1
2023-01-13,Bad Liar,Selena Gomez,1,1,1
2023-01-13,Tag You're It,Melanie Martinez,2,2,1
2023-01-13,Stay Numb and Carry On,Madison Beer,1,1,1
2023-01-13,pov,Ariana Grande,1,1,1
2023-01-13,I Want You to Know,Zedd,1,1,1
2023-01-13,Castle on the Hill,Ed Sheeran,1,1,1
2023-01-13,Hair,Little Mix,1,1,1
2023-01-13,Absolutely Smitten,dodie,1,1,1
2023-01-13,Would've Could've Should've,Taylor Swift,3,3,1
2023-01-13,Dark Paradise,Lana Del Rey,1,1,1
2023-01-13,We Found Love,Rihanna,1,1,1
2023-01-13,Nonsense,Sabrina Carpenter,2,2,1
2023-01-13,Arms Unfolding,dodie,1,1,1
2023-01-13,This Love (Taylor’s Version),Taylor Swift,2,2,1
2023-01-13,Blue Flame,LE SSERAFIM,2,2,1
2023-01-13,OMG,NewJeans,2,2,1
2023-01-13,MOONLIGHT,TWICE,2,2,1
2023-01-13,ANTIFRAGILE,LE SSERAFIM,2,2,1
2023-01-13,Hurt,NewJeans,2,2,1
2023-01-13,ROYAL,IVE,7,7,1
2023-01-13,FEARLESS,LE SSERAFIM,2,2,1
2023-01-13,Lavender Haze,Taylor Swift,6,6,1
2023-01-13,Rough,GFRIEND,2,2,1
2023-01-13,Not What I Meant (feat. Lewis Watson),dodie,2,2,1
2023-01-13,WA DA DA,Kep1er,7,7,1
2023-01-13,I Think He Knows,Taylor Swift,10,10,1
2023-01-13,Heart Attack (츄),Loona,9,9,1
2023-01-13,Paris,Taylor Swift,9,9,1
2023-01-13,Mastermind,Taylor Swift,4,4,1
2023-01-13,Sweet Nothing,Taylor Swift,4,4,1
2023-01-13,Karma,Taylor Swift,4,4,1
2023-01-13,Labyrinth,Taylor Swift,4,4,1
2023-01-13,Bejeweled,Taylor Swift,4,4,1
2023-01-13,Vigilante Shit,Taylor Swift,4,4,1
2023-01-13,Question...?,Taylor Swift,4,4,1
2023-01-13,You're on Your Own Kid,Taylor Swift,4,4,1
2023-01-13,Snow on the Beach (feat. Lana Del Rey),Taylor Swift,4,4,1
2023-01-13,Anti-Hero,Taylor Swift,4,4,1
2023-01-13,Maroon,Taylor Swift,4,4,1
2023-01-13,Simpleng Tao,Gloc-9,3,3,1
2023-01-13,Magasin,Eraserheads,4,4,1
2023-01-13,Bagsakan,Parokya Ni Edgar,3,3,1
2023-01-13,Dati,Tippy Dos Santos,2,2,1
2023-01-13,Gabay,Siakol,2,2,1
2023-01-13,Hinahanap-Hanap Kita,Rivermaya,3,3,1
2023-01-13,Pangarap Lang Kita,Parokya Ni Edgar,4,4,1
2023-01-13,Magda,Gloc-9,3,3,1
2023-01-13,The Day You Said Goodnight,Hale,3,3,1
2023-01-13,Alapaap,Eraserheads,4,4,1
2023-01-13,sirena,Gloc-9,5,3,3
2023-01-13,Ligaya,Eraserheads,5,5,1
2023-01-13,emails i can’t send,Sabrina Carpenter,2,2,1
2023-01-13,decode,Sabrina Carpenter,1,1,1
2023-01-13,Bad for Business,Sabrina Carpenter,1,1,1
2023-01-13,skinny dipping,Sabrina Carpenter,1,1,1
2023-01-13,Fast Times,Sabrina Carpenter,1,1,1
2023-01-13,bet u wanna,Sabrina Carpenter,1,1,1
2023-01-13,how many things,Sabrina Carpenter,1,1,1
2023-01-13,Already Over,Sabrina Carpenter,1,1,1
2023-01-13,because i liked a boy,Sabrina Carpenter,1,1,1
2023-01-13,Tornado Warnings,Sabrina Carpenter,1,1,1
2023-01-13,Read your Mind,Sabrina Carpenter,1,1,1
2023-01-13,Vicious,Sabrina Carpenter,1,1,1
2023-01-13,Babe,Sugarland,1,1,1
2023-01-13,New Year’s Day,Taylor Swift,1,1,1
2023-01-13,Call It What You Want,Taylor Swift,1,1,1
2023-01-13,This Is Why We Can't Have Nice Things,Taylor Swift,1,1,1
2023-01-13,Dress,Taylor Swift,3,1,3
2023-01-13,Dancing With Our Hands Tied,Taylor Swift,1,1,1
2023-01-13,King of My Heart,Taylor Swift,1,1,1
2023-01-13,Getaway Car,Taylor Swift,1,1,1
2023-01-13,Gorgeous,Taylor Swift,1,1,1
2023-01-13,So It Goes...,Taylor Swift,1,1,1
2023-01-13,Look What You Made Me Do,Taylor Swift,1,1,1
2023-01-13,Delicate,Taylor Swift,1,1,1
2023-01-13,Don’t Blame Me,Taylor Swift,1,1,1
2023-01-13,I Did Something Bad,Taylor Swift,1,1,1
2023-01-13,End Game,Taylor Swift,1,1,1
2023-01-13,...Ready for It?,Taylor Swift,1,1,1
2023-01-13,I Don’t Wanna Live Forever (Fifty Shades Darker),Zayn,1,1,1
2023-01-13,Love Story Ko,Gloc-9,1,1,1
2023-01-13,Kung Wala Ka,Hale,1,1,1
2023-01-13,Upside Down,6CycleMind,1,1,1
2023-01-13,Chinito,Yeng Constantino,1,1,1
2023-01-13,Hinahanap Ng Puso,Gloc-9,1,1,1
2023-01-13,Ipagpatawad Mo,Gloc-9,1,1,1
2023-01-13,Ikaw Lang Ang Aking Mahal,Brownman Revival,1,1,1
2023-01-13,Magbalik,Callalily,1,1,1
2023-01-13,Huwag Kang Matakot,Eraserheads,2,2,1
2023-01-13,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,1,1,1
2023-01-13,Minsan,Eraserheads,1,1,1
2023-01-13,Spoliarium,Eraserheads,1,1,1
2023-01-13,Pare Ko,Eraserheads,2,2,1
2023-01-13,Huwag Mo Nang Itanong,Eraserheads,1,1,1
2023-01-13,Sa Ngalan Ng Pag-Ibig,December Avenue,1,1,1
2023-01-13,Overdrive,Eraserheads,1,1,1
2023-01-13,Death By A Thousand Cocks,Taylor Swift CupcakKe,1,1,1
2023-01-13,Sumayaw Ka,Gloc-9,1,1,1
2023-01-13,Kung Ako Na Lang Sana,Bituin Escalante,1,1,1
2023-01-13,Akin Ka Na Lang,The Itchyworms,1,1,1
2023-01-13,Ikaw,Yeng Constantino,1,1,1
2023-01-13,Harana,Eraserheads,1,1,1
2023-01-13,Kisapmata,Rivermaya,1,1,1
2023-01-13,Lando (feat. Chito Miranda),Gloc-9,1,1,1
2023-01-13,Himala,Rivermaya,1,1,1
2023-01-13,Buko,Jireh Lim,2,2,1
2023-01-13,Toyang,Eraserheads,3,1,3
2023-01-13,Elesi,Rivermaya,1,1,1
2023-01-13,Tindahan Ni Aling Nena,Eraserheads,2,1,2
2023-01-13,Basang Basa Sa Ulan,Aegis,1,1,1
2023-01-13,Luha,Aegis,1,1,1
2023-01-13,Halik,Aegis,1,1,1
2023-01-13,Narda,Kamikazee,1,1,1
2023-01-13,Diwata,Jireh Lim,1,1,1
2023-01-13,Magkabilang Mundo,Jireh Lim,1,1,1
2023-01-13,Torete,Moonstar88,1,1,1
2023-01-13,Sa'yo,Silent Sanctuary,1,1,1
2023-01-13,Pasensya Ka Na,Silent Sanctuary,1,1,1
2023-01-13,Harana,Parokya Ni Edgar,1,1,1
2023-01-13,Gitara,Parokya Ni Edgar,1,1,1
2023-01-13,Triangulo,Nadine Lustre,1,1,1
2023-01-13,Kilometro,Sarah Geronimo,1,1,1
2023-01-13,Hari Ng Tondo (Live),Gloc 9,1,1,1
2023-01-13,Kaleidoscope World,Parokya Ni Edgar,1,1,1
2023-01-13,Upuan (feat. Jeazell Grutas),Gloc-9,1,1,1
2023-01-13,Walang Natira (Feat. Sheng Belmonte),Gloc-9,1,1,1
2023-01-13,DATI,Sam Concepcion,1,1,1
2023-01-20,Question...?,Taylor Swift,7,6,2
2023-01-20,Midnight Rain,Taylor Swift,13,11,3
2023-01-20,You're on Your Own Kid,Taylor Swift,5,5,1
2023-01-20,Snow on the Beach (feat. Lana Del Rey),Taylor Swift,7,7,1
2023-01-20,Brown Noise 100 hz,Granular,1,1,1
2023-01-20,Noise Rest,Ambi Val,1,1,1
2023-01-20,Brown Noise in the Sky,Sweet Sol,1,1,1
2023-01-20,Closing My Eyes With Noise,Leanna Woo,1,1,1
2023-01-20,Dreamy Brown Noise,Varma ljud,1,1,1
2023-01-20,Noise Bliss 200 Hz,Noise Nirvana,1,1,1
2023-01-20,Lo-Air 200 Hz,Nylana,1,1,1
2023-01-20,raining for hours,AME,1,1,1
2023-01-20,Brown Mellow Noise 360 Hz Light Q - Seamless,Colorix,1,1,1
2023-01-20,Pink Noise Satisfaction,Wavelab,1,1,1
2023-01-20,Soothing Brown Noise,Julia Sono,1,1,1
2023-01-20,Brown Heavenly Noise,Natura Ferox,1,1,1
2023-01-20,Blissful Pink Noise,Arcticos,1,1,1
2023-01-20,Fountains From Wonderland,Skiez,1,1,1
2023-01-20,Pink Noise for Better Focus,Crystal Slowdown,1,1,1
2023-01-20,Focused By The Brown Noise,The BD Noise Maker,1,1,1
2023-01-20,White Noise Flakes,The White Noise Travelers,1,1,1
2023-01-20,Flowing Brown Noise,Nylana,1,1,1
2023-01-20,89 hz Band Q brown noise,Mind & Ears,1,1,1
2023-01-20,Sleep White Noise,Scandinavian White Noise,1,1,1
2023-01-20,Insomnia Therapy,Latium,1,1,1
2023-01-20,Smooth White Noise,Focus Finders,1,1,1
2023-01-20,Pink Noise For Sleep 4,Granular,1,1,1
2023-01-20,Deep Brown Noise,Brainbox,1,1,1
2023-01-20,Brown Noise River,The Sleep Phasers,1,1,1
2023-01-20,White Noise Shade 4,Octobas,1,1,1
2023-01-20,Sleepy Brown 130 Hz - Seamless,Jane Color,1,1,1
2023-01-20,Ocean of Brown Noise,Holuka,1,1,1
2023-01-20,Restoration Brown Noise,Everywhere Brown Noise,1,1,1
2023-01-20,Deep Blue Noise,Relaxing Noises,1,1,1
2023-01-20,In Harmony with Brown Noise,ULXI,1,1,1
2023-01-20,Brown Noise Cold Plunge,Klangspiel,1,1,1
2023-01-20,Brown Noise Sounds,Relaxed Skies,1,1,1
2023-01-20,Interstellar Cabin,Parcel,1,1,1
2023-01-20,Brown Noise im Schlafzimmer,A Dreaming Machine,1,1,1
2023-01-20,Mild White Noise,Soundstars,1,1,1
2023-01-20,Pink Noise for Studying,Dancing Waves,1,1,1
2023-01-20,The Noisy White Pt 4,Dreams Noises,1,1,1
2023-01-20,Sleeping Pink Noise,Pinkfreq,1,1,1
2023-01-20,Dark Brown Noise,Grey Sample Library,1,1,1
2023-01-20,Endless White Noise,GLXO,1,1,1
2023-01-20,Brown Noise in Montreux,Hum Humming,1,1,1
2023-01-20,Brown Noise in a Cave,The Sleep Phasers,1,1,1
2023-01-20,Falling Asleep,Naturelle,1,1,1
2023-01-20,Brown Noise Ocean,Sleepy Parents,1,1,1
2023-01-20,Lush Brown Noise,A Dreaming Machine,1,1,1
2023-01-20,Pink Noise for Sleeping,Falling into Pink,1,1,1
2023-01-20,Pink Noise for Dreaming,Brightlo,1,1,1
2023-01-20,State of Grace (Taylor's Version),Taylor Swift,3,3,1
2023-01-20,22 (Taylor's Version),Taylor Swift,16,14,2
2023-01-20,Holy Ground (Taylor's Version),Taylor Swift,17,15,2
2023-01-20,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Taylor Swift,16,16,1
2023-01-20,Begin Again (Taylor's Version),Taylor Swift,11,11,1
2023-01-20,State of Grace (Acoustic Version) (Taylor's Version),Taylor Swift,2,2,1
2023-01-20,Girl at Home (Taylor's Version),Taylor Swift,2,2,1
2023-01-20,Come Back...Be Here (Taylor's Version),Taylor Swift,3,3,1
2023-01-20,The Moment I Knew (Taylor's Version),Taylor Swift,2,2,1
2023-01-20,Starlight (Taylor's Version),Taylor Swift,2,2,1
2023-01-20,The Lucky One (Taylor's Version),Taylor Swift,2,2,1
2023-01-20,Sad Beautiful Tragic (Taylor's Version),Taylor Swift,2,2,1
