Week,Song Name,Artist Name,Streams,Sales,Airplay
2022-01-07,Stylish,Loona,1,1,1
2022-01-07,Perfect Love,Loona,1,1,1
2022-01-07,열기,Loona,1,1,1
2022-01-07,favOriTe,Loona,1,1,1
2022-01-07,Hi High,Loona,1,1,1
2022-01-07,+ +,Loona,1,1,1
2022-01-07,rendezvous 18.6y,LOONA/yyxy,1,1,1
2022-01-07,one way,LOONA/yyxy,1,1,1
2022-01-07,frozen,LOONA/yyxy,1,1,1
2022-01-07,love4eva (feat. Grimes),LOONA/yyxy,1,1,1
2022-01-07,dal segno,LOONA/yyxy,1,1,1
2022-01-07,Rosy (고원 Olivia Hye),Loona,1,1,1
2022-01-07,Egoist (Olivia Hye),Loona,1,1,1
2022-01-07,See Saw (Chuu Go Won),Loona,1,1,1
2022-01-07,One & Only (Go Won),Loona,1,1,1
2022-01-07,Girl's Talk (이브 츄),Loona,1,1,1
2022-01-07,Heart Attack (츄),Loona,1,1,1
2022-01-07,The Carol 2.0 (Vivi Choerry Yves),Loona,1,1,1
2022-01-07,D-1,Loona,1,1,1
2022-01-07,new,Loona,2,2,1
2022-01-07,ODD Front,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Starlight,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Chaotic,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,LOONATIC,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Girl Front,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Uncover,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,2,2,1
2022-01-07,ADD,LOOΠΔ / ODD EYE CIRCLE,1,1,1
2022-01-07,Puzzle,Loona,1,1,1
2022-01-07,Love Cherry Motion,Loona,1,1,1
2022-01-07,Love Letter,Loona,1,1,1
2022-01-07,Singing In The Rain,Loona,1,1,1
2022-01-07,Twilight,Loona,1,1,1
2022-01-07,Eclipse,Loona,1,1,1
2022-01-07,Like a Fool,TWICE,1,1,1
2022-01-07,Candy Boy,TWICE,1,1,1
2022-01-07,Truth,TWICE,1,1,1
2022-01-07,Going Crazy,TWICE,1,1,1
2022-01-07,Do It Again,TWICE,1,1,1
2022-01-07,Like OOH-AHH,TWICE,1,1,1
2022-01-07,JALJAYO GOOD NIGHT,TWICE,1,1,1
2022-01-07,You In My Heart,TWICE,1,1,1
2022-01-07,Don't Give Up,TWICE,1,1,1
2022-01-07,LOVE LINE,TWICE,1,1,1
2022-01-07,ROLLIN',TWICE,1,1,1
2022-01-07,Look at Me,TWICE,1,1,1
2022-01-07,24/7,TWICE,1,1,1
2022-01-07,DING DONG,TWICE,1,1,1
2022-01-07,FFW,TWICE,1,1,1
2022-01-07,WOW,TWICE,1,1,1
2022-01-07,MISSING U,TWICE,1,1,1
2022-01-07,TURTLE,TWICE,1,1,1
2022-01-07,LIKEY,TWICE,2,2,1
2022-01-07,CRUEL,TWICE,1,1,1
2022-01-07,ICON,TWICE,1,1,1
2022-01-07,MOONLIGHT,TWICE,2,2,1
2022-01-07,SCIENTIST,TWICE,1,1,1
2022-01-07,Answer,ATEEZ,1,1,1
2022-01-07,Waking Up in Vegas,Katy Perry,2,2,1
2022-01-07,Psycho,Red Velvet,1,1,1
2022-01-07,True Love (feat. Lily Allen),P!nk,1,1,1
2022-01-07,Black Magic,Little Mix,1,1,1
2022-01-07,Red (Taylor's Version),Taylor Swift,2,2,1
2022-01-07,Daylight,Taylor Swift,1,1,1
2022-01-07,It’s Nice to Have a Friend,Taylor Swift,1,1,1
2022-01-07,ME! (feat. Brendon Urie of Panic! at the Disco),Taylor Swift,1,1,1
2022-01-07,Afterglow,Taylor Swift,1,1,1
2022-01-07,You Need to Calm Down,Taylor Swift,1,1,1
2022-01-07,False God,Taylor Swift,2,2,1
2022-01-07,Soon You’ll Get Better (feat. The Chicks),Taylor Swift,2,2,1
2022-01-07,London Boy,Taylor Swift,2,2,1
2022-01-07,Death by a Thousand Cuts,Taylor Swift,5,3,3
2022-01-07,Cornelia Street,Taylor Swift,2,2,1
2022-01-07,Paper Rings,Taylor Swift,1,1,1
2022-01-07,Miss Americana & the Heartbreak Prince,Taylor Swift,2,2,1
2022-01-07,I Think He Knows,Taylor Swift,1,1,1
2022-01-07,The Archer,Taylor Swift,1,1,1
2022-01-07,The Man,Taylor Swift,1,1,1
2022-01-07,Lover,Taylor Swift,1,1,1
2022-01-07,Cruel Summer,Taylor Swift,1,1,1
2022-01-07,Miss Kita Pag Tuesday,RJ Jimenez,1,1,1
2022-01-07,Forever's Not Enough,Sarah Geronimo,1,1,1
2022-01-07,Sana,Up Dharma Down,1,1,1
2022-01-07,High,Barbie Almalbis,1,1,1
2022-01-07,Jeepney,Sponge Cola,1,1,1
2022-01-07,Bukas Na Lang Kita Mamahalin,Lani Misalucha,1,1,1
2022-01-07,The Way You Look At Me,Christian Bautista,1,1,1
2022-01-07,Sundo,Imago,1,1,1
2022-01-07,We Belong,Toni Gonzaga,1,1,1
2022-01-07,Kung Ako Na Lang Sana,Bituin Escalante,1,1,1
2022-01-07,Hanggang Ngayon,Kyla,1,1,1
2022-01-07,Akin Ka Na Lang,The Itchyworms,1,1,1
2022-01-07,Narda,Kamikazee,1,1,1
2022-01-07,Sandalan,6CycleMind,1,1,1
2022-01-07,Huwag Na Huwag Mong Sasabihin - Version 2,Kitchie Nadal,1,1,1
2022-01-07,Hawak Kamay,Yeng Constantino,1,1,1
2022-01-07,Pangako,Regine Velasquez,1,1,1
2022-01-07,Pagdating ng Panahon,Aiza Seguerra,1,1,1
2022-01-07,Someday,Nina,1,1,1
2022-01-07,Rainbow,South Border,1,1,1
2022-01-07,Ikaw Lamang,Silent Sanctuary,1,1,1
2022-01-07,Prinsesa,6CycleMind,1,1,1
2022-01-07,Oo,Up Dharma Down,1,1,1
2022-01-07,nobela,Join the Club,1,1,1
2022-01-07,Migraine,Moonstar88,1,1,1
2022-01-07,I'll Never Go,Erik Santos,1,1,1
2022-01-07,Tell Me Where It Hurts,MYMP,1,1,1
2022-01-07,Stars,Callalily,1,1,1
2022-01-07,The Day You Said Goodnight,Hale,1,1,1
2022-01-07,Gitara,Parokya Ni Edgar,1,1,1
2022-01-07,All I Want for Christmas Is You,Mariah Carey,1,1,1
2022-01-07,double take,dhruv,1,1,1
2022-01-07,Here's Your Perfect,Jamie Miller,1,1,1
2022-01-07,I Love You So,The Walters,1,1,1
2022-01-07,Nangangamba,Zack Tabudlo,1,1,1
2022-01-07,My Universe,Coldplay,1,1,1
2022-01-07,Habang Buhay,Zack Tabudlo,1,1,1
2022-01-07,Pagsamo,Arthur Nery,1,1,1
2022-01-07,Pano,Zack Tabudlo,1,1,1
2022-01-07,Smokin Out The Window,Bruno Mars,1,1,1
2022-01-07,Odd Eye,Dreamcatcher,1,1,1
2022-01-07,HOME;RUN,Seventeen,1,1,1
2022-01-07,마지막 첫사랑 My First and Last,NCT DREAM,1,1,1
2022-01-07,Siren,SUNMI,1,1,1
2022-01-07,Black Mamba,aespa,1,1,1
2022-01-07,MAGO,GFRIEND,1,1,1
2022-01-07,ICY,ITZY,1,1,1
2022-01-07,Punch,NCT 127,1,1,1
2022-01-07,7월 7일 One of These Nights,Red Velvet,2,2,1
2022-01-07,Zimzalabim,Red Velvet,1,1,1
2022-01-07,Clap Your Hands (박수쳐),2NE1,1,1,1
2022-01-07,Gotta Go,CHUNG HA,1,1,1
2022-01-07,Oh My God,(G)I-DLE,1,1,1
2022-01-07,pporappippam 보라빛 밤,SUNMI,1,1,1
2022-01-07,Me Gustas Tu,GFRIEND,1,1,1
2022-01-07,PARTY,Girls' Generation,1,1,1
2022-01-07,the lakes - bonus track,Taylor Swift,1,1,1
2022-01-07,invisible string,Taylor Swift,1,1,1
2022-01-07,illicit affairs,Taylor Swift,2,2,1
2022-01-07,this is me trying,Taylor Swift,1,1,1
2022-01-07,august,Taylor Swift,1,1,1
2022-01-07,seven,Taylor Swift,1,1,1
2022-01-07,mirrorball,Taylor Swift,1,1,1
2022-01-07,Treacherous (Taylor's Version),Taylor Swift,2,2,1
2022-01-07,Bye Bye Baby (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,Don’t You (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,That’s When (feat. Keith Urban) (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,We Were Happy (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,Mr. Perfectly Fine (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,Today Was a Fairytale (Taylor’s Version),Taylor Swift,1,1,1
2022-01-07,Die Young,Kesha,1,1,1
2022-01-07,Hot n Cold,Katy Perry,1,1,1
2022-01-07,Tell Me Something I Don't Know,Selena Gomez & the Scene,1,1,1
2022-01-07,brutal,Olivia Rodrigo,1,1,1
2022-01-07,good 4 u,Olivia Rodrigo,1,1,1
2022-01-07,Better Than Revenge,Taylor Swift,1,1,1
2022-01-07,Here's to Never Growing Up,Avril Lavigne,1,1,1
2022-01-07,Sk8er Boi,Avril Lavigne,1,1,1
2022-01-07,What the Hell,Avril Lavigne,1,1,1
2022-01-07,Girlfriend,Avril Lavigne,1,1,1
2022-01-07,Getaway Car,Taylor Swift,2,2,1
2022-01-07,my tears ricochet,Taylor Swift,1,1,1
2022-01-07,happiness,Taylor Swift,1,1,1
2022-01-07,Dress,Taylor Swift,2,2,1
2022-01-07,Forever Winter (Taylor's Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,All Too Well (Taylor's Version),Taylor Swift,1,1,1
2022-01-07,Bad Blood,Taylor Swift,1,1,1
2022-01-07,I Wish You Would,Taylor Swift,1,1,1
2022-01-07,Shake It Off,Taylor Swift,1,1,1
2022-01-07,All You Had to Do Was Stay,Taylor Swift,1,1,1
2022-01-07,Out of the Woods,Taylor Swift,1,1,1
2022-01-07,Style,Taylor Swift,1,1,1
2022-01-07,Blank Space,Taylor Swift,1,1,1
2022-01-07,The Story of Us,Taylor Swift,1,1,1
2022-01-07,Back to December,Taylor Swift,1,1,1
2022-01-07,Mine,Taylor Swift,1,1,1
2022-01-07,Haunted - Acoustic Version,Taylor Swift,1,1,1
2022-01-07,Back to December - Acoustic,Taylor Swift,1,1,1
2022-01-07,Superman,Taylor Swift,1,1,1
2022-01-07,If This Was a Movie,Taylor Swift,1,1,1
2022-01-07,Ours,Taylor Swift,1,1,1
2022-01-07,Long Live,Taylor Swift,1,1,1
2022-01-07,Last Kiss,Taylor Swift,2,2,1
2022-01-07,Haunted,Taylor Swift,1,1,1
2022-01-07,Innocent,Taylor Swift,1,1,1
2022-01-07,New Year’s Day,Taylor Swift,1,1,1
2022-01-07,Call It What You Want,Taylor Swift,1,1,1
2022-01-07,This Is Why We Can't Have Nice Things,Taylor Swift,1,1,1
2022-01-07,Dancing With Our Hands Tied,Taylor Swift,1,1,1
2022-01-07,King of My Heart,Taylor Swift,1,1,1
2022-01-07,Gorgeous,Taylor Swift,1,1,1
2022-01-07,So It Goes...,Taylor Swift,1,1,1
2022-01-07,Look What You Made Me Do,Taylor Swift,1,1,1
2022-01-07,Delicate,Taylor Swift,1,1,1
2022-01-07,Don’t Blame Me,Taylor Swift,1,1,1
2022-01-07,I Did Something Bad,Taylor Swift,1,1,1
2022-01-07,End Game,Taylor Swift,1,1,1
2022-01-07,...Ready for It?,Taylor Swift,1,1,1
2022-01-07,Invisible,Taylor Swift,1,1,1
2022-01-07,I'm Only Me When I'm with You,Taylor Swift,1,1,1
2022-01-07,Our Song,Taylor Swift,1,1,1
2022-01-07,Mary's Song (Oh My My My),Taylor Swift,1,1,1
2022-01-07,Should've Said No,Taylor Swift,1,1,1
2022-01-07,Stay Beautiful,Taylor Swift,1,1,1
2022-01-07,Tied Together with a Smile,Taylor Swift,1,1,1
2022-01-07,The Outside,Taylor Swift,1,1,1
2022-01-07,Cold as You,Taylor Swift,1,1,1
2022-01-07,A Place in This World,Taylor Swift,1,1,1
2022-01-07,Teardrops on My Guitar - Radio Single Remix,Taylor Swift,1,1,1
2022-01-07,Picture to Burn,Taylor Swift,1,1,1
2022-01-07,Tim McGraw,Taylor Swift,1,1,1
2022-01-07,coney island (feat. The National),Taylor Swift,1,1,1
2022-01-07,You’re Not Sorry (Taylor’s Version),Taylor Swift,1,1,1
2022-01-07,hope ur ok,Olivia Rodrigo,1,1,1
2022-01-07,better off,Ariana Grande,1,1,1
2022-01-07,Breathe (feat. Colbie Caillat) (Taylor’s Version),Taylor Swift,1,1,1
2022-01-07,If I'm Being Honest,dodie,1,1,1
2022-01-07,HUMAN,dodie,1,1,1
2022-01-07,off the table (with The Weeknd),Ariana Grande,1,1,1
2022-01-07,Guiltless,dodie,1,1,1
2022-01-07,evermore (feat. Bon Iver),Taylor Swift,1,1,1
2022-01-07,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From the Vault),Taylor Swift,1,1,1
2022-01-07,marjorie,Taylor Swift,1,1,1
2022-01-07,cowboy like me,Taylor Swift,1,1,1
2022-01-07,I CAN'T STOP ME,TWICE,1,1,1
2022-01-07,BOSS,NCT,1,1,1
2022-01-07,Kura Kura,TWICE,1,1,1
2022-01-07,Sunrise,GFRIEND,1,1,1
2022-01-07,Adore U,Seventeen,1,1,1
2022-01-07,Abracadabra,Brown Eyed Girls,1,1,1
2022-01-07,KNOCK KNOCK,TWICE,1,1,1
2022-01-07,9 and Three Quarters - Run Away,TOMORROW X TOGETHER,1,1,1
2022-01-07,Apple,GFRIEND,1,1,1
2022-01-07,LOVE BOMB,fromis_9,1,1,1
2022-01-07,Bon Bon Chocolat,Everglow,1,1,1
2022-01-07,All Night,Girls' Generation,1,1,1
2022-01-07,MIROH,Stray Kids,1,1,1
2022-01-07,소방차 Fire Truck,NCT 127,1,1,1
2022-01-07,Roller Coaster,CHUNG HA,1,1,1
2022-01-07,어떻게 말해 How Can I Say,DAY6,1,1,1
2022-01-07,SUMMER RAIN,GFRIEND,1,1,1
2022-01-07,Can't You See Me?,TOMORROW X TOGETHER,1,1,1
2022-01-07,DUN DUN,Everglow,1,1,1
2022-01-07,All Night,Astro,1,1,1
2022-01-07,Knock,Astro,1,1,1
2022-01-07,I Got a Boy,소녀시대,1,1,1
2022-01-07,Girls Girls Girls,GOT7,1,1,1
2022-01-07,Um Oh Ah Yeh,MAMAMOO,1,1,1
2022-01-07,Time of Our Life,DAY6,1,1,1
2022-01-07,Décalcomanie,MAMAMOO,1,1,1
2022-01-07,Breakthrough,TWICE,1,1,1
2022-01-07,행복 (Happiness),Red Velvet,1,1,1
2022-01-07,District 9,Stray Kids,1,1,1
2022-01-14,If I'm Being Honest,dodie,6,5,2
2022-01-14,She,dodie,5,5,1
2022-01-14,HUMAN,dodie,5,5,1
2022-01-14,Not What I Meant (feat. Lewis Watson),dodie,3,3,1
2022-01-14,Monster,dodie,3,3,1
2022-01-14,Arms Unfolding,dodie,3,3,1
2022-01-14,burned out,dodie,4,4,1
2022-01-14,Guiltless,dodie,2,2,1
2022-01-14,Cool World,Red Velvet,1,1,1
2022-01-14,Day 1,Red Velvet,1,1,1
2022-01-14,Don't U Wait No More,Red Velvet,2,2,1
2022-01-14,Time Slip,Red Velvet,1,1,1
2022-01-14,Lady's Room,Red Velvet,1,1,1
2022-01-14,Oh Boy,Red Velvet,1,1,1
2022-01-14,Red Dress,Red Velvet,1,1,1
2022-01-14,Campfire,Red Velvet,1,1,1
2022-01-14,Huff n Puff,Red Velvet,1,1,1
2022-01-14,Dumb Dumb,Red Velvet,1,1,1
2022-01-14,break up with your girlfriend i'm bored,Ariana Grande,1,1,1
2022-01-14,thank u next,Ariana Grande,2,2,1
2022-01-14,7 rings,Ariana Grande,1,1,1
2022-01-14,in my head,Ariana Grande,1,1,1
2022-01-14,ghostin,Ariana Grande,1,1,1
2022-01-14,make up,Ariana Grande,1,1,1
2022-01-14,bad idea,Ariana Grande,1,1,1
