Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2020-06-12,1,=,1,False,True,30,0.11,Valkyrie,ONEUS,LIGHT US,2,1,2,10,3,4,3060750,267,24035760,0.43,0.02,0.54,18655,17,8,3,1,4,2
2020-06-12,2,6,8,True,False,29,0.32,WONDERLAND,ATEEZ,TREASURE EP.FIN: All To Action,2,2,1,10,6,2,3124275,546,12266370,0.58,0.06,0.36,19040,18,6,3,2,4,1
2020-06-12,3,RE,--,True,False,18,--,Woman Like Me (feat. Nicki Minaj),Little Mix,Woman Like Me (feat. Nicki Minaj),2,2,1,10,6,2,2621850,458,10301040,0.58,0.06,0.36,15995,18,0,0,3,2,1
2020-06-12,4,=,4,False,True,18,-0.31,MORE & MORE,TWICE,MORE & MORE,1,1,1,5,3,2,1348462,235,10594710,0.42,0.05,0.53,9870,10,7,0,4,2,2
2020-06-12,5,8,13,True,False,16,-0.11,Butterflies,Zendaya,Zendaya,1,1,1,5,3,2,1310925,229,10301040,0.42,0.05,0.53,9597,10,5,0,5,2,1
2020-06-12,6,16,22,True,False,15,0.07,HIT,Seventeen,HIT,1,1,1,5,3,2,1492837,261,11724210,0.42,0.05,0.53,10920,10,4,0,6,4,1
2020-06-12,7,17,24,True,False,15,0.07,A.D.I.D.A.S.,Little Mix,Get Weird (Deluxe),1,1,1,5,3,2,1371562,239,10775430,0.42,0.05,0.53,10038,10,4,0,7,3,1
2020-06-12,8,25,33,True,False,13,0.3,Titanium (feat. Sia),David Guetta,Nothing But the Beat Ultimate,1,1,1,5,3,2,1449525,253,11385360,0.42,0.05,0.53,10605,10,3,0,8,2,1
2020-06-12,9,29,38,True,False,13,0.3,So What,Loona,[#],1,1,1,5,3,2,1449525,253,11385360,0.42,0.05,0.53,10605,10,3,0,9,2,1
2020-06-12,10,32,42,True,False,13,0.3,Psycho,Red Velvet,‘The ReVe Festival’ Finale - EP,1,1,1,5,3,2,1481287,259,11633850,0.42,0.05,0.53,10836,10,3,0,10,3,1
2020-06-12,11,38,49,True,False,13,0.3,La La,The Cab,Symphony Soldier,1,1,1,5,3,2,1313812,229,10323630,0.42,0.05,0.53,9618,10,3,0,11,2,1
2020-06-12,12,41,53,True,False,13,0.3,Hallucinate,Dua Lipa,Future Nostalgia,1,1,1,5,3,2,1362900,238,10707660,0.42,0.05,0.53,9975,10,3,0,12,2,1
2020-06-12,13,42,55,True,False,13,0.3,FINGERTIP,GFRIEND,The Awakening - EP,1,1,1,5,3,2,1544812,270,12130830,0.42,0.05,0.53,11298,10,3,0,13,2,1
2020-06-12,14,49,63,True,False,13,0.3,Bad Blood,Taylor Swift,1989 (Deluxe),1,1,1,5,3,2,1331137,232,10459170,0.42,0.05,0.53,9744,10,3,0,14,2,1
2020-06-12,15,RE,--,True,False,12,--,ICY,ITZY,IT'z ICY,1,1,1,5,3,2,1469737,257,11543490,0.42,0.05,0.53,10752,10,0,2,15,2,1
2020-06-12,16,RE,--,True,False,12,--,Deja Vu,Dreamcatcher,Raid of Dream - EP,1,1,1,5,3,2,1331137,232,10459170,0.42,0.05,0.53,9744,10,0,2,16,3,1
2020-06-12,17,NEW,--,True,False,10,--,Tik Tok,Ke$ha,Animal (Expanded Edition),1,1,1,5,3,2,1449525,253,11385360,0.42,0.05,0.53,10605,10,0,0,17,1,1
2020-06-12,18,NEW,--,True,False,10,--,Sweet Crazy Love,LOOΠΔ / ODD EYE CIRCLE,Max & Match,1,1,1,5,3,2,1380225,241,10843200,0.42,0.05,0.53,10101,10,0,0,18,1,1
2020-06-12,19,NEW,--,True,False,10,--,Sucker For Pain (with Wiz Khalifa Imagine Dragons Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),1,1,1,5,3,2,1316700,230,10346220,0.42,0.05,0.53,9639,10,0,0,19,1,1
2020-06-12,20,RE,--,False,False,10,--,Strawberry Shortcake,Melanie Martinez,K-12,1,1,1,5,3,2,1409100,246,11069100,0.42,0.05,0.53,10311,10,0,0,12,2,1
2020-06-12,21,RE,--,True,False,10,--,Shower,Becky G,Shower,1,1,1,5,3,2,1449525,253,11385360,0.42,0.05,0.53,10605,10,0,0,21,2,1
2020-06-12,22,NEW,--,True,False,10,--,Rumor,H.I.N.P (Hot Issue of Ntl. Producers),Produce 48 - 30 Girls 6 Concepts,1,1,1,5,3,2,1544812,270,12130830,0.42,0.05,0.53,11298,10,0,0,22,1,1
2020-06-12,23,RE,--,True,False,10,--,Red Dress,Red Velvet,The Red - The 1st Album,1,1,1,5,3,2,1420650,248,11159460,0.42,0.05,0.53,10395,10,0,0,23,2,1
2020-06-12,24,RE,--,False,False,10,--,Never Really Over,Katy Perry,Never Really Over - Single,1,1,1,5,3,2,1386000,242,10888380,0.42,0.05,0.53,10143,10,0,0,16,4,1
2020-06-12,25,RE,--,True,False,10,--,In & Out,Red Velvet,‘The ReVe Festival’ Finale,1,1,1,5,3,2,1533262,268,12040470,0.42,0.05,0.53,11214,10,0,0,25,2,1
2020-06-12,26,NEW,--,True,False,10,--,If I Had You,Adam Lambert,For Your Entertainment,1,1,1,5,3,2,1449525,253,11385360,0.42,0.05,0.53,10605,10,0,0,26,1,1
2020-06-12,27,NEW,--,True,False,10,--,Gotta Go,CHUNG HA,Gotta Go,1,1,1,5,3,2,1336912,233,10504350,0.42,0.05,0.53,9786,10,0,0,27,1,1
2020-06-12,28,NEW,--,True,False,10,--,Get It,PRISTIN V,Like a V,1,1,1,5,3,2,1429312,249,11227230,0.42,0.05,0.53,10458,10,0,0,28,1,1
2020-06-12,29,NEW,--,True,False,10,--,Feel This Moment (feat. Christina Aguilera),Pitbull,Global Warming: Meltdown (Deluxe Version),1,1,1,5,3,2,1463962,256,11498310,0.42,0.05,0.53,10710,10,0,0,29,1,1
2020-06-12,30,NEW,--,True,False,10,--,dal segno,이달의 소녀 yyxy,beauty&thebeat,1,1,1,5,3,2,1394662,243,10956150,0.42,0.05,0.53,10206,10,0,0,30,1,1
2020-06-12,31,NEW,--,True,False,10,--,Complicated,Avril Lavigne,Let Go CD 1,1,1,1,5,3,2,1348462,235,10594710,0.42,0.05,0.53,9870,10,0,0,31,1,1
2020-06-12,32,NEW,--,True,False,10,--,CLAP,Seventeen,SEVENTEEN 2ND ALBUM 'TEEN AGE',1,1,1,5,3,2,1501500,262,11791980,0.42,0.05,0.53,10983,10,0,0,32,1,1
2020-06-12,33,NEW,--,True,False,10,--,Boomerang,The Summer Set,Legendary,1,1,1,5,3,2,1394662,243,10956150,0.42,0.05,0.53,10206,10,0,0,33,1,1
2020-06-12,34,NEW,--,True,False,10,--,Blank Space,Taylor Swift,1989 (Deluxe),1,1,1,5,3,2,1429312,249,11227230,0.42,0.05,0.53,10458,10,0,0,34,1,1
2020-06-12,35,NEW,--,True,False,10,--,Bad Boy,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,1,1,1,5,3,2,1316700,230,10346220,0.42,0.05,0.53,9639,10,0,0,35,1,1
