Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2021-02-26,1,RE,--,True,False,16,--,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),1,1,1,5,3,2,1406212,245,11046510,0.42,0.05,0.53,10290,10,0,5,1,3,1
2021-02-26,2,4,6,True,False,14,0.17,Sad Beautiful Tragic,Taylor Swift,Red (Deluxe Version),1,1,1,5,3,2,1302262,227,10233270,0.42,0.05,0.53,9534,10,3,0,2,3,1
2021-02-26,3,RE,--,True,False,12,--,Summertime Sadness,Lana Del Rey,Born to Die,1,1,1,5,3,2,1507275,263,11837160,0.42,0.05,0.53,11025,10,0,2,3,6,1
2021-02-26,4,RE,--,True,False,10,--,청사진 (Blueprint),Stray Kids,GO生 (GO LIVE),1,1,1,5,3,2,1313812,229,10323630,0.42,0.05,0.53,9618,10,0,0,4,2,1
2021-02-26,5,NEW,--,True,False,10,--,아 진짜요. (Oh really.),N.Flying,So 通 (소통),1,1,1,5,3,2,1403325,245,11023920,0.42,0.05,0.53,10269,10,0,0,5,1,1
2021-02-26,6,NEW,--,True,False,10,--,별생각 (TMT),Stray Kids,SKZ2020,1,1,1,5,3,2,1513050,264,11882340,0.42,0.05,0.53,11067,10,0,0,6,1,1
2021-02-26,7,RE,--,False,True,10,--,교차로 (Crossroads),GFRIEND,回:LABYRINTH,1,1,1,5,3,2,1443750,252,11340180,0.42,0.05,0.53,10563,10,0,0,7,3,2
2021-02-26,8,RE,--,True,False,10,--,舞い落ちる花びら（Fallin' Flower）,Seventeen,舞い落ちる花びら（Fallin' Flower）,1,1,1,5,3,2,1368675,239,10752840,0.42,0.05,0.53,10017,10,0,0,8,4,1
2021-02-26,9,NEW,--,True,False,10,--,Writer in the Dark,Lorde,Melodrama,1,1,1,5,3,2,1458187,255,11453130,0.42,0.05,0.53,10668,10,0,0,9,1,1
2021-02-26,10,RE,--,False,False,10,--,Without You,NCT U,WITHOUT YOU,1,1,1,5,3,2,1316700,230,10346220,0.42,0.05,0.53,9639,10,0,0,1,4,1
2021-02-26,11,RE,--,False,False,10,--,Weird People,Little Mix,Get Weird (Deluxe Edition),1,1,1,5,3,2,1556362,272,12221190,0.42,0.05,0.53,11382,10,0,0,6,5,1
2021-02-26,12,RE,--,True,False,10,--,This Love,Taylor Swift,1989 (Deluxe),1,1,1,5,3,2,1567912,274,12311550,0.42,0.05,0.53,11466,10,0,0,12,4,1
2021-02-26,13,NEW,--,True,False,10,--,The Louvre,Lorde,Melodrama,1,1,1,5,3,2,1394662,243,10956150,0.42,0.05,0.53,10206,10,0,0,13,1,1
2021-02-26,14,RE,--,False,False,10,--,the last great american dynasty,Taylor Swift,folklore,1,1,1,5,3,2,1556362,272,12221190,0.42,0.05,0.53,11382,10,0,0,1,6,1
2021-02-26,15,RE,--,False,False,10,--,the lakes (bonus track),Taylor Swift,folklore,1,1,1,5,3,2,1336912,233,10504350,0.42,0.05,0.53,9786,10,0,0,8,5,1
2021-02-26,16,NEW,--,True,False,10,--,The Beginning,Madison Beer,Life Support,1,1,1,5,3,2,1299375,227,10210680,0.42,0.05,0.53,9513,10,0,0,16,1,1
2021-02-26,17,RE,--,False,False,10,--,the 1,Taylor Swift,folklore,1,1,1,5,3,2,1530375,267,12017880,0.42,0.05,0.53,11193,10,0,0,5,5,1
