Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2021-03-12,1,RE,--,True,False,18,--,august,Taylor Swift,folklore,2,2,1,10,6,2,2951025,516,11588670,0.58,0.06,0.36,17990,18,0,0,1,6,1
2021-03-12,2,5,7,True,False,16,0.23,Green Light,Lorde,Songs About Colours,1,1,1,5,3,2,1559250,272,12243780,0.42,0.05,0.53,11403,10,3,2,2,4,1
2021-03-12,3,6,9,True,False,16,0.23,BOYSHIT,Madison Beer,Life Support,1,1,1,5,3,2,1406212,245,11046510,0.42,0.05,0.53,10290,10,3,2,3,3,1
2021-03-12,4,32,36,True,False,13,0.3,Selfish Love (with Selena Gomez),DJ Snake,Selfish Love (with Selena Gomez),1,1,1,5,3,2,1487062,260,11679030,0.42,0.05,0.53,10878,10,3,0,4,2,1
2021-03-12,5,63,68,True,False,13,0.3,De Una Vez,Selena Gomez,De Una Vez,1,1,1,5,3,2,1409100,246,11069100,0.42,0.05,0.53,10311,10,3,0,5,6,1
2021-03-12,6,73,79,True,False,13,0.3,Baila Conmigo (with Rauw Alejandro),Selena Gomez,Baila Conmigo (with Rauw Alejandro),1,1,1,5,3,2,1547700,270,12153420,0.42,0.05,0.53,11319,10,3,0,6,4,1
2021-03-12,7,RE,--,False,False,12,--,the last great american dynasty,Taylor Swift,folklore,1,1,1,5,3,2,1556362,272,12221190,0.42,0.05,0.53,11382,10,0,2,1,7,1
2021-03-12,8,RE,--,False,False,12,--,the 1,Taylor Swift,folklore,1,1,1,5,3,2,1530375,267,12017880,0.42,0.05,0.53,11193,10,0,2,5,6,1
2021-03-12,9,RE,--,False,False,12,--,mirrorball,Taylor Swift,folklore,1,1,1,5,3,2,1472625,257,11566080,0.42,0.05,0.53,10773,10,0,2,5,5,1
2021-03-12,10,RE,--,False,False,12,--,illicit affairs,Taylor Swift,folklore,1,1,1,5,3,2,1365787,238,10730250,0.42,0.05,0.53,9996,10,0,2,6,6,2
2021-03-12,11,NEW,--,True,False,10,--,비올레타,IZ*ONE (아이즈원),HEART*IZ,1,1,1,5,3,2,1513050,264,11882340,0.42,0.05,0.53,11067,10,0,0,11,1,1
2021-03-12,12,NEW,--,True,False,10,--,Équinoxe,C418,Minecraft - Volume Alpha,1,1,1,5,3,2,1316700,230,10346220,0.42,0.05,0.53,9639,10,0,0,12,1,1
2021-03-12,13,NEW,--,True,False,10,--,Wonka's Welcome Song,Danny Elfman,Charlie and the Chocolate Factory (Original Motion Picture Soundtrack),1,1,1,5,3,2,1325362,231,10413990,0.42,0.05,0.53,9702,10,0,0,13,1,1
2021-03-12,14,NEW,--,True,False,10,--,Wonka's First Shop,Danny Elfman,Charlie and the Chocolate Factory (Original Motion Picture Soundtrack),1,1,1,5,3,2,1371562,239,10775430,0.42,0.05,0.53,10038,10,0,0,14,1,1
2021-03-12,15,NEW,--,True,False,10,--,Wheels in Motion,Danny Elfman,Charlie and the Chocolate Factory (Original Motion Picture Soundtrack),1,1,1,5,3,2,1420650,248,11159460,0.42,0.05,0.53,10395,10,0,0,15,1,1
