Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2021-08-13,1,RE,--,True,False,20,--,Wings,Little Mix,DNA: The Deluxe Edition,2,2,1,10,6,2,2696925,471,10594710,0.58,0.06,0.36,16450,18,0,2,1,4,1
2021-08-13,2,RE,--,False,True,18,--,The Edge of Glory,Lady Gaga,Born This Way (International Special Edition Version),2,2,1,10,6,2,2979900,521,11701620,0.58,0.06,0.36,18165,18,0,0,2,4,2
2021-08-13,3,RE,--,True,False,18,--,ghostin,Ariana Grande,thank u next,2,2,1,10,6,2,2933700,513,11520900,0.58,0.06,0.36,17885,18,0,0,3,3,1
2021-08-13,4,NEW,--,True,False,18,--,Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),2,2,1,10,6,2,3026100,529,11882340,0.58,0.06,0.36,18445,18,0,0,4,1,1
2021-08-13,5,RE,--,True,False,18,--,365,Loona,365,2,2,1,10,6,2,2904825,508,11407950,0.58,0.06,0.36,17710,18,0,0,5,2,1
2021-08-13,6,-1,5,False,False,16,0.23,Unconditionally,Katy Perry,PRISM (Deluxe),1,1,1,5,3,2,1334025,233,10481760,0.42,0.05,0.53,9765,10,3,2,2,10,1
2021-08-13,7,RE,--,False,False,16,--,Egoist (Olivia Hye),Loona,Olivia Hye,1,1,1,5,3,2,1582350,276,10165500,0.42,0.05,0.53,9471,10,0,5,1,6,1
2021-08-13,8,RE,--,False,False,14,--,Mr.Mr.,소녀시대,Mr. Mr. - The 4th Mini Album,1,1,1,5,3,2,1547700,270,12153420,0.42,0.05,0.53,11319,10,0,4,3,4,1
2021-08-13,9,RE,--,True,False,14,--,Locked Out of Heaven,Bruno Mars,Unorthodox Jukebox,1,1,1,5,3,2,1576575,275,12379320,0.42,0.05,0.53,11529,10,0,3,9,6,1
2021-08-13,10,RE,--,False,False,14,--,Chase Me,Dreamcatcher,악몽 - EP,1,1,1,5,3,2,1466850,256,11520900,0.42,0.05,0.53,10731,10,0,3,8,6,1
