Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2023-07-28,1,60,61,True,False,803,15.06,Intertwined,dodie,Intertwined - EP,110,1,110,550,3,220,143248875,227,1125659700,0.44,0.0,0.56,702338,773,15,14,1,12,1
2023-07-28,2,RE,--,True,False,605,--,I Have A Hole In My Tooth (And My Dentist is Shut),dodie,Intertwined - EP,86,1,86,430,3,172,112242900,228,882003960,0.44,0.0,0.56,551005,605,0,0,2,6,1
2023-07-28,3,RE,--,False,False,362,--,FEARLESS,LE SSERAFIM,FEARLESS,58,4,30,290,12,60,84742350,1022,344271600,0.6,0.0,0.39,327796,362,0,0,1,48,3
2023-07-28,4,RE,--,True,False,262,--,ME! (feat. Brendon Urie of Panic! at the Disco),Taylor Swift,ME!,41,5,21,205,15,42,60496012,1290,243362070,0.6,0.01,0.39,241066,262,0,0,4,22,1
2023-07-28,5,3,8,False,False,238,-0.14,The Story of Us (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),9,5,5,45,15,10,11694375,1136,51053400,0.57,0.04,0.4,60249,70,83,83,1,4,1
2023-07-28,6,=,6,False,False,229,-0.2,Super Shy,NewJeans,NewJeans 'Super Shy',3,3,1,15,9,2,4244625,742,11114280,0.65,0.07,0.27,24157,26,86,115,2,4,1
2023-07-28,7,=,7,False,False,222,-0.22,New Jeans,NewJeans,NewJeans 'Super Shy',2,2,1,10,6,2,2910600,509,11430540,0.58,0.06,0.36,17745,18,85,117,1,4,1
2023-07-28,8,-4,4,False,False,197,-0.4,ETA,NewJeans,NewJeans 2nd EP 'Get Up',12,12,1,60,36,2,15800400,2763,10346220,0.82,0.09,0.09,80325,98,99,0,4,2,1
2023-07-28,9,-8,1,False,False,196,-0.52,‘tis the damn season,Taylor Swift,evermore,10,1,10,50,3,20,13195875,230,103688099,0.44,0.0,0.55,67620,73,122,0,1,38,1
2023-07-28,10,RE,--,False,False,192,--,august,Taylor Swift,folklore,27,13,9,135,39,18,39838837,3354,104298030,0.68,0.04,0.28,176302,192,0,0,1,21,1
2023-07-28,11,-8,3,False,False,189,-0.43,Get Up,NewJeans,NewJeans 2nd EP 'Get Up',11,11,1,55,33,2,15373050,2688,10978740,0.82,0.09,0.09,78407,90,99,0,3,2,1
2023-07-28,12,-10,2,False,False,184,-0.46,Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',10,10,1,50,30,2,14177625,2479,11136870,0.81,0.09,0.1,72618,82,101,0,2,2,1
2023-07-28,13,-8,5,False,False,181,-0.45,ASAP,NewJeans,NewJeans 2nd EP 'Get Up',10,10,1,50,30,2,14668500,2565,11520900,0.81,0.09,0.1,75117,82,99,0,5,2,1
2023-07-28,14,-5,9,False,False,174,-0.17,Ronan (Taylor's Version),Taylor Swift,Red (Taylor's Version),1,1,1,5,3,2,1360012,237,10685070,0.42,0.05,0.53,9954,10,63,100,3,16,1
2023-07-28,15,-5,10,False,False,143,-0.22,Red (Taylor's Version),Taylor Swift,Red (Taylor's Version),8,2,7,40,6,14,12312300,538,84599550,0.47,0.01,0.52,63784,60,54,27,2,63,1
2023-07-28,16,-5,11,False,False,140,-0.23,Huwag Na Huwag Mong Sasabihin...,Kitchie Nadal,Kitchie Nadal,8,5,4,40,15,8,12081300,1320,47439000,0.59,0.04,0.37,62594,63,54,22,5,5,1
2023-07-28,17,3,20,False,False,136,0.21,Move,Little Mix,Salute (The Deluxe Edition),10,4,7,50,12,14,13224750,925,72739800,0.52,0.02,0.46,67767,76,33,26,15,12,1
2023-07-28,18,-4,14,False,False,132,-0.07,Innocent (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),5,4,2,25,12,4,6987750,977,21957480,0.63,0.06,0.31,37499,41,42,48,7,4,1
2023-07-28,19,RE,--,False,False,115,--,After LIKE,IVE,After LIKE,16,1,16,80,3,32,22730400,248,178551360,0.44,0.0,0.55,114345,115,0,0,1,35,5
2023-07-28,20,-2,18,False,False,109,-0.13,Clouds,Any Name's Okay,Clouds,7,4,4,35,12,8,9196687,919,41294520,0.56,0.04,0.4,48090,55,37,15,2,9,2
2023-07-28,21,-6,15,False,False,109,-0.2,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From the Vault),Taylor Swift,Speak Now (Taylor's Version),5,1,5,25,3,10,7189875,251,56475000,0.44,0.01,0.55,38577,38,41,28,5,4,1
2023-07-28,22,-10,12,False,False,107,-0.32,Alapaap,Eraserheads,Circus,2,2,1,10,6,2,2979900,521,11701620,0.58,0.06,0.36,18165,18,47,40,2,11,1
2023-07-28,23,13,36,False,False,105,0.42,the last great american dynasty,Taylor Swift,folklore,10,10,1,50,30,2,15563625,2721,12221190,0.81,0.09,0.1,79674,82,22,0,1,18,1
2023-07-28,24,2,26,False,False,104,0.06,Diet Mountain Dew,Lana Del Rey,Born to Die (Deluxe Version),3,3,1,15,9,2,4158000,727,10888380,0.65,0.07,0.27,23667,26,29,47,8,3,1
2023-07-28,25,-12,13,False,False,104,-0.28,Better Than Revenge (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),1,1,1,5,3,2,1570800,274,12334140,0.42,0.05,0.53,11487,10,43,49,6,4,1
2023-07-28,26,5,31,False,False,102,0.17,Bejeweled,Taylor Swift,Midnights (3am Edition),8,1,8,40,3,16,12635700,276,99215280,0.44,0.01,0.55,53550,59,26,15,5,29,2
2023-07-28,27,=,27,False,False,102,0.06,Radio,Lana Del Rey,Born to Die (Deluxe Version),3,3,1,15,9,2,4721062,825,12356730,0.65,0.07,0.27,26852,26,28,46,9,3,1
2023-07-28,28,4,32,False,False,101,0.2,Midnight Rain,Taylor Swift,Midnights (3am Edition),8,1,8,40,3,16,10510500,229,82589040,0.44,0.01,0.55,54502,59,25,15,1,38,2
2023-07-28,29,-10,19,False,False,101,-0.11,Enchanted (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),3,2,2,15,6,4,4478512,522,23448420,0.52,0.04,0.44,25480,25,34,40,10,4,1
2023-07-28,30,RE,--,False,False,87,--,Kitsch,IVE,Kitsch,12,1,12,60,3,24,18052650,263,141774840,0.44,0.0,0.55,91700,87,0,0,6,9,1
2023-07-28,31,-3,28,False,False,84,-0.12,When Emma Falls in Love (Taylor’s Version) (From the Vault),Taylor Swift,Speak Now (Taylor's Version),4,1,4,20,3,8,6340950,226,40752360,0.44,0.01,0.55,28476,31,28,23,7,4,1
2023-07-28,32,-3,29,False,False,83,-0.08,Cookie,NewJeans,NewJeans 1st EP 'New Jeans',3,3,1,15,9,2,4322587,756,11317590,0.65,0.07,0.27,24598,26,27,29,2,23,1
2023-07-28,33,RE,--,False,False,82,--,invisible string,Taylor Swift,folklore,10,10,1,50,30,2,15650250,2736,12288960,0.81,0.09,0.1,80115,82,0,0,14,15,2
2023-07-28,34,-4,30,False,False,82,-0.08,Hurt,NewJeans,NewJeans 1st EP 'New Jeans',3,3,1,15,9,2,4279275,748,11204640,0.65,0.07,0.27,24353,26,26,28,4,27,2
2023-07-28,35,RE,--,False,False,80,--,Stay Stay Stay (Taylor's Version),Taylor Swift,Red (Taylor's Version),11,1,11,55,3,22,15214237,241,119523690,0.44,0.0,0.55,77602,80,0,0,6,30,1
2023-07-28,36,RE,--,False,False,80,--,Message in a Bottle (Taylor's Version) (From the Vault),Taylor Swift,Red (Taylor's Version),11,1,11,55,3,22,14864850,236,116790300,0.44,0.0,0.55,75831,80,0,0,8,17,1
2023-07-28,37,-20,17,False,False,79,-0.39,Barbie World (with Aqua),Nicki Minaj,Barbie The Album,5,3,3,25,9,6,6525750,684,30767580,0.55,0.04,0.41,35035,40,39,0,17,2,1
2023-07-28,38,4,42,False,False,78,0.18,Wasabi,Little Mix,LM5 (Deluxe),3,3,1,15,9,2,4088700,715,10707660,0.65,0.07,0.27,23275,26,19,31,14,9,1
2023-07-28,39,2,41,False,False,76,0.15,We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),6,3,4,30,9,8,7865550,687,41204160,0.53,0.03,0.44,41587,47,19,8,3,72,1
2023-07-28,40,-18,22,False,False,75,-0.29,Happy,WJSN,Happy Moment,1,1,1,5,3,2,1463962,256,11498310,0.42,0.05,0.53,10710,10,31,32,1,31,2
2023-07-28,41,RE,--,False,False,73,--,Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),10,1,10,50,3,20,13513500,236,106173000,0.44,0.0,0.55,69237,73,0,0,1,45,7
2023-07-28,42,RE,--,False,False,73,--,LOVE DIVE,IVE,LOVE DIVE,10,1,10,50,3,20,13715625,239,107754300,0.44,0.0,0.55,70266,73,0,0,1,50,4
2023-07-28,43,-18,25,False,False,71,-0.3,BeBe,WJSN,The Secret,1,1,1,5,3,2,1345575,235,10572120,0.42,0.05,0.53,9849,10,30,29,3,11,1
2023-07-28,44,RE,--,False,False,67,--,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,UNFORGIVEN,9,2,8,45,6,16,13669425,531,95420160,0.47,0.01,0.52,70357,67,0,0,32,4,1
2023-07-28,45,=,45,False,False,63,0.03,Kung 'Di Rin Lang Ikaw,December Avenue,Kung 'Di Rin Lang Ikaw,4,2,3,20,6,6,5994450,524,35308170,0.5,0.03,0.47,32886,32,18,11,1,19,1
2023-07-28,46,-23,23,False,False,63,-0.4,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Red (Taylor's Version),4,1,4,20,3,8,5694150,248,44728200,0.44,0.01,0.55,31248,31,31,0,2,52,1
2023-07-28,47,-4,43,False,False,63,-0.02,BSC,Maisie Peters,The Good Witch,2,2,1,10,6,2,3106950,543,12198600,0.58,0.06,0.36,18935,18,19,25,24,3,1
2023-07-28,48,-11,37,False,False,61,-0.18,22 (Taylor's Version),Taylor Swift,Red (Taylor's Version),5,1,5,25,3,10,7565250,264,59411700,0.44,0.01,0.55,40579,38,22,0,1,69,5
2023-07-28,49,-15,34,False,False,60,-0.28,Forever & Always (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),3,3,1,15,9,2,4582462,801,11995290,0.65,0.07,0.27,26068,26,24,8,1,40,5
2023-07-28,50,NEW,--,True,False,58,--,Future Nostalgia,Dua Lipa,Future Nostalgia,7,7,1,35,21,2,9358387,1636,10504350,0.77,0.09,0.14,48930,58,0,0,50,1,1
2023-07-28,51,-18,33,False,False,56,-0.33,Minsan,Eraserheads,Circus,1,1,1,5,3,2,1371562,239,10775430,0.42,0.05,0.53,10038,10,25,19,17,5,1
2023-07-28,52,RE,--,False,False,52,--,Blue Flame,LE SSERAFIM,FEARLESS,7,1,7,35,3,14,10591350,264,83176380,0.44,0.01,0.55,55335,52,0,0,6,31,1
2023-07-28,53,30,83,True,False,51,1.83,Ptolemaea,Ethel Cain,Preacher’s Daughter,6,1,6,30,3,12,9147600,266,71836200,0.44,0.01,0.55,48321,45,5,0,53,2,1
2023-07-28,54,NEW,--,True,False,50,--,Pretty Please,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,8610525,1505,11272410,0.76,0.09,0.16,45500,50,0,0,54,1,1
2023-07-28,55,RE,--,False,False,50,--,Love Again,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,8853075,1548,11588670,0.76,0.09,0.16,46774,50,0,0,36,4,1
2023-07-28,56,RE,--,True,False,50,--,Levitating,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,9511425,1360,10188090,0.76,0.09,0.16,41132,50,0,0,56,2,1
2023-07-28,57,NEW,--,True,False,50,--,Good in Bed,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,7934850,1388,10391400,0.76,0.09,0.16,41951,50,0,0,57,1,1
2023-07-28,58,NEW,--,True,False,50,--,Cool,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,9060975,1584,11859750,0.76,0.09,0.16,47866,50,0,0,58,1,1
2023-07-28,59,NEW,--,True,False,50,--,Boys Will Be Boys,Dua Lipa,Future Nostalgia,6,6,1,30,18,2,9078300,1587,11882340,0.76,0.09,0.16,47957,50,0,0,59,1,1
2023-07-28,60,-13,47,False,False,49,-0.16,Begin Again (Taylor's Version),Taylor Swift,Red (Taylor's Version),4,1,4,20,3,8,5775000,252,45360720,0.44,0.01,0.55,31689,31,17,0,5,45,1
2023-07-28,61,RE,--,False,False,46,--,ENERGY (feat. BEAM),Beyoncé,RENAISSANCE,6,2,5,30,6,10,8662500,505,56700900,0.48,0.02,0.5,45773,46,0,0,41,8,1
2023-07-28,62,7,69,False,False,43,0.13,Thot Shit,Megan Thee Stallion,Thot Shit,4,1,4,20,3,8,6133050,268,48161880,0.44,0.01,0.55,33642,31,11,0,1,15,1
2023-07-28,63,RE,--,False,False,43,--,State of Grace (Taylor's Version),Taylor Swift,Red (Taylor's Version),4,1,4,20,3,8,5209050,227,40933080,0.44,0.01,0.55,28602,31,0,11,3,38,1
2023-07-28,64,-20,44,False,False,43,-0.33,I Can See You (Taylor’s Version) (From the Vault),Taylor Swift,Speak Now (Taylor's Version),1,1,1,5,3,2,1550587,271,12176010,0.42,0.05,0.53,11340,10,19,12,11,4,1
2023-07-28,65,-3,62,False,False,40,-0.17,Just Did It,NMIXX,expérgo,1,1,1,5,3,2,1322475,231,10391400,0.42,0.05,0.53,9681,10,14,14,4,12,1
2023-07-28,66,-13,53,False,False,40,-0.23,Jealous,Nick Jonas,Nick Jonas X2,1,1,1,5,3,2,1397550,244,10978740,0.42,0.05,0.53,10227,10,15,13,13,9,1
2023-07-28,67,RE,--,False,False,38,--,This Love (Taylor’s Version),Taylor Swift,This Love (Taylor’s Version),5,1,5,25,3,10,7074375,247,55571400,0.44,0.01,0.55,37961,38,0,0,1,36,1
2023-07-28,68,RE,--,False,False,38,--,Holy Ground (Taylor's Version),Taylor Swift,Red (Taylor's Version),5,1,5,25,3,10,6872250,240,53990100,0.44,0.01,0.55,36883,38,0,0,1,48,1
2023-07-28,69,RE,--,False,False,38,--,ANTIFRAGILE,LE SSERAFIM,ANTIFRAGILE,5,1,5,25,3,10,6742312,235,52973550,0.44,0.01,0.55,36190,38,0,0,2,27,1
2023-07-28,70,-19,51,False,False,38,-0.31,Ditto,NewJeans,Ditto,1,1,1,5,3,2,1498612,262,11769390,0.42,0.05,0.53,10962,10,16,10,1,30,1
2023-07-28,71,RE,--,False,False,32,--,CUFF IT,Beyoncé,RENAISSANCE,4,2,3,20,6,6,5902050,516,34766010,0.5,0.03,0.47,32382,32,0,0,43,6,1
