Week,Position,Rise/Fall,Previous Rank,New Peak?,Re-peak?,Total Weighted Points,%,Song,Artist,Album,Streams,Sales,Airplay,Streams Points,Sales Points,Airplay Points,Streams Units,Sales Units,Airplay Units,Streams %,Sales %,Airplay %,Total Units,Current Week Points,Previous Week Points,Two Weeks Ago Points,Peak,WOC,Peak Streak
2023-11-24,1,NEW,--,True,False,336,--,Sweet Crazy Love (Eng ver.),ODD EYE CIRCLE,Sweet Crazy Love (Eng ver.),51,7,30,255,21,60,79669012,1912,367991100,0.57,0.01,0.42,335104,336,0,0,1,1,1
2023-11-24,2,2,4,False,False,313,-0.35,Shake It Off (Taylor's Version),Taylor Swift,1989 (Taylor's Version),9,7,3,45,21,6,13331587,1813,34901550,0.66,0.06,0.28,68628,72,144,97,1,5,2
2023-11-24,3,=,3,False,False,311,-0.37,Blank Space (Taylor's Version),Taylor Swift,1989 (Taylor's Version),9,9,1,45,27,2,13591462,2376,11859750,0.8,0.09,0.11,69958,74,147,89,1,5,1
2023-11-24,4,-2,2,False,False,310,-0.39,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),9,9,1,45,27,2,12499987,2186,10910970,0.8,0.09,0.11,64372,74,152,82,2,5,1
2023-11-24,5,NEW,--,True,False,285,--,You’re Losing Me (From the Vault),Taylor Swift,You're Losing Me (From the Vault),42,5,30,210,15,60,65245950,1358,365958000,0.52,0.01,0.47,291599,285,0,0,5,1,1
2023-11-24,6,-5,1,False,False,271,-0.49,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),7,7,1,35,21,2,9338175,1633,10481760,0.77,0.09,0.14,48825,58,159,52,1,5,1
2023-11-24,7,NEW,--,True,False,209,--,Sweet Crazy Love (Eng Ver.),ODD EYE CIRCLE (ARTMS),Sweet Crazy Love (Eng Ver.),29,4,26,145,12,52,40110262,967,282510540,0.47,0.01,0.52,199066,209,0,0,7,1,1
2023-11-24,8,-3,5,False,False,189,-0.36,Breakaway,Kelly Clarkson,Breakaway,8,8,1,40,24,2,10556700,1846,10368810,0.79,0.09,0.12,54739,66,88,34,5,4,1
2023-11-24,9,-3,6,False,False,169,-0.39,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version),4,4,1,20,12,2,5844300,1022,11475720,0.7,0.08,0.22,32067,34,83,51,3,5,1
2023-11-24,10,77,87,True,False,146,4.62,Chill Kill,Red Velvet,Chill Kill - The 3rd Album,17,17,1,85,51,2,22825687,3992,10549530,0.84,0.09,0.06,114660,138,7,0,10,2,1
2023-11-24,11,-3,8,False,False,134,-0.45,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2,2,1,10,6,2,3158925,552,12401910,0.58,0.06,0.36,15750,18,73,41,6,5,1
2023-11-24,12,-5,7,False,False,131,-0.52,Is It Over Now? (Taylor's Version) (From the Vault),Taylor Swift,1989 (Taylor's Version),1,1,1,5,3,2,1579462,276,12401910,0.42,0.05,0.53,9450,10,81,39,5,5,1
2023-11-24,13,NEW,--,True,False,130,--,Knock Knock (Who's There?),Red Velvet,Chill Kill - The 3rd Album,16,16,1,80,48,2,22176000,3878,10888380,0.84,0.09,0.07,111573,130,0,0,13,1,1
2023-11-24,14,78,92,True,False,128,6.11,Wings,Red Velvet,Chill Kill - The 3rd Album,15,15,1,75,45,2,22652437,3961,11859750,0.84,0.09,0.07,114142,122,5,0,14,2,1
2023-11-24,15,79,94,True,False,128,6.11,Underwater,Red Velvet,Chill Kill - The 3rd Album,15,15,1,75,45,2,23518687,4112,12311550,0.84,0.09,0.07,118482,122,5,0,15,2,1
2023-11-24,16,-7,9,False,False,127,-0.37,You Belong with Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),8,8,1,40,24,2,12658800,2213,10165500,0.79,0.09,0.12,53669,66,60,0,1,68,4
2023-11-24,17,76,93,True,False,120,5.67,Will I Ever See You Again?,Red Velvet,Chill Kill - The 3rd Album,14,14,1,70,42,2,19686975,3443,11046510,0.83,0.09,0.07,99470,114,5,0,17,2,1
2023-11-24,18,77,95,True,False,120,5.67,Scenery,Red Velvet,Chill Kill - The 3rd Album,14,14,1,70,42,2,21950775,3838,12311550,0.83,0.09,0.07,110838,114,5,0,18,2,1
2023-11-24,19,78,97,True,False,120,5.67,One Kiss,Red Velvet,Chill Kill - The 3rd Album,14,14,1,70,42,2,19404000,3393,10888380,0.83,0.09,0.07,98049,114,5,0,19,2,1
2023-11-24,20,78,98,True,False,120,5.67,Nightmare,Red Velvet,Chill Kill - The 3rd Album,14,14,1,70,42,2,20374200,3563,11430540,0.83,0.09,0.07,102921,114,5,0,20,2,1
