Week,Song Name,Album Name,Artist Name,Streams,Sales,Airplay
2024-02-09,Before the Lobotomy,21st Century Breakdown,Green Day,2,2,1
2024-02-09,Extraordinary Girl / Letterbomb,American Idiot,Green Day,19,16,3
2024-02-09,Mama,The Black Parade,My Chemical Romance,8,8,1
2024-02-09,Dead!,The Black Parade,My Chemical Romance,4,4,1
2024-02-09,I Don't Love You,The Black Parade,My Chemical Romance,9,9,1
2024-02-09,Welcome to the Black Parade,The Black Parade,My Chemical Romance,11,10,2
2024-02-09,Geek Stink Breath,Insomniac,Green Day,9,9,1
2024-02-09,Stuck with Me,Insomniac,Green Day,5,5,1
2024-02-09,Jaded,Insomniac,Green Day,5,5,1
2024-02-09,Brain Stew,Insomniac,Green Day,4,4,1
2024-02-09,Walking Contradiction,Insomniac,Green Day,6,6,1
2024-02-09,Good Riddance (Time of Your Life),Nimrod,Green Day,5,5,1
2024-02-09,King for a Day,Nimrod,Green Day,5,5,1
2024-02-09,Take Back,Nimrod,Green Day,5,5,1
2024-02-09,Last Ride In,Nimrod,Green Day,5,5,1
2024-02-09,Platypus (I Hate You),Nimrod,Green Day,5,5,1
2024-02-09,Scattered,Nimrod,Green Day,6,5,2
2024-02-09,Redundant,Nimrod,Green Day,10,10,1
2024-02-09,The Grouch,Nimrod,Green Day,5,5,1
2024-02-09,Hitchin' a Ride,Nimrod,Green Day,11,11,1
2024-02-09,Nice Guys Finish Last,Nimrod,Green Day,15,13,3
2024-02-09,Helena,Three Cheers for Sweet Revenge,My Chemical Romance,12,12,1
2024-02-09,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,9,9,1
2024-02-09,Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,4,4,1
2024-02-09,You Know What They Do to Guys Like Us in Prison,Three Cheers for Sweet Revenge,My Chemical Romance,4,4,1
2024-02-09,The Ghost of You,Three Cheers for Sweet Revenge,My Chemical Romance,5,5,1
2024-02-09,My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,5,5,1
2024-02-09,Gone,Breakaway,Kelly Clarkson,5,5,1
2024-02-09,Because of You,Breakaway,Kelly Clarkson,11,11,1
2024-02-09,Behind These Hazel Eyes,Breakaway,Kelly Clarkson,7,7,1
2024-02-09,Since U Been Gone,Breakaway,Kelly Clarkson,10,10,1
2024-02-09,Breakaway,Breakaway,Kelly Clarkson,10,10,1
2024-02-09,Basket Case,Dookie,Green Day,8,8,1
2024-02-09,She,Dookie,Green Day,6,6,1
2024-02-09,Longview,Dookie,Green Day,6,6,1
